Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Ayron Adames,20,0,0,,20.25,1,0,0,0,0,0,1.1,4,3,3,1,0,0,1,0,0,1,8,3.000,27.0,6.8,0.0,6.8,,,0
Jose Adames,21,4,0,1.000,1.32,7,2,1,0,0,0,27.1,26,6,4,0,11,0,28,0,1,1,112,1.354,8.6,0.0,3.6,9.2,2.55,,0
Sam Alvis*,22,0,0,,2.25,2,0,0,0,0,0,4.0,5,1,1,0,4,1,4,0,0,1,22,2.250,11.3,0.0,9.0,9.0,1.00,,0
Andy Beltre,20,1,1,.500,6.00,3,3,0,0,0,0,12.0,14,9,8,2,4,0,15,0,0,1,54,1.500,10.5,1.5,3.0,11.3,3.75,,0
James Buckelew*,22,0,3,.000,4.43,11,0,5,0,0,0,20.1,26,11,10,0,6,0,21,0,0,3,89,1.574,11.5,0.0,2.7,9.3,3.50,,0
Alexander Carreras*,24,5,3,.625,2.28,21,0,6,0,0,2,43.1,39,12,11,0,14,0,38,2,0,1,179,1.223,8.1,0.0,2.9,7.9,2.71,,0
Gabriel Castellanos*,20,2,6,.250,4.65,13,13,0,0,0,0,62.0,52,45,32,1,41,0,54,4,0,8,277,1.500,7.5,0.1,6.0,7.8,1.32,,0
Jorgan Cavanerio,19,4,6,.400,4.56,14,14,0,0,0,0,79.0,98,47,40,9,14,0,55,4,1,5,336,1.418,11.2,1.0,1.6,6.3,3.93,,0
Ramon Del Orbe,22,0,0,,0.00,6,0,2,0,0,2,15.1,4,0,0,0,4,0,12,1,0,3,56,0.522,2.3,0.0,2.3,7.0,3.00,,0
Steven Farnworth,20,1,1,.500,4.86,18,4,2,0,0,1,37.0,39,26,20,4,11,0,28,3,1,3,159,1.351,9.5,1.0,2.7,6.8,2.55,,0
Miguel Fermin,29,1,0,1.000,0.00,2,0,2,0,0,0,3.0,0,0,0,0,1,0,3,0,0,0,9,0.333,0.0,0.0,3.0,9.0,3.00,,0
Hayden Fox*,23,2,0,1.000,6.56,16,0,4,0,0,0,23.1,35,22,17,1,9,0,23,1,0,10,115,1.886,13.5,0.4,3.5,8.9,2.56,,0
Josh Hodges,23,3,5,.375,2.63,22,0,20,0,0,7,37.2,34,12,11,3,9,0,42,3,0,2,157,1.142,8.1,0.7,2.2,10.0,4.67,,0
Ben Holmes*,22,0,2,.000,2.95,11,11,0,0,0,0,39.2,47,17,13,5,12,0,31,0,0,0,167,1.487,10.7,1.1,2.7,7.0,2.58,,0
Tyler Kane,21,0,1,.000,4.50,6,0,5,0,0,2,10.0,9,8,5,0,1,1,6,1,0,0,44,1.000,8.1,0.0,0.9,5.4,6.00,,0
Christian MacDonald*,22,0,2,.000,6.23,15,0,2,0,0,0,21.2,29,16,15,0,9,0,18,5,0,4,103,1.754,12.0,0.0,3.7,7.5,2.00,,0
Michael Mader*,20,1,0,1.000,2.00,12,12,0,0,0,0,45.0,31,11,10,3,16,0,28,5,1,3,180,1.044,6.2,0.6,3.2,5.6,1.75,,0
Juancito Martinez,25,2,1,.667,2.51,21,0,13,0,0,6,28.2,23,11,8,0,11,1,33,1,2,1,122,1.186,7.2,0.0,3.5,10.4,3.00,,0
Yeims Mendoza,21,0,4,.000,6.75,7,2,3,0,0,0,13.1,12,12,10,5,8,0,10,2,1,1,61,1.500,8.1,3.4,5.4,6.8,1.25,,0
Connor Overton,20,1,2,.333,4.71,17,0,6,0,0,1,21.0,24,15,11,2,14,1,20,1,0,2,98,1.810,10.3,0.9,6.0,8.6,1.43,,1
Ramon Oviedo,23,0,0,,5.63,5,0,1,0,0,0,8.0,8,5,5,0,5,0,7,2,0,1,37,1.625,9.0,0.0,5.6,7.9,1.40,,0
Felix Ramos*,20,0,0,,20.25,1,0,0,0,0,0,1.1,3,3,3,0,3,0,1,0,0,2,10,4.500,20.3,0.0,20.3,6.8,0.33,,0
Chris Sadberry*,22,0,1,.000,4.09,4,4,0,0,0,0,11.0,13,5,5,0,2,0,11,0,0,2,47,1.364,10.6,0.0,1.6,9.0,5.50,,0
Jacob Smigelski,22,2,2,.500,4.95,13,5,1,0,0,0,43.2,46,28,24,3,16,0,24,2,0,2,195,1.420,9.5,0.6,3.3,4.9,1.50,,0
Scott Squier*,21,4,2,.667,3.17,13,6,1,0,0,0,48.1,43,20,17,1,18,0,40,1,0,5,199,1.262,8.0,0.2,3.4,7.4,2.22,,0
Ryan Wertenberger,24,1,0,1.000,3.00,2,0,2,0,0,0,3.0,5,2,1,0,0,0,3,0,0,0,15,1.667,15.0,0.0,0.0,9.0,,,0
26 Players,21.6,34,42,.447,3.87,76,76,76,0,5,21,660.1,669,347,284,40,243,4,556,38,7,62,2851,1.381,9.1,0.5,3.3,7.6,2.29,,0
