Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Rob Avila,20,16,64,58,6,19,3,0,2,5,2,0,4,10,.328,.391,.483,.873,28,1,2,0,0,0,,0
Bennie Bishop,20,28,90,82,9,19,4,1,0,9,4,1,7,23,.232,.289,.305,.594,25,3,0,0,1,0,,0
Wade Bradley*,20,2,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,0,0,0,,0
Julio Collazo,18,52,218,176,34,45,3,0,0,7,25,1,33,36,.256,.391,.273,.663,48,5,6,3,0,0,,0
Jeremy Deitrick,22,5,17,17,3,6,2,1,0,3,0,1,0,2,.353,.353,.588,.941,10,0,0,0,0,0,,0
Dario Delgado,19,19,79,71,12,23,3,1,2,17,1,2,5,16,.324,.380,.479,.859,34,0,2,0,1,0,,0
Richard Driggers,17,17,50,48,6,11,2,0,0,3,1,0,1,11,.229,.245,.271,.516,13,0,0,1,0,0,,0
Todd Eagle,18,14,41,39,1,5,1,0,0,3,1,0,1,5,.128,.171,.154,.325,6,1,1,0,0,0,,0
Rod Eberly*,22,7,30,26,4,5,1,0,0,3,1,0,4,5,.192,.300,.231,.531,6,2,0,0,0,0,,0
Takehito Ishida,20,27,96,85,8,27,11,0,1,14,1,1,9,11,.318,.385,.482,.868,41,1,1,0,1,0,,0
Ben Jewson,20,31,112,101,5,24,3,0,0,11,1,0,9,32,.238,.313,.267,.580,27,3,2,0,0,0,,0
Anderson Machado#,18,43,168,143,26,37,6,3,2,12,6,3,15,38,.259,.335,.385,.720,55,5,2,7,1,1,,1
Aaron Merhoff,23,22,91,78,10,25,6,2,1,12,2,1,10,15,.321,.389,.487,.876,38,2,0,1,2,1,,0
Daniel O'Neill,22,10,38,27,6,9,3,1,0,4,2,0,10,7,.333,.526,.519,1.045,14,0,1,0,0,0,,0
Tom Prince,34,7,26,21,3,5,3,0,0,3,0,0,4,0,.238,.385,.381,.766,8,0,1,0,0,1,,1
Ian Rauls*,21,51,219,175,31,53,8,0,0,17,27,8,34,32,.303,.433,.349,.781,61,3,6,4,0,0,,0
Juan Richardson,20,46,184,164,27,37,14,0,5,23,7,6,11,46,.226,.290,.402,.692,66,5,5,1,3,1,,0
Erick Rivera,18,31,107,100,8,15,4,0,2,10,0,2,4,32,.150,.187,.250,.437,25,3,1,0,2,0,,0
Roger Rodeheaver,22,40,146,123,14,29,7,1,1,14,4,1,16,36,.236,.349,.333,.683,41,1,6,0,1,1,,0
Elio Serrano,20,2,9,5,2,1,0,0,0,1,0,0,3,1,.200,.444,.200,.644,1,0,0,0,1,0,,0
Hector Serrano#,19,10,32,26,0,3,0,0,0,1,0,0,4,14,.115,.258,.115,.373,3,1,1,1,0,0,,0
Dan Tosca*,18,50,184,157,19,37,8,0,4,22,3,1,22,38,.236,.332,.363,.695,57,1,2,0,3,1,,0
Wade Van Vark#,22,34,122,106,6,22,1,0,0,6,4,2,12,26,.208,.298,.217,.515,23,1,2,1,1,0,,0
Tom Wigand,21,15,40,27,8,4,0,0,0,2,2,3,10,11,.148,.400,.148,.548,4,2,2,0,1,1,,0
24 Players,19.9,60,2168,1860,248,461,93,10,20,202,94,33,228,450,.248,.341,.341,.681,634,40,43,19,18,7,,0
