Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Henrry Alvarez,19,29,111,104,10,19,8,2,0,11,2,0,1,37,.183,.225,.298,.523,31,1,5,0,1,0,,0
Ben Cordova*,19,52,223,168,36,48,9,2,5,26,12,3,51,50,.286,.452,.452,.905,76,2,1,2,1,0,,0
Jim Essian#,19,30,98,71,13,14,4,1,0,8,3,1,24,26,.197,.406,.282,.688,20,1,1,2,0,0,,0
Byron Gettis,19,28,118,95,20,30,6,2,5,21,3,2,17,21,.316,.424,.579,1.003,55,2,3,0,3,0,,1
Alexis Gomez*,20,56,249,214,44,59,12,1,5,31,13,5,32,48,.276,.371,.411,.782,88,1,1,1,1,0,,1
Jonathan Guzman,20,43,167,141,23,34,4,1,2,14,11,2,21,46,.241,.339,.326,.666,46,5,1,2,2,0,,0
Juan Guzman#,19,30,113,96,11,16,4,0,0,7,7,0,10,36,.167,.245,.208,.454,20,2,1,3,3,0,,0
Ray Holbert,28,5,18,16,5,3,2,0,0,1,1,0,1,4,.188,.235,.313,.548,5,1,0,1,0,0,,1
Norris Hopper,20,46,204,179,33,46,3,2,0,13,22,6,19,20,.257,.322,.296,.618,53,2,0,2,4,0,,1
Mendy Lopez,25,3,10,5,0,1,1,0,0,2,0,0,3,1,.200,.500,.400,.900,2,0,1,0,1,0,,1
Tom Lora#,21,47,213,175,31,48,3,4,1,17,20,2,31,37,.274,.390,.354,.745,62,2,3,3,1,0,,0
Wilkins Mercado,20,41,147,128,17,34,5,1,3,15,1,0,17,23,.266,.354,.391,.744,50,7,1,0,1,0,,0
Carlos Perea,19,4,9,8,1,0,0,0,0,0,0,0,1,1,.000,.111,.000,.111,0,0,0,0,0,0,,0
Mackeel Rodgers#,18,31,113,105,10,21,3,0,1,14,3,2,4,30,.200,.243,.257,.500,27,2,2,2,0,0,,0
Don Ross*,21,31,122,91,12,23,10,0,0,19,1,1,25,34,.253,.408,.363,.771,33,1,1,2,3,0,,0
Manny Santana*,18,26,103,83,8,13,3,0,0,14,1,1,19,18,.157,.311,.193,.503,16,2,0,0,1,0,,0
Chad Santos*,18,48,192,177,20,48,9,0,4,35,1,0,12,54,.271,.319,.390,.709,69,4,1,1,1,0,,1
Jermaine Smiley*,19,5,16,15,0,1,0,0,0,1,0,0,0,6,.067,.063,.067,.129,1,0,0,0,1,0,,0
Larry Sutton*,29,9,39,31,7,8,2,0,1,6,0,0,7,6,.258,.410,.419,.830,13,1,1,0,0,0,,1
Keronn Walker#,20,18,49,37,4,12,1,0,1,4,0,0,9,9,.324,.479,.432,.912,16,1,2,1,0,0,,0
20 Players,19.7,60,2314,1939,305,478,89,16,28,259,101,25,304,507,.247,.352,.352,.704,683,37,25,22,24,0,,0
