Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Jordyn Adams,18,20,82,70,8,17,2,2,0,5,5,2,10,23,.243,.354,.329,.682,23,0,2,0,0,0,,0
Griffin Barnes,22,3,9,8,0,1,0,0,0,1,0,0,1,4,.125,.222,.125,.347,1,0,0,0,0,0,,0
Brett Bond#,22,31,98,89,11,26,5,0,0,9,0,0,9,18,.292,.357,.348,.705,31,1,0,0,0,0,,0
Datren Bray,19,23,85,69,8,9,1,1,0,4,3,0,10,34,.130,.282,.174,.456,12,0,5,0,1,0,,0
Bernabe Camargo,22,21,79,66,13,15,1,0,0,7,1,0,8,19,.227,.329,.242,.572,16,0,3,0,2,0,,0
David Clawson*,21,24,76,64,10,19,6,2,0,13,1,0,9,14,.297,.368,.453,.822,29,1,0,0,3,0,,0
Julio De La Cruz,17,14,58,53,4,10,4,1,1,6,0,2,3,20,.189,.241,.358,.600,19,0,1,0,1,0,,0
Trent Deveaux,18,44,194,166,20,33,5,0,1,11,7,4,24,68,.199,.309,.247,.556,41,1,3,0,1,0,,0
Jeans Flores,20,23,84,75,4,13,2,0,0,3,0,0,6,14,.173,.241,.200,.441,15,4,1,1,1,0,,0
Cristian Gomez*,21,2,9,6,2,3,3,0,0,0,0,0,3,2,.500,.667,1.000,1.667,6,0,0,0,0,0,,0
William Holmes,17,30,117,100,13,22,4,0,0,8,4,0,11,34,.220,.325,.260,.585,26,2,5,0,1,0,,0
Jeremiah Jackson,18,21,91,82,13,26,4,2,5,14,6,1,7,25,.317,.374,.598,.971,49,2,1,0,1,0,,0
Justin Jones,22,24,84,69,13,17,2,0,0,9,5,1,11,11,.246,.381,.275,.656,19,4,4,0,0,0,,0
D'Shawn Knowles#,17,30,130,113,19,34,4,1,1,14,7,4,15,27,.301,.385,.381,.765,43,0,1,0,1,1,,0
Marlon Marcano,18,7,25,24,1,6,0,0,0,2,0,0,0,6,.250,.240,.250,.490,6,0,0,0,1,0,,0
Willian Mendoza,20,12,37,35,2,4,0,0,0,2,0,1,2,17,.114,.162,.114,.276,4,0,0,0,0,0,,0
Kiki Menendez,23,6,19,17,3,3,1,0,1,1,0,0,2,3,.176,.263,.412,.675,7,1,0,0,0,0,,0
Daniel Ozoria#,17,49,212,197,14,38,3,1,0,12,6,6,11,56,.193,.243,.218,.461,43,3,2,2,0,0,,0
Leonardo Rivas#,20,2,8,8,2,2,1,0,1,3,0,0,0,2,.250,.250,.750,1.000,6,0,0,0,0,0,,0
William Rivera,18,27,102,92,5,14,1,0,0,2,1,0,8,36,.152,.235,.163,.398,15,2,2,0,0,0,,0
Johan Sala,20,13,41,32,7,12,2,3,0,6,1,2,6,9,.375,.488,.625,1.113,20,1,2,0,1,0,,0
Michael Stefanic,22,9,33,28,2,11,0,1,0,4,0,0,4,2,.393,.469,.464,.933,13,0,0,1,0,0,,0
Cole Taylor,22,3,11,10,1,3,0,2,0,0,0,0,0,2,.300,.364,.700,1.064,7,0,1,0,0,0,,0
Jose Verrier,20,50,201,178,15,39,8,1,2,22,8,6,16,69,.219,.303,.309,.612,55,4,6,0,1,0,,0
Harrison Wenson,23,3,12,12,1,5,0,2,0,2,0,0,0,4,.417,.417,.750,1.167,9,0,0,0,0,0,,0
Cam Williams,21,4,11,9,0,3,1,0,0,3,1,0,2,4,.333,.455,.444,.899,4,0,0,0,0,0,,0
Drevian Williams-Nelson,18,30,103,92,11,20,3,0,0,3,6,2,10,31,.217,.301,.250,.551,23,2,1,0,0,0,,0
27 Players,19.0,54,2011,1764,202,405,63,19,12,166,62,31,188,554,.230,.315,.307,.623,542,28,40,4,15,1,,0
