Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
R.J. Alaniz,27,1,3,.250,4.00,20,0,12,0,0,3,27.0,27,15,12,1,8,0,35,3,0,8,119,1.296,9.0,0.3,2.7,11.7,4.38,1
Anthony Banda*,24,4,3,.571,3.64,8,8,0,0,0,0,42.0,43,17,17,3,18,0,49,1,0,2,182,1.452,9.2,0.6,3.9,10.5,2.72,1
Kyle Bird*,25,3,1,.750,1.94,27,5,1,0,0,0,55.2,38,13,12,4,26,2,65,4,1,2,229,1.150,6.1,0.6,4.2,10.5,2.50,1
Diego Castillo,24,0,1,.000,1.03,19,0,15,0,0,4,26.1,15,4,3,1,7,0,32,0,1,1,97,0.835,5.1,0.3,2.4,10.9,4.57,1
Yonny Chirinos,24,0,2,.000,5.28,8,8,0,0,0,0,30.2,35,20,18,7,7,0,31,0,0,1,131,1.370,10.3,2.1,2.1,9.1,4.43,1
Nathan Eovaldi,28,0,1,.000,18.00,1,1,0,0,0,0,4.0,10,8,8,1,0,0,6,0,0,0,22,2.500,22.5,2.3,0.0,13.5,,1
Jake Faria,24,2,1,.667,4.60,7,5,0,0,0,0,29.1,25,19,15,5,13,1,28,0,0,1,125,1.295,7.7,1.5,4.0,8.6,2.15,1
Mike Franco,26,3,3,.500,3.52,29,1,12,0,0,1,46.0,41,19,18,8,15,2,47,0,0,1,191,1.217,8.0,1.6,2.9,9.2,3.13,0
Ian Gibaut,24,4,3,.571,2.09,48,0,36,0,0,14,56.0,35,18,13,3,21,1,75,4,0,4,222,1.000,5.6,0.5,3.4,12.1,3.57,1
Cody Hall,30,1,2,.333,2.84,10,0,1,0,0,0,19.0,11,6,6,1,13,0,23,0,0,2,78,1.263,5.2,0.5,6.2,10.9,1.77,1
Jordan Harrison*,27,0,0,,1.65,14,0,4,0,0,0,16.1,11,3,3,0,9,0,15,0,0,1,67,1.224,6.1,0.0,5.0,8.3,1.67,0
Chih-Wei Hu,24,5,7,.417,4.66,24,19,1,0,0,0,102.1,113,56,53,14,28,1,92,2,0,2,444,1.378,9.9,1.2,2.5,8.1,3.29,1
Andrew Kittredge,28,6,0,1.000,2.74,21,1,6,0,0,2,46.0,41,17,14,3,12,0,58,1,0,3,194,1.152,8.0,0.6,2.3,11.3,4.83,1
Adam Kolarek*,29,5,1,.833,1.61,31,1,12,0,0,4,44.2,35,8,8,1,12,1,52,2,0,1,178,1.052,7.1,0.2,2.4,10.5,4.33,1
Zach Lee,26,4,5,.444,5.02,13,13,0,0,0,0,71.2,86,44,40,6,15,0,48,1,0,2,310,1.409,10.8,0.8,1.9,6.0,3.20,1
Hoby Milner*,27,1,0,1.000,3.77,15,1,5,0,0,2,14.1,14,9,6,1,3,0,21,3,0,0,62,1.186,8.8,0.6,1.9,13.2,7.00,1
Andrew Moore,24,6,7,.462,4.34,17,15,0,0,0,0,83.0,90,47,40,15,29,0,53,2,0,0,367,1.434,9.8,1.6,3.1,5.7,1.83,1
Jose Mujica,22,5,1,.833,2.70,7,7,0,0,0,0,36.2,31,13,11,1,10,0,34,2,0,0,150,1.118,7.6,0.2,2.5,8.3,3.40,1
Vidal Nuno III*,30,3,1,.750,3.57,8,7,0,0,0,0,40.1,38,17,16,6,3,0,37,0,0,0,160,1.017,8.5,1.3,0.7,8.3,12.33,1
Travis Ott*,23,0,0,,20.25,1,0,0,0,0,0,1.1,1,3,3,0,3,0,0,1,0,0,9,3.000,6.8,0.0,20.3,0.0,0.00,0
Colin Poche*,24,5,0,1.000,1.08,28,2,6,0,0,1,50.0,29,7,6,2,17,0,78,0,1,1,188,0.920,5.2,0.4,3.1,14.0,4.59,1
Austin Pruitt,28,3,0,1.000,2.95,14,4,4,0,0,1,39.2,26,14,13,2,7,1,49,0,0,5,150,0.832,5.9,0.5,1.6,11.1,7.00,1
Jaime Schultz,27,2,1,.667,5.75,32,1,7,0,0,3,36.0,44,27,23,5,23,1,58,0,2,2,171,1.861,11.0,1.3,5.8,14.5,2.52,1
Forrest Snow,29,5,8,.385,4.82,26,20,0,0,0,0,117.2,116,73,63,22,37,0,112,4,0,15,504,1.300,8.9,1.7,2.8,8.6,3.03,0
Brandon Snyder,31,0,0,,27.00,1,0,1,0,0,0,1.0,4,3,3,1,0,0,0,0,0,0,7,4.000,36.0,9.0,0.0,0.0,,1
Ryne Stanek,26,0,1,.000,1.86,10,0,4,0,0,2,9.2,5,3,2,1,6,0,17,0,0,4,40,1.138,4.7,0.9,5.6,15.8,2.83,1
Jonny Venters*,33,0,0,,1.59,5,0,0,0,0,0,5.2,4,2,1,0,5,0,6,0,0,1,26,1.588,6.4,0.0,7.9,9.5,1.20,1
Ryan Weber,27,9,6,.600,2.73,25,18,1,0,0,1,115.1,117,45,35,9,23,2,83,9,0,0,479,1.214,9.1,0.7,1.8,6.5,3.61,1
Hunter Wood,24,2,2,.500,3.00,24,2,11,0,0,3,42.0,26,15,14,4,10,0,63,1,0,5,164,0.857,5.6,0.9,2.1,13.5,6.30,1
