Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Spencer Adams,22,4,7,.364,3.19,15,15,0,0,0,0,90.1,82,32,32,10,38,0,42,1,1,1,372,1.328,8.2,1.0,3.8,4.2,1.11,0,2018,AAA,CHW
Chris Beck,27,0,0,,2.00,4,2,1,0,0,0,9.0,4,3,2,0,3,0,13,0,0,1,35,0.778,4.0,0.0,3.0,13.0,4.33,1,2018,AAA,CHW
Brandon Brennan,26,1,1,.500,5.40,4,0,2,0,0,0,5.0,3,3,3,0,3,0,9,0,0,1,20,1.200,5.4,0.0,5.4,16.2,3.00,1,2018,AAA,CHW
Aaron Bummer*,24,2,3,.400,2.64,31,0,5,0,0,0,30.2,27,11,9,0,11,1,30,0,0,3,128,1.239,7.9,0.0,3.2,8.8,2.73,1,2018,AAA,CHW
Ryan Burr,24,0,1,.000,1.08,7,0,2,0,0,0,8.1,4,2,1,0,2,0,8,0,0,0,30,0.720,4.3,0.0,2.2,8.6,4.00,1,2018,AAA,CHW
Xavier Cedeno*,31,0,0,,1.25,20,0,3,0,0,0,21.2,12,5,3,1,4,0,25,0,0,1,80,0.738,5.0,0.4,1.7,10.4,6.25,1,2018,AAA,CHW
Dylan Covey,26,3,1,.750,2.33,7,7,0,0,0,0,38.2,32,14,10,3,15,0,35,2,0,0,158,1.216,7.4,0.7,3.5,8.1,2.33,1,2018,AAA,CHW
Tyler Danish,23,2,3,.400,3.01,33,2,2,0,0,0,71.2,63,27,24,6,28,0,53,1,1,4,300,1.270,7.9,0.8,3.5,6.7,1.89,1,2018,AAA,CHW
Jake Elmore,31,0,0,,18.00,1,0,1,0,0,0,1.0,2,2,2,1,2,0,0,0,0,0,6,4.000,18.0,9.0,18.0,0.0,0.00,1,2018,AAA,CHW
Caleb Frare*,24,1,0,1.000,0.71,11,0,2,0,0,0,12.2,5,1,1,0,7,0,19,1,0,1,51,0.947,3.6,0.0,5.0,13.5,2.71,1,2018,AAA,CHW
Jace Fry*,24,0,0,,1.35,5,0,0,0,0,0,6.2,3,1,1,1,0,0,11,0,0,1,24,0.450,4.1,1.4,0.0,14.9,,1,2018,AAA,CHW
Carson Fulmer,24,5,6,.455,5.32,25,9,5,0,0,0,67.2,70,41,40,10,41,0,62,1,1,15,304,1.640,9.3,1.3,5.5,8.2,1.51,1,2018,AAA,CHW
Jeanmar Gomez,30,5,0,1.000,2.03,30,0,9,0,0,2,40.0,35,11,9,2,13,0,35,0,0,3,161,1.200,7.9,0.5,2.9,7.9,2.69,1,2018,AAA,CHW
Miguel Gonzalez,34,0,0,,0.00,1,1,0,0,0,0,3.0,1,0,0,0,1,0,1,0,0,0,12,0.667,3.0,0.0,3.0,3.0,1.00,1,2018,AAA,CHW
Jordan Guerrero*,24,7,2,.778,3.46,12,12,0,0,0,0,65.0,64,28,25,4,28,0,62,1,0,2,285,1.415,8.9,0.6,3.9,8.6,2.21,0,2018,AAA,CHW
Ian Hamilton,23,1,1,.500,1.71,22,0,18,0,0,10,26.1,18,5,5,2,4,0,28,1,0,2,98,0.835,6.2,0.7,1.4,9.6,7.00,1,2018,AAA,CHW
Drew Hasler,24,0,0,,6.75,1,0,0,0,0,0,2.2,6,2,2,0,0,0,3,0,0,0,14,2.250,20.3,0.0,0.0,10.1,,0,2018,AAA,CHW
T.J. House*,28,1,6,.143,6.81,9,9,0,1,0,0,39.2,49,40,30,2,18,0,24,1,0,4,187,1.689,11.1,0.5,4.1,5.4,1.33,1,2018,AAA,CHW
Gregory Infante,30,2,4,.333,4.32,44,0,30,0,0,9,50.0,49,26,24,10,10,1,51,1,0,4,204,1.180,8.8,1.8,1.8,9.2,5.10,1,2018,AAA,CHW
Michael Kopech,22,7,7,.500,3.70,24,24,0,0,0,0,126.1,101,58,52,9,60,0,170,13,1,12,543,1.274,7.2,0.6,4.3,12.1,2.83,1,2018,AAA,CHW
Kyle Kubat*,25,0,0,,13.50,1,0,0,0,0,0,2.0,3,3,3,1,1,0,3,0,0,0,10,2.000,13.5,4.5,4.5,13.5,3.00,0,2018,AAA,CHW
Juan Minaya,27,1,3,.250,4.24,19,0,10,0,0,2,23.1,18,12,11,4,8,0,27,2,0,4,94,1.114,6.9,1.5,3.1,10.4,3.38,1,2018,AAA,CHW
Ricardo Pinto,24,2,2,.500,5.80,27,3,5,0,0,0,54.1,68,35,35,7,22,0,38,3,0,3,245,1.656,11.3,1.2,3.6,6.3,1.73,1,2018,AAA,CHW
Jhoan Quijada*,23,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0.000,0.0,0.0,0.0,9.0,,0,2018,AAA,CHW
Donn Roach,28,9,2,.818,2.65,16,15,0,0,0,0,95.0,95,32,28,3,21,0,61,4,0,4,390,1.221,9.0,0.3,2.0,5.8,2.90,1,2018,AAA,CHW
Carlos Rodon*,25,1,0,1.000,1.42,3,3,0,0,0,0,12.2,10,2,2,0,5,0,22,0,0,2,50,1.184,7.1,0.0,3.6,15.6,4.40,1,2018,AAA,CHW
Bruce Rondon,27,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,4,1.000,9.0,0.0,0.0,9.0,,1,2018,AAA,CHW
Robbie Ross*,29,0,2,.000,11.81,11,0,1,0,0,0,10.2,12,16,14,0,17,1,11,3,0,4,60,2.719,10.1,0.0,14.3,9.3,0.65,1,2018,AAA,CHW
Rob Scahill,31,3,4,.429,5.64,52,0,19,0,0,5,60.2,70,41,38,4,25,0,71,3,1,7,277,1.566,10.4,0.6,3.7,10.5,2.84,1,2018,AAA,CHW
Jordan Stephens,25,4,7,.364,4.71,21,21,0,0,0,0,107.0,114,62,56,11,42,0,99,7,0,4,473,1.458,9.6,0.9,3.5,8.3,2.36,0,2018,AAA,CHW
Matt Tomshaw*,29,3,1,.750,8.58,6,6,0,0,0,0,28.1,46,27,27,3,8,0,18,1,0,1,137,1.906,14.6,1.0,2.5,5.7,2.25,0,2018,AAA,CHW
Colton Turner*,27,0,2,.000,4.76,10,3,2,0,0,0,22.2,19,12,12,5,10,0,21,0,0,0,95,1.279,7.5,2.0,4.0,8.3,2.10,0,2018,AAA,CHW
Thyago Vieira,24,0,4,.000,5.05,36,0,20,0,0,6,41.0,40,25,23,2,24,0,50,4,1,13,189,1.561,8.8,0.4,5.3,11.0,2.08,1,2018,AAA,CHW
Chris Volstad,31,0,1,.000,9.64,1,1,0,0,0,0,4.2,6,5,5,0,2,0,3,0,0,0,21,1.714,11.6,0.0,3.9,5.8,1.50,1,2018,AAA,CHW
Tyler Watson*,25,0,0,,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,2,0,0,0,4,1.000,9.0,0.0,0.0,18.0,,0,2018,AAA,CHW
Asher Wojciechowski,29,0,5,.000,7.01,6,6,0,0,0,0,34.2,40,27,27,12,5,0,37,3,0,0,148,1.298,10.4,3.1,1.3,9.6,7.40,1,2018,AAA,CHW
