Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Mike Bianucci,22,31,127,114,15,36,11,1,4,21,7,1,11,18,.316,.386,.535,.921,61,1,2,0,0,1,,0
Jared Bolden*,21,61,281,243,48,64,13,4,3,28,5,2,36,65,.263,.361,.387,.748,94,6,1,1,0,3,,0
Joey Butler,22,62,271,226,35,68,8,5,4,31,9,4,40,54,.301,.417,.434,.851,98,5,5,0,0,0,,1
Donnie Ecker*,22,2,8,7,2,2,1,0,0,3,0,0,1,0,.286,.375,.429,.804,3,0,0,0,0,0,,0
Eric Fry*,20,56,247,216,41,64,10,0,6,31,6,0,21,51,.296,.370,.426,.796,92,3,6,1,3,3,,0
Dennis Guinn,22,55,238,198,27,50,11,5,5,34,2,3,29,49,.253,.366,.434,.800,86,5,8,0,3,2,,0
Kyle Higgins,22,36,138,118,22,32,8,0,0,5,2,2,14,24,.271,.368,.339,.707,40,4,4,2,0,0,,0
Doug Hogan,23,44,174,160,22,36,8,0,7,30,1,1,11,41,.225,.276,.406,.682,65,3,1,0,2,0,,0
Michael Hollander,22,2,6,4,1,0,0,0,0,0,0,0,2,0,.000,.333,.000,.333,0,0,0,0,0,0,,0
Jacob Kaase*,22,30,135,125,18,40,4,2,2,21,0,6,4,17,.320,.341,.432,.773,54,1,0,6,0,0,,0
Ed Koncel,19,40,152,127,15,26,7,0,2,8,3,3,19,54,.205,.311,.307,.618,39,1,1,4,1,0,,0
Edward Martinez#,20,5,9,8,2,2,0,0,0,0,1,0,1,1,.250,.333,.250,.583,2,1,0,0,0,0,,0
Jason Ogata,21,54,256,225,29,55,4,1,2,32,4,1,18,49,.244,.316,.298,.614,67,4,7,3,3,0,,0
Michael Ortiz*,19,1,4,3,0,0,0,0,0,0,0,0,0,3,.000,.250,.000,.250,0,0,1,0,0,0,,0
David Paisano,20,66,309,275,47,72,18,1,6,44,9,6,23,51,.262,.332,.400,.732,110,6,7,2,2,2,,0
Justin Pickett,23,35,154,143,19,36,8,0,4,28,0,0,8,37,.252,.305,.392,.697,56,4,3,0,0,0,,0
Cody Podraza,20,10,35,34,8,8,0,0,0,4,0,1,0,5,.235,.257,.235,.492,8,0,1,0,0,0,,0
Tim Rodriguez,21,24,103,93,17,30,3,0,0,16,4,2,9,24,.323,.379,.355,.733,33,1,0,0,1,0,,0
Matt West,19,67,287,240,48,62,12,0,4,30,1,0,26,68,.258,.367,.358,.725,86,7,17,1,3,0,,1
Zach Zaneski,22,30,118,103,20,26,4,0,0,11,0,0,13,16,.252,.342,.291,.633,30,2,1,1,0,0,,0
20 Players,21.1,76,3052,2662,436,709,130,19,49,377,54,32,286,627,.266,.350,.385,.734,1024,54,65,21,18,11,,0
