Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Oswaldo Arcia*,20,2,8,8,1,4,1,1,0,1,0,0,0,1,.500,.500,.875,1.375,7,0,0,0,0,0,,1
Joe Benson,23,3,11,9,2,2,1,0,0,0,1,1,2,2,.222,.364,.333,.697,3,0,0,0,0,0,,1
Ray Chang,27,3,11,10,0,3,1,0,0,0,0,0,1,0,.300,.364,.400,.764,4,0,0,0,0,0,,0
Phillip Chapman,22,33,125,104,18,32,12,1,0,21,1,1,11,21,.308,.392,.442,.834,46,1,6,0,4,0,,0
Kelly Cross#,19,29,108,93,3,12,2,0,0,2,0,0,15,31,.129,.250,.151,.401,14,0,0,0,0,1,,0
Estarlin De Los Santos#,24,11,43,42,2,6,1,0,0,1,1,1,0,6,.143,.143,.167,.310,7,1,0,1,0,0,,0
Wander Guillen,18,14,48,41,6,13,0,1,0,5,1,0,4,3,.317,.383,.366,.749,15,1,1,1,1,0,,0
Joshua Hendricks,19,47,171,160,19,44,8,2,0,18,2,1,10,30,.275,.316,.350,.666,56,8,0,0,1,1,,0
Romy Jimenez,20,8,30,28,3,9,3,0,0,4,1,0,2,3,.321,.367,.429,.795,12,0,0,0,0,0,,0
Drew Leachman,22,44,160,135,15,32,4,1,1,20,2,2,19,19,.237,.335,.304,.639,41,4,2,2,2,1,,0
Aderling Mejia#,19,38,136,119,14,25,1,0,0,11,2,6,14,11,.210,.291,.218,.510,26,1,0,2,1,0,,0
Angel Morales,21,4,15,14,2,3,1,0,1,4,0,0,0,1,.214,.200,.500,.700,7,0,0,0,1,0,,0
Kelvin Ortiz,19,45,128,111,14,21,7,0,3,12,1,3,13,37,.189,.286,.333,.619,37,1,2,2,0,2,,0
Candido Pimentel#,20,45,157,136,16,34,1,1,0,6,8,5,21,31,.250,.350,.272,.622,37,4,0,0,0,1,,0
Javier Pimentel,17,28,111,102,10,17,5,2,1,10,1,1,5,19,.167,.227,.284,.512,29,1,3,1,0,0,,0
Jorge Polanco#,17,51,193,172,21,43,8,3,1,16,6,4,15,24,.250,.319,.349,.668,60,4,3,2,1,0,,1
Michael Quesada,21,41,157,133,20,28,7,2,3,15,4,0,18,27,.211,.316,.361,.677,48,1,3,2,1,0,,0
Brandon Roberts*,26,3,10,9,3,3,0,0,0,1,0,0,1,1,.333,.400,.333,.733,3,0,0,0,0,0,,0
Dereck Rodriguez,19,29,98,90,4,14,4,0,0,5,2,0,5,35,.156,.216,.200,.416,18,2,2,1,0,0,,1
Jairo Rodriguez,22,3,12,10,1,3,0,0,0,1,1,0,1,1,.300,.333,.300,.633,3,0,0,0,1,0,,0
Kelvin Silvania*,20,27,99,87,5,24,5,0,1,9,0,1,6,18,.276,.340,.368,.708,32,4,3,2,1,0,,0
Julio Torres#,17,31,96,84,8,18,0,0,0,4,1,2,7,17,.214,.298,.214,.512,18,0,3,2,0,0,,0
Stephen Wickens,22,36,130,106,13,26,8,1,0,10,1,4,17,15,.245,.370,.340,.710,36,2,4,3,0,0,,0
Jacob Younis,17,34,122,105,15,23,2,0,0,9,7,3,11,26,.219,.300,.238,.538,25,3,2,2,2,0,,0
24 Players,19.5,60,2179,1908,215,439,82,15,11,185,43,35,198,379,.230,.311,.306,.617,584,38,34,23,16,6,,0
