Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Jett Bandy,21,46,208,176,32,54,18,0,4,29,2,0,10,23,.307,.394,.477,.872,84,5,18,0,4,0,,1
Michael Bolaski,19,21,92,78,9,17,3,3,0,10,2,1,10,16,.218,.330,.333,.663,26,1,3,1,0,0,,0
Ryan Bolden,19,29,117,101,12,17,4,1,0,13,8,1,9,48,.168,.252,.228,.480,23,2,3,2,2,0,,0
Zach Borenstein*,20,31,136,113,21,31,6,4,2,21,12,1,17,21,.274,.397,.451,.848,51,2,6,0,0,0,,0
Chevy Clarke#,19,51,219,195,33,44,5,10,3,27,5,4,16,66,.226,.285,.400,.685,78,3,1,5,2,1,,0
Peter Copa,21,9,28,22,6,8,0,1,0,4,3,0,3,5,.364,.481,.455,.936,10,0,2,1,0,0,,0
Chris Giovinazzo,22,4,17,13,3,4,1,0,0,0,0,0,2,5,.308,.471,.385,.855,5,1,2,0,0,0,,0
Brennan Gowens*,21,31,119,98,18,23,2,1,1,14,6,2,19,19,.235,.361,.306,.667,30,0,1,0,1,0,,0
Randal Grichuk,19,7,28,24,2,8,1,1,0,6,0,0,2,4,.333,.357,.458,.815,11,0,0,0,2,0,,1
Chris Hannick,22,11,44,33,3,7,2,0,0,6,0,0,9,7,.212,.409,.273,.682,9,0,2,0,0,0,,0
Brian Hernandez,22,20,84,74,11,20,1,2,0,2,2,1,9,10,.270,.357,.338,.695,25,4,1,0,0,0,,0
Carlos Lugo#,21,4,16,11,3,2,0,0,0,1,1,0,4,4,.182,.375,.182,.557,2,0,0,0,1,0,,0
Kyle Mahoney,22,12,53,43,5,13,1,0,1,11,1,0,5,12,.302,.396,.395,.792,17,2,3,0,2,0,,0
Kevin Moesquit,20,48,223,181,32,48,11,3,1,24,11,5,33,36,.265,.384,.376,.759,68,0,3,4,2,0,,0
Jason Nappi,23,43,186,157,33,40,7,6,3,20,11,4,21,53,.255,.357,.433,.790,68,2,5,1,2,0,,0
Eric Oliver,24,4,13,12,2,6,1,0,1,2,0,0,1,0,.500,.538,.833,1.372,10,1,0,0,0,0,,0
Freddy Sandoval#,28,7,25,20,4,4,0,3,1,5,0,1,4,4,.200,.360,.650,1.010,13,0,1,0,0,0,,1
Matt Scioscia,22,12,48,46,4,11,3,0,0,9,2,0,2,10,.239,.271,.304,.575,14,2,0,0,0,0,,0
Jean Segura,21,8,30,30,5,11,4,0,1,5,0,0,0,3,.367,.367,.600,.967,18,0,0,0,0,0,,1
James Sneed*,19,1,5,4,0,0,0,0,0,0,0,1,1,1,.000,.200,.000,.200,0,0,0,0,0,0,,0
Wendell Soto#,19,35,149,132,21,30,5,3,2,13,6,5,15,38,.227,.304,.356,.660,47,3,0,1,1,0,,0
Jackson Whitley*,18,40,170,146,16,38,8,4,0,23,3,1,23,44,.260,.365,.370,.735,54,3,1,0,0,0,,0
Andy Workman,22,43,184,158,31,46,9,3,2,22,10,5,22,38,.291,.391,.424,.815,67,3,4,0,0,0,,0
Kirby Young*,22,15,54,44,15,20,4,1,0,13,1,2,7,8,.455,.519,.591,1.109,26,0,1,0,2,0,,0
24 Players,20.5,56,2248,1911,321,502,96,46,22,280,86,34,244,475,.263,.360,.396,.755,756,34,57,15,21,1,,0
