year,exit,observed,pct
1,TRUE,TRUE,0.08683473389355743
1,TRUE,FALSE,0.07640924284344586
2,TRUE,TRUE,0.05182072829131653
2,TRUE,FALSE,0.029848674495262205
3,TRUE,TRUE,0.033613445378151266
3,TRUE,FALSE,0.010503439639087045
4,TRUE,TRUE,0.054621848739495805
4,TRUE,FALSE,0.0033039567202537284
5,TRUE,TRUE,0.13445378151260506
5,TRUE,FALSE,9.276806500218634e-4
6,TRUE,TRUE,0.17086834733893558
6,TRUE,FALSE,2.337350259571279e-4
7,TRUE,TRUE,0.17647058823529413
7,TRUE,FALSE,5.343481144283327e-5
8,TRUE,TRUE,0.13025210084033614
8,TRUE,FALSE,1.1248610156063991e-5
9,TRUE,TRUE,0.06862745098039216
9,TRUE,FALSE,2.215367986057724e-6
10,TRUE,TRUE,0.03781512605042017
10,TRUE,FALSE,4.143492028769973e-7
1,FALSE,TRUE,0.0350140056022409
1,FALSE,FALSE,0.05728299411544345
2,FALSE,TRUE,0
2,FALSE,FALSE,0.02850502821730095
3,FALSE,TRUE,0
3,FALSE,FALSE,0.012553825509609292
4,FALSE,TRUE,0.0070028011204481795
4,FALSE,FALSE,0.004850427268133518
5,FALSE,TRUE,0.009803921568627453
5,FALSE,FALSE,0.0016400839474081
6,FALSE,TRUE,0.0014005602240896359
6,FALSE,FALSE,4.8744143986203414e-4
7,FALSE,TRUE,0.0014005602240896359
7,FALSE,FALSE,1.2865944181514384e-4
8,FALSE,TRUE,0
8,FALSE,FALSE,3.060076323529017e-5
9,FALSE,TRUE,0
9,FALSE,FALSE,6.667437804887337e-6
10,FALSE,TRUE,0
10,FALSE,FALSE,1.3529411768845318e-6
