Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Erold Andrus#,18,35,147,140,20,40,5,1,1,6,1,2,6,20,.286,.315,.357,.672,50,3,0,1,0,0,0,2003,A,NYY
Joaquin Arias,18,130,520,481,60,128,12,8,3,48,12,5,26,44,.266,.306,.343,.649,165,7,3,7,3,0,1,2003,A,NYY
Blake Blase*,22,8,21,16,2,1,0,0,0,0,0,0,5,12,.063,.286,.063,.348,1,0,0,0,0,0,0,2003,A,NYY
Juan Camacho#,22,78,297,273,16,60,12,0,3,37,1,0,12,39,.220,.261,.297,.558,81,10,5,2,5,3,0,2003,A,NYY
Matt Carson,21,119,482,432,61,112,20,1,11,52,1,1,37,100,.259,.322,.387,.708,167,5,6,0,7,3,1,2003,A,NYY
Jayson Drobiak*,24,128,545,499,83,146,35,4,30,86,18,6,42,120,.293,.349,.559,.908,279,6,2,0,2,3,0,2003,A,NYY
Rudy Guillen,19,133,537,493,64,128,29,4,13,79,13,6,32,87,.260,.311,.414,.725,204,16,7,0,5,0,0,2003,A,NYY
Gabe Lopez,23,121,501,426,58,115,21,2,5,41,7,3,47,52,.270,.351,.364,.715,155,12,10,11,7,0,0,2003,A,NYY
Sandy Madera,22,48,163,144,25,43,8,0,5,23,0,0,18,30,.299,.380,.458,.839,66,2,1,0,0,1,0,2003,A,NYY
Andres Nunez,20,41,119,113,5,20,2,1,0,6,0,0,3,22,.177,.203,.212,.416,24,4,1,1,1,0,0,2003,A,NYY
Tom Rojas,21,52,192,162,13,34,9,1,1,18,0,1,21,43,.210,.309,.296,.605,48,3,4,1,4,0,0,2003,A,NYY
Alexander Santa*,20,31,107,103,12,26,3,1,0,7,3,5,3,19,.252,.280,.301,.581,31,1,1,0,0,0,0,2003,A,NYY
Omir Santos,22,82,319,277,35,65,11,0,2,30,0,0,25,36,.235,.297,.296,.593,82,8,3,6,8,0,1,2003,A,NYY
Bronson Sardinha*,20,71,318,269,54,74,16,0,8,41,5,3,40,40,.275,.374,.424,.798,114,5,5,0,4,2,1,2003,A,NYY
Jon-Mark Sprowl*,22,29,120,97,21,39,8,0,1,20,0,1,17,8,.402,.500,.515,1.015,50,1,4,0,2,0,0,2003,A,NYY
Kaazim Summerville,24,23,45,32,11,6,1,0,1,2,6,3,10,9,.188,.395,.313,.708,10,1,1,2,0,0,0,2003,A,NYY
Willie Vasquez#,19,66,266,229,29,51,16,1,5,26,3,3,30,64,.223,.313,.367,.680,84,5,2,1,4,0,0,2003,A,NYY
Eric Verbryke*,21,113,421,358,59,97,22,4,9,38,6,1,51,63,.271,.373,.430,.803,154,4,9,0,3,4,0,2003,A,NYY
