Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Kevin Alexander,22,72,302,255,37,69,14,1,1,25,6,5,45,38,.271,.384,.345,.729,88,7,2,0,0,0,0
Julian Benavidez,21,66,262,227,25,54,11,2,3,24,0,1,31,42,.238,.336,.344,.679,78,3,3,0,1,0,0
Dayton Buller,22,11,37,30,2,6,1,0,1,3,1,0,5,8,.200,.351,.333,.685,10,1,2,0,0,0,0
Brian Buscher*,22,54,217,200,19,55,7,1,0,26,0,0,10,25,.275,.318,.320,.638,64,4,4,0,3,0,1
Jason Columbus,23,64,258,232,26,49,12,0,5,27,0,0,21,72,.211,.287,.328,.614,76,5,4,0,1,1,0
Steve Holm,23,55,187,173,12,38,10,1,1,17,3,1,8,32,.220,.265,.306,.571,53,5,3,2,1,0,1
Aaron Hornostaj*,20,50,209,184,19,38,4,1,1,18,2,1,18,39,.207,.280,.255,.536,47,8,2,2,3,0,0
Travis Ishikawa*,19,57,232,194,20,40,5,0,3,22,3,4,33,69,.206,.329,.278,.607,54,7,3,1,1,5,1
Karl Jernigan,24,70,254,223,28,44,4,3,1,18,12,0,15,40,.197,.279,.256,.534,57,5,11,3,2,0,0
Kevin Kelly,23,86,348,324,39,80,14,0,6,33,0,1,20,75,.247,.294,.346,.640,112,4,2,1,1,2,0
Jay Knowlton,23,12,45,38,4,10,1,0,0,4,1,1,5,10,.263,.378,.289,.667,11,1,2,0,0,0,0
A.J. LaBarbera,23,22,98,88,13,21,3,2,1,6,2,0,9,12,.239,.316,.352,.669,31,1,1,0,0,1,0
Fred Lewis*,22,114,502,420,61,105,17,8,1,27,30,15,68,112,.250,.361,.336,.697,141,5,6,6,2,1,1
Derin McMains#,23,54,234,194,31,56,14,3,0,27,18,2,39,21,.289,.406,.392,.798,76,3,0,0,1,2,0
Miguel Miranda#,24,15,54,47,2,8,0,0,0,4,1,0,6,6,.170,.264,.170,.434,8,0,0,1,0,0,0
Brian Munhall,23,89,340,293,32,73,16,2,1,30,3,3,38,59,.249,.337,.328,.665,96,5,2,5,2,0,0
Carlos Sosa*,21,125,525,460,51,108,16,4,10,63,9,3,52,134,.235,.315,.352,.668,162,8,4,5,4,1,0
Jake Wald,22,114,452,391,39,85,19,2,4,27,7,6,41,123,.217,.302,.307,.609,120,4,7,12,1,1,0
Randy Walter,22,121,447,395,45,99,26,4,5,46,11,9,38,91,.251,.327,.375,.702,148,5,9,1,4,0,0
