Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Tyson Brummett,23,3,0,1.000,1.95,6,6,0,0,0,0,37.0,28,12,8,1,10,0,36,1,0,0,146,1.027,6.8,0.2,2.4,8.8,3.60,1,2008,A,PHI
Darren Byrd,21,1,1,.500,2.80,6,6,0,0,0,0,35.1,28,12,11,1,4,0,30,2,0,1,142,0.906,7.1,0.3,1.0,7.6,7.50,0,2008,A,PHI
Chance Chapman,24,7,7,.500,2.98,26,23,0,1,0,0,139.0,133,56,46,6,37,0,118,4,1,5,574,1.223,8.6,0.4,2.4,7.6,3.19,0,2008,A,PHI
Michael Cisco,21,2,1,.667,0.51,8,6,0,0,0,0,35.0,22,4,2,0,0,0,30,0,0,1,128,0.629,5.7,0.0,0.0,7.7,,0,2008,A,PHI
Alex Concepcion,23,0,0,,0.00,1,0,0,0,0,0,0.1,1,0,0,0,0,0,1,0,0,0,2,3.000,27.0,0.0,0.0,27.0,,0,2008,A,PHI
Reymond Cruz,24,0,2,.000,4.60,21,0,13,0,0,0,31.1,32,16,16,1,9,1,33,3,2,8,140,1.309,9.2,0.3,2.6,9.5,3.67,0,2008,A,PHI
Jake Diekman*,21,3,5,.375,5.42,19,19,0,0,0,0,96.1,120,72,58,4,47,0,53,5,3,12,443,1.734,11.2,0.4,4.4,5.0,1.13,1,2008,A,PHI
Adam Eaton,30,0,1,.000,9.82,1,1,0,0,0,0,3.2,5,4,4,1,1,0,2,0,0,0,16,1.636,12.3,2.5,2.5,4.9,2.00,1,2008,A,PHI
Sergio Escalona*,23,5,1,.833,3.43,28,0,8,0,0,2,44.2,36,18,17,1,18,1,60,0,0,5,181,1.209,7.3,0.2,3.6,12.1,3.33,1,2008,A,PHI
Chris Kissock,23,4,6,.400,4.37,38,7,8,0,0,3,80.1,84,45,39,4,25,1,45,6,0,2,344,1.357,9.4,0.4,2.8,5.0,1.80,0,2008,A,PHI
Yen-Feng Lin,23,0,2,.000,4.65,16,0,6,0,0,1,31.0,31,17,16,1,10,0,24,3,0,6,135,1.323,9.0,0.3,2.9,7.0,2.40,0,2008,A,PHI
Eryk McConnell,22,0,0,,4.29,13,0,5,0,0,0,21.0,19,10,10,3,2,0,22,1,0,0,83,1.000,8.1,1.3,0.9,9.4,11.00,0,2008,A,PHI
Moises Melendez*,21,4,3,.571,3.00,35,1,8,0,0,2,75.0,70,32,25,5,16,1,66,1,2,5,310,1.147,8.4,0.6,1.9,7.9,4.13,0,2008,A,PHI
Drew Naylor,22,5,3,.625,2.99,14,14,0,2,0,0,87.1,69,32,29,8,21,0,97,3,1,1,351,1.031,7.1,0.8,2.2,10.0,4.62,0,2008,A,PHI
Ben Pfinsgraff,24,2,3,.400,3.41,18,0,8,0,0,2,37.0,28,15,14,3,6,1,37,1,0,3,143,0.919,6.8,0.7,1.5,9.0,6.17,0,2008,A,PHI
Joseph Rocchio,23,4,6,.400,3.86,26,0,15,0,0,1,42.0,35,19,18,2,18,1,33,6,0,5,186,1.262,7.5,0.4,3.9,7.1,1.83,0,2008,A,PHI
Julian Sampson,19,11,4,.733,4.33,25,25,0,0,0,0,135.0,152,73,65,5,52,0,69,8,0,6,603,1.511,10.1,0.3,3.5,4.6,1.33,0,2008,A,PHI
Rudy Seanez,39,1,0,1.000,0.00,1,0,0,0,0,0,1.0,2,2,0,0,0,0,1,0,0,0,6,2.000,18.0,0.0,0.0,9.0,,1,2008,A,PHI
Jared Simon,23,6,3,.667,3.56,55,0,52,0,0,30,60.2,58,29,24,3,9,1,52,3,0,1,250,1.104,8.6,0.4,1.3,7.7,5.78,0,2008,A,PHI
Zack Sterner,22,10,2,.833,1.48,29,0,9,0,0,0,60.2,44,14,10,0,27,4,49,3,1,2,252,1.170,6.5,0.0,4.0,7.3,1.81,0,2008,A,PHI
Michael Stutes,21,5,1,.833,1.48,7,7,0,0,0,0,42.2,20,8,7,1,18,0,53,2,1,4,164,0.891,4.2,0.2,3.8,11.2,2.94,1,2008,A,PHI
Walter Tejeda*,22,4,7,.364,4.60,25,14,5,0,0,0,86.0,98,54,44,2,45,0,65,2,1,3,393,1.663,10.3,0.2,4.7,6.8,1.44,0,2008,A,PHI
Vance Worley,20,3,2,.600,2.66,11,11,0,0,0,0,61.0,58,25,18,4,7,0,53,3,0,3,249,1.066,8.6,0.6,1.0,7.8,7.57,1,2008,A,PHI
