Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Will Benson*,21,62,259,217,44,59,12,3,18,55,18,2,37,78,.272,.371,.604,.974,131,2,0,0,5,1,0
Jesse Berardi*,23,66,259,236,22,64,13,1,3,27,3,5,19,39,.271,.326,.373,.698,88,9,1,1,2,0,0
Ulysses Cantu,21,15,56,45,2,5,1,0,0,2,0,0,8,10,.111,.259,.133,.393,6,1,1,2,0,0,0
Ruben Cardenas,21,84,354,320,44,91,19,6,10,54,9,7,27,69,.284,.343,.475,.818,152,7,3,1,3,2,0
Raynel Delgado#,19,17,67,64,7,16,4,0,0,6,1,0,2,13,.250,.269,.313,.581,20,0,0,0,1,0,0
Jonathan Engelmann,22,49,197,174,19,45,8,0,3,21,10,2,15,36,.259,.335,.356,.691,62,8,6,0,2,0,0
Cody Farhat,22,33,132,117,12,28,6,4,4,16,5,1,7,41,.239,.318,.462,.780,54,3,7,0,1,0,0
Jose Fermin,20,105,455,393,75,115,12,2,6,41,28,9,42,40,.293,.374,.379,.753,149,9,11,6,3,2,0
Ike Freeman,21,12,45,39,4,4,0,0,0,4,0,1,4,13,.103,.200,.103,.303,4,0,1,0,1,0,0
Tyler Freeman,20,61,272,236,51,69,16,3,3,24,11,4,18,28,.292,.382,.424,.806,100,3,17,0,1,0,0
Gianpaul Gonzalez,23,10,32,31,0,2,0,0,0,0,0,0,1,11,.065,.094,.065,.158,2,1,0,0,0,0,0
Marcos Gonzalez,19,11,43,34,4,7,1,0,1,4,4,0,9,11,.206,.372,.324,.696,11,0,0,0,0,0,0
Quentin Holmes,19,112,459,412,54,72,15,4,6,26,23,9,36,159,.175,.247,.274,.522,113,4,5,2,4,0,0
Miguel Jerez,21,80,306,262,30,46,11,0,10,36,1,0,33,96,.176,.288,.332,.620,87,3,9,0,2,0,0
Makesiondon Kelkboom,18,31,94,86,6,14,3,1,2,8,2,4,7,35,.163,.223,.291,.514,25,1,0,0,1,0,0
Bryan Lavastida,20,1,4,3,1,1,0,0,0,0,0,0,1,1,.333,.500,.333,.833,1,0,0,0,0,0,0
Angel Lopez,22,19,73,66,4,10,4,0,1,4,0,1,7,24,.152,.233,.258,.490,17,0,0,0,0,0,0
Bo Naylor*,19,107,453,399,60,97,18,10,11,65,7,5,43,104,.243,.313,.421,.734,168,8,1,3,7,1,0
Hosea Nelson*,22,74,276,238,45,49,10,4,8,26,4,5,32,94,.206,.300,.382,.683,91,1,1,3,2,0,0
Henry Pujols,20,15,50,46,4,8,4,1,1,3,0,0,3,26,.174,.240,.370,.610,17,1,1,0,0,0,0
Mitch Reeves,24,59,248,214,32,55,14,0,6,37,5,2,28,54,.257,.351,.407,.757,87,4,4,0,2,1,0
Eric Rodriguez,20,10,34,29,3,4,1,0,1,4,0,0,4,8,.138,.265,.276,.541,8,0,1,0,0,0,0
Josh Rolette*,23,64,239,202,15,37,12,1,1,27,0,1,29,62,.183,.290,.267,.557,54,2,3,1,4,0,0
Wilbis Santiago*,23,3,11,11,1,4,0,0,0,2,0,0,0,0,.364,.364,.364,.727,4,0,0,0,0,0,0
Daniel Schneemann*,22,70,262,230,26,66,10,2,2,30,6,4,25,50,.287,.366,.374,.740,86,0,5,0,2,0,0
Clark Scolamiero*,23,31,124,109,27,28,4,1,4,8,8,0,13,29,.257,.347,.422,.769,46,1,2,0,0,0,0
Connor Smith,22,53,198,170,20,41,6,3,0,17,2,2,19,33,.241,.335,.312,.647,53,3,6,1,2,0,0
George Valera*,18,6,26,23,1,2,0,1,0,3,0,2,2,9,.087,.192,.174,.366,4,0,1,0,0,0,0
Billy Wilson*,23,17,64,52,7,7,2,0,1,4,2,1,8,28,.135,.270,.231,.501,12,0,2,1,1,0,0
