Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Will Banfield,19,101,433,397,44,79,13,2,9,55,0,0,25,121,.199,.252,.310,.562,123,8,5,0,6,0,0,2019,A,MIA
Davis Bradshaw*,21,63,246,225,27,58,7,2,0,16,6,3,8,44,.258,.304,.307,.611,69,3,7,6,0,1,0,2019,A,MIA
Peyton Burdick,22,63,287,238,57,73,20,3,10,59,6,6,32,67,.307,.408,.542,.950,129,11,12,0,5,0,0,2019,A,MIA
Samuel Castro#,21,55,192,165,19,32,6,1,0,8,9,5,20,62,.194,.283,.242,.526,40,1,1,5,1,0,0,2019,A,MIA
Ricardo Cespedes*,21,33,122,113,10,23,3,2,1,10,5,1,7,34,.204,.250,.292,.542,33,2,0,2,0,0,0,2019,A,MIA
Jose Devers*,19,3,13,11,5,5,2,0,0,2,0,0,2,2,.455,.538,.636,1.175,7,0,0,0,0,0,1,2019,A,MIA
Michael Donadio*,24,5,21,19,2,6,2,0,1,5,0,0,2,7,.316,.381,.579,.960,11,0,0,0,0,0,0,2019,A,MIA
Evan Edwards*,22,68,288,256,32,73,14,1,8,48,3,0,28,74,.285,.361,.441,.803,113,2,3,0,1,0,0,2019,A,MIA
Jerar Encarnacion,21,68,281,255,34,76,16,0,10,43,3,1,23,69,.298,.363,.478,.841,122,5,3,0,0,2,0,2019,A,MIA
Connor Grant,22,6,21,19,1,4,0,0,0,2,1,2,2,7,.211,.286,.211,.496,4,0,0,0,0,0,0,2019,A,MIA
Brayan Hernandez,21,20,70,66,5,8,2,2,0,4,1,0,1,27,.121,.130,.212,.343,14,2,0,1,2,0,0,2019,A,MIA
Bubba Hollins,23,95,386,349,36,94,23,0,2,33,0,2,26,64,.269,.330,.352,.682,123,11,7,1,3,1,0,2019,A,MIA
Thomas Jones,21,114,448,385,46,92,19,3,10,54,19,9,31,135,.239,.332,.382,.714,147,4,24,5,3,1,0,2019,A,MIA
Kameron Misner*,21,34,158,134,25,37,7,0,2,20,8,0,21,35,.276,.380,.373,.753,50,2,2,0,1,0,0,2019,A,MIA
J.D. Osborne,23,85,344,310,44,80,18,0,10,52,3,0,18,83,.258,.317,.413,.730,128,9,11,0,5,0,0,2019,A,MIA
Sean Reynolds*,21,68,266,231,28,40,12,1,9,32,7,4,33,145,.173,.274,.351,.625,81,0,0,0,2,0,0,2019,A,MIA
Marcos Rivera,22,94,341,321,37,66,13,0,8,31,4,2,16,136,.206,.243,.321,.564,103,8,1,0,3,0,0,2019,A,MIA
Connor Scott*,19,95,412,378,56,95,24,4,4,36,21,9,31,91,.251,.311,.368,.679,139,2,2,1,0,1,0,2019,A,MIA
Zach Scott*,24,54,188,178,13,33,2,0,2,9,0,1,10,55,.185,.229,.230,.459,41,7,0,0,0,0,0,2019,A,MIA
Demetrius Sims,23,43,174,145,27,43,6,2,3,12,9,4,20,49,.297,.405,.428,.832,62,1,7,1,1,1,0,2019,A,MIA
Chris Torres#,21,112,508,432,82,101,14,5,4,32,25,6,75,141,.234,.346,.317,.664,137,3,0,0,1,0,0,2019,A,MIA
