Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Matt Wieters#,26,144,593,526,67,131,27,1,23,83,3,0,60,112,.249,.329,.435,.764,229,17,4,0,3,4,1,2012,MLB,BAL
Mark Reynolds,28,135,538,457,65,101,26,0,23,69,1,3,73,159,.221,.335,.429,.763,196,19,6,0,2,2,1,2012,MLB,BAL
Robert Andino,28,127,431,384,41,81,13,1,7,28,5,5,37,100,.211,.283,.305,.588,117,13,2,7,1,0,1,2012,MLB,BAL
J.J. Hardy,29,158,713,663,85,158,30,2,22,68,0,0,38,106,.238,.282,.389,.671,258,21,3,7,2,4,1,2012,MLB,BAL
Wilson Betemit#,30,102,376,341,41,89,19,0,12,40,0,1,31,103,.261,.322,.422,.744,144,8,1,0,3,0,1,2012,MLB,BAL
Nate McLouth*,30,55,236,209,35,56,12,1,7,18,12,1,22,43,.268,.342,.435,.777,91,2,2,2,1,1,1,2012,MLB,BAL
Adam Jones,26,162,697,648,103,186,39,3,32,82,16,7,34,126,.287,.334,.505,.839,327,15,13,0,2,0,1,2012,MLB,BAL
Nick Markakis*,28,104,471,420,59,125,28,3,13,54,1,1,42,51,.298,.363,.471,.834,198,11,4,0,5,3,1,2012,MLB,BAL
Chris Davis*,26,139,562,515,75,139,20,0,33,85,2,3,37,169,.270,.326,.501,.827,258,8,7,0,3,6,1,2012,MLB,BAL
Manny Machado,19,51,202,191,24,50,8,3,7,26,2,0,9,38,.262,.294,.445,.739,85,6,0,1,1,0,1,2012,MLB,BAL
Endy Chavez*,34,64,169,158,15,32,6,0,2,12,3,2,6,24,.203,.236,.278,.515,44,2,1,4,0,1,1,2012,MLB,BAL
Ryan Flaherty*,25,77,167,153,15,33,2,1,6,19,1,0,6,43,.216,.258,.359,.617,55,3,3,3,1,0,1,2012,MLB,BAL
Jim Thome*,41,28,115,101,8,26,5,0,3,10,0,0,14,40,.257,.348,.396,.744,40,4,0,0,0,2,1,2012,MLB,BAL
Omar Quintanilla*,30,36,110,99,12,23,3,0,3,12,0,1,8,25,.232,.284,.354,.638,35,1,0,1,2,0,1,2012,MLB,BAL
Xavier Avery*,22,32,107,94,14,21,6,1,1,6,6,3,11,23,.223,.305,.340,.645,32,2,0,2,0,0,1,2012,MLB,BAL
Nick Johnson*,33,38,102,87,9,18,4,0,4,11,2,0,11,26,.207,.324,.391,.714,34,4,4,0,0,0,1,2012,MLB,BAL
Steve Pearce,29,28,83,71,8,18,4,0,3,14,0,1,8,17,.254,.321,.437,.758,31,1,0,2,2,0,1,2012,MLB,BAL
Lew Ford,35,25,79,71,7,13,3,0,3,4,1,0,7,13,.183,.256,.352,.609,25,3,0,1,0,0,1,2012,MLB,BAL
Steven Tolleson,28,29,76,71,4,13,3,0,2,6,1,0,4,17,.183,.227,.310,.537,22,2,0,1,0,0,1,2012,MLB,BAL
Brian Roberts#,34,17,74,66,2,12,0,0,0,5,1,1,5,12,.182,.233,.182,.415,12,0,0,1,2,0,1,2012,MLB,BAL
Nolan Reimold,28,16,69,67,10,21,6,0,5,10,1,0,2,14,.313,.333,.627,.960,42,3,0,0,0,0,1,2012,MLB,BAL
Ronny Paulino,31,20,64,63,5,16,3,0,0,5,0,0,1,9,.254,.266,.302,.567,19,6,0,0,0,0,1,2012,MLB,BAL
Taylor Teagarden,28,22,64,57,4,9,3,0,2,9,0,0,5,23,.158,.226,.316,.542,18,1,0,2,0,0,1,2012,MLB,BAL
Luis Exposito,25,9,22,18,2,1,0,0,0,0,0,0,3,5,.056,.190,.056,.246,1,0,0,0,0,0,1,2012,MLB,BAL
Bill Hall,32,7,14,9,2,2,0,0,1,1,0,0,5,7,.222,.500,.556,1.056,5,0,0,0,0,1,1,2012,MLB,BAL
Joe Mahoney*,25,2,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2012,MLB,BAL
L.J. Hoes,22,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2012,MLB,BAL
