Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Wilin Rosario,23,117,426,396,67,107,19,0,28,71,4,5,25,99,.270,.312,.530,.843,210,10,1,0,4,2,1,2012,MLB,COL
Todd Helton*,38,69,283,240,31,57,16,1,7,37,1,1,39,44,.238,.343,.400,.743,96,6,1,0,3,1,1,2012,MLB,COL
Marco Scutaro,36,95,415,377,47,102,16,3,4,30,7,3,27,35,.271,.324,.361,.684,136,5,4,4,3,0,1,2012,MLB,COL
Josh Rutledge,23,73,291,277,37,76,20,5,8,37,7,0,9,54,.274,.306,.469,.775,130,8,4,0,1,0,1,2012,MLB,COL
Chris Nelson,26,111,377,345,45,104,21,3,9,53,2,1,27,84,.301,.352,.458,.810,158,9,1,2,2,4,1,2012,MLB,COL
Carlos Gonzalez*,26,135,579,518,89,157,31,5,22,85,20,5,56,115,.303,.371,.510,.881,264,11,2,0,3,11,1,2012,MLB,COL
Dexter Fowler#,26,143,530,454,72,136,18,11,13,53,12,5,68,128,.300,.389,.474,.863,215,5,0,6,2,1,1,2012,MLB,COL
Michael Cuddyer,33,101,394,358,53,93,30,2,16,58,8,3,32,78,.260,.317,.489,.806,175,12,0,0,4,1,1,2012,MLB,COL
Jordan Pacheco,26,132,505,475,51,147,32,3,5,54,7,2,22,61,.309,.341,.421,.762,200,13,3,1,4,2,1,2012,MLB,COL
Tyler Colvin*,26,136,452,420,62,122,27,10,18,72,7,3,21,117,.290,.327,.531,.858,223,6,2,2,1,0,1,2012,MLB,COL
Jonathan Herrera#,27,86,251,225,29,59,9,1,3,12,4,1,16,39,.262,.317,.351,.668,79,5,2,7,0,3,1,2012,MLB,COL
DJ LeMahieu,23,81,247,229,26,68,12,4,2,22,1,2,13,42,.297,.332,.410,.742,94,8,0,3,2,4,1,2012,MLB,COL
Troy Tulowitzki,27,47,203,181,33,52,8,2,8,27,2,2,19,19,.287,.360,.486,.846,88,7,2,0,1,1,1,2012,MLB,COL
Eric Young Jr.#,27,98,196,174,36,55,7,2,4,15,14,2,13,31,.316,.377,.448,.825,78,1,4,5,0,0,1,2012,MLB,COL
Ramon Hernandez,36,52,196,184,16,40,10,0,5,28,0,1,6,32,.217,.247,.353,.601,65,4,2,2,2,1,1,2012,MLB,COL
Andrew Brown,27,46,126,112,14,26,7,0,5,11,2,2,12,34,.232,.302,.429,.730,48,3,0,0,2,0,1,2012,MLB,COL
Charlie Blackmon*,25,42,121,113,15,32,8,0,2,9,1,2,4,17,.283,.325,.407,.732,46,4,3,1,0,0,1,2012,MLB,COL
Jason Giambi*,41,60,113,89,7,20,4,0,1,8,0,0,20,24,.225,.372,.303,.675,27,4,2,0,2,2,1,2012,MLB,COL
Matt McBride,27,31,81,78,8,16,2,0,2,11,0,0,1,17,.205,.222,.308,.530,24,4,1,0,1,0,1,2012,MLB,COL
Wil Nieves,34,16,51,47,3,14,2,0,1,5,0,0,3,9,.298,.333,.404,.738,19,3,0,0,1,1,1,2012,MLB,COL
Rafael Ortega*,21,2,6,4,0,2,0,0,0,0,1,0,1,2,.500,.667,.500,1.167,2,0,1,0,0,0,1,2012,MLB,COL
Thomas Field,25,2,3,2,0,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,0,0,0,0,0,0,1,2012,MLB,COL
