Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Juan Apodaca,23,23,88,74,12,17,0,0,2,7,0,0,12,20,.230,.341,.311,.652,23,4,1,0,1,0,,0
Cristo Arnal,24,54,199,176,30,39,3,1,1,11,7,0,17,28,.222,.296,.267,.563,47,3,2,3,1,0,,0
Trent Baker,20,4,14,13,2,2,2,0,0,0,0,0,0,3,.154,.154,.308,.462,4,2,0,1,0,0,,0
Russell Branyan*,34,2,8,8,1,2,0,0,0,0,0,0,0,2,.250,.250,.250,.500,2,0,0,0,0,0,,1
Asdrubal Cabrera#,24,4,17,14,4,5,2,0,1,1,2,0,3,3,.357,.471,.714,1.185,10,0,0,0,0,0,,1
Alex Castillo,24,8,27,24,3,2,2,0,0,0,0,0,2,8,.083,.154,.167,.321,4,0,0,1,0,0,,0
Lonnie Chisenhall*,21,117,524,460,81,128,22,3,17,84,3,0,46,77,.278,.351,.450,.801,207,12,10,0,8,1,,1
Shin-Soo Choo*,27,3,11,11,1,1,0,0,0,0,1,0,0,3,.091,.091,.091,.182,1,1,0,0,0,0,,1
Adam Davis#,25,5,19,17,2,3,1,0,0,0,0,0,1,4,.176,.263,.235,.498,4,0,1,0,0,0,,0
Dan DeGeorge,23,3,10,9,1,0,0,0,0,0,0,0,1,2,.000,.100,.000,.100,0,0,0,0,0,0,,0
Johnny Drennen*,23,119,486,440,44,132,26,6,7,58,2,3,33,56,.300,.355,.434,.789,191,11,7,1,5,4,,0
Damaso Espino,27,59,217,196,22,49,4,0,2,20,0,0,19,24,.250,.316,.301,.617,59,10,0,2,0,0,,0
Tim Fedroff*,23,118,501,445,65,122,19,5,4,36,7,5,48,90,.274,.349,.366,.715,163,7,4,2,2,1,,0
Jared Goedert,25,44,186,163,26,53,14,0,7,32,2,0,16,35,.325,.382,.540,.922,88,2,2,0,5,0,,0
Jerad Head,27,65,263,237,47,74,18,0,15,51,2,1,18,46,.312,.366,.578,.944,137,11,4,1,3,0,,1
Jordan Henry*,22,74,337,287,45,86,8,4,0,16,15,4,46,59,.300,.396,.355,.752,102,2,0,4,0,0,,0
Jason Kipnis*,23,79,355,315,63,98,20,5,10,43,7,1,31,61,.311,.385,.502,.887,158,15,7,2,0,1,,1
Matt McBride,25,96,404,361,54,102,25,1,17,64,0,2,30,62,.283,.347,.499,.845,180,6,8,0,5,3,,1
Beau Mills*,23,113,477,427,55,103,26,1,10,72,2,1,42,71,.241,.312,.377,.689,161,13,4,0,4,4,,0
Lucas Montero#,25,17,64,58,4,14,1,1,0,3,1,0,6,14,.241,.313,.293,.606,17,0,0,0,0,0,,0
Miguel Perez,26,44,170,157,18,44,12,0,0,14,0,0,6,27,.280,.329,.357,.686,56,11,6,0,1,0,,1
Cord Phelps#,23,53,218,199,25,59,8,3,2,23,1,4,15,29,.296,.346,.397,.743,79,10,1,1,2,0,,1
Ron Rivas,22,5,20,20,1,4,0,0,1,3,0,0,0,4,.200,.200,.350,.550,7,2,0,0,0,0,,0
Carlos Rivero,22,110,444,406,39,94,16,2,6,43,0,3,28,81,.232,.278,.325,.603,132,15,1,2,7,0,,1
Josh Rodriguez,25,21,79,63,11,20,7,0,1,11,0,2,11,10,.317,.405,.476,.881,30,3,1,0,4,0,,1
Justin Toole,23,3,8,7,1,1,0,0,0,0,0,0,0,2,.143,.143,.143,.286,1,0,0,1,0,0,,0
Wyatt Toregas,27,17,68,59,3,12,3,0,1,6,0,0,6,8,.203,.279,.305,.584,18,1,1,0,2,0,,1
Nick Weglarz*,22,37,163,137,21,39,10,0,7,27,1,0,22,26,.285,.387,.511,.897,70,3,2,0,2,0,,0
Alex White,21,18,3,1,1,0,0,0,0,0,0,0,2,1,.000,.667,.000,.667,0,0,0,0,0,0,,1
29 Players,23.5,142,5380,4784,682,1305,249,32,111,625,53,26,461,856,.273,.341,.408,.749,1951,144,62,21,52,14,,0
