Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Christian Arroyo,19,58,267,243,39,81,14,2,5,48,6,1,18,31,.333,.378,.469,.847,114,3,2,0,4,1,1,2014,Short-Season A,SFG
Will Callaway,24,43,175,163,20,48,11,0,3,23,4,2,9,36,.294,.343,.417,.760,68,5,3,0,0,0,0,2014,Short-Season A,SFG
Hunter Cole,21,27,104,92,17,22,5,0,4,10,1,0,8,20,.239,.311,.424,.735,39,1,2,1,1,0,0,2014,Short-Season A,SFG
Dylan Davis,20,23,93,85,11,17,0,0,4,7,1,0,7,23,.200,.269,.341,.610,29,4,1,0,0,0,0,2014,Short-Season A,SFG
Jared Deacon*,22,21,77,64,8,14,1,0,0,5,0,0,8,9,.219,.311,.234,.545,15,2,1,3,1,0,0,2014,Short-Season A,SFG
Geno Escalante,23,18,66,58,3,10,3,0,0,4,1,0,2,10,.172,.273,.224,.497,13,1,6,0,0,0,0,2014,Short-Season A,SFG
Skyler Ewing,21,51,228,182,35,53,9,0,8,31,0,1,36,28,.291,.417,.473,.889,86,5,6,0,4,0,0,2014,Short-Season A,SFG
Johneshwy Fargas,19,49,208,167,33,40,6,0,3,13,15,6,24,27,.240,.373,.329,.702,55,2,12,4,1,0,1,2014,Short-Season A,SFG
Leonardo Fuentes,21,7,23,20,3,3,0,0,0,1,0,0,0,6,.150,.217,.150,.367,3,1,2,0,1,0,0,2014,Short-Season A,SFG
Aramis Garcia,21,20,76,70,5,16,3,0,2,12,0,0,5,19,.229,.289,.357,.647,25,3,1,0,0,0,1,2014,Short-Season A,SFG
Seth Harrison,21,37,173,158,24,42,10,2,0,20,11,4,8,42,.266,.298,.354,.653,56,0,1,2,4,0,0,2014,Short-Season A,SFG
Tyler Hollick*,21,43,164,141,24,34,5,3,0,12,6,4,22,37,.241,.341,.319,.661,45,0,0,0,1,0,0,2014,Short-Season A,SFG
Jonathan Jones,22,32,126,102,14,20,7,0,1,12,0,0,21,26,.196,.333,.294,.627,30,1,1,0,2,0,0,2014,Short-Season A,SFG
Ryan Jones,23,14,66,58,8,18,3,0,0,4,4,0,6,18,.310,.385,.362,.747,21,0,1,1,0,0,0,2014,Short-Season A,SFG
Ryder Jones*,20,27,117,107,17,26,5,1,3,18,1,0,7,21,.243,.293,.393,.686,42,2,1,1,1,0,1,2014,Short-Season A,SFG
Brett Kay,23,40,137,117,22,26,7,0,0,8,3,2,17,35,.222,.321,.282,.603,33,1,0,3,0,0,0,2014,Short-Season A,SFG
Christian Lichtenthaler#,22,3,9,7,0,2,0,0,0,0,0,1,1,0,.286,.375,.286,.661,2,1,0,1,0,0,0,2014,Short-Season A,SFG
Craig Massoni,22,21,97,78,7,19,4,0,2,12,0,0,16,22,.244,.381,.372,.753,29,0,2,0,1,0,0,2014,Short-Season A,SFG
Shilo McCall,20,46,188,165,20,33,13,0,3,21,2,1,19,53,.200,.287,.333,.621,55,1,2,0,2,0,0,2014,Short-Season A,SFG
Rene Melendez,19,5,14,11,0,2,0,0,0,3,0,0,3,2,.182,.357,.182,.539,2,0,0,0,0,0,0,2014,Short-Season A,SFG
Sam Mende,24,12,52,44,8,10,1,0,2,7,1,0,8,11,.227,.346,.386,.733,17,0,0,0,0,0,0,2014,Short-Season A,SFG
Randy Ortiz,21,1,5,5,0,0,0,0,0,0,1,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0,2014,Short-Season A,SFG
Fernando Pujadas,22,36,121,114,9,29,7,1,2,18,0,0,4,17,.254,.283,.386,.669,44,4,1,1,1,0,0,2014,Short-Season A,SFG
Travious Relaford,22,70,309,258,45,73,10,2,3,28,9,0,37,39,.283,.380,.372,.752,96,7,5,6,3,0,0,2014,Short-Season A,SFG
Leo Rojas,24,12,39,34,4,7,2,0,0,3,0,0,4,7,.206,.282,.265,.547,9,1,0,0,1,0,0,2014,Short-Season A,SFG
Austin Slater,21,29,132,118,21,41,6,0,2,23,7,1,10,17,.347,.417,.449,.866,53,5,4,0,0,1,1,2014,Short-Season A,SFG
