Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Rashad Brown*,20,55,238,208,27,49,5,1,0,18,9,5,26,36,.236,.321,.269,.590,56,2,1,1,2,0,0
Kasey Coffman*,22,44,172,153,19,41,10,2,1,16,6,0,12,35,.268,.331,.379,.710,58,1,4,0,3,0,0
Samuel Crafort#,20,2,7,7,0,1,0,0,0,0,0,0,0,3,.143,.143,.143,.286,1,0,0,0,0,0,0
Steven Fuentes#,19,55,222,200,30,59,13,7,3,19,6,2,16,51,.295,.356,.475,.831,95,2,3,3,0,0,0
Mike Gerber*,21,57,243,217,40,62,16,4,7,37,8,4,17,48,.286,.354,.493,.847,107,2,7,0,2,0,1
David Gonzalez#,20,6,27,26,0,3,0,0,0,0,0,0,1,2,.115,.148,.115,.264,3,0,0,0,0,0,0
Derek Hill,18,19,78,74,8,15,1,1,0,3,2,1,2,26,.203,.244,.243,.487,18,0,2,0,0,0,1
Jacob Kapstein#,20,44,160,141,18,35,9,0,1,19,0,0,15,36,.248,.316,.333,.650,47,2,0,2,2,0,0
Ross Kivett,22,47,209,190,26,55,10,2,1,26,1,3,14,24,.289,.343,.379,.722,72,5,2,2,1,0,0
Domingo Leyba#,18,37,154,144,20,38,11,1,1,17,1,2,8,17,.264,.303,.375,.678,54,5,0,2,0,0,1
Will Maddox*,22,48,204,178,28,48,7,1,0,12,13,1,15,23,.270,.335,.320,.655,57,1,3,7,1,1,0
Garrett Mattlage#,21,45,197,165,28,38,8,1,0,8,4,1,28,47,.230,.352,.291,.643,48,6,3,1,0,1,0
Franklin Navarro#,19,45,181,172,14,43,10,1,3,23,0,0,5,25,.250,.271,.372,.643,64,2,0,4,0,0,0
Steven Negron#,21,4,10,7,1,1,0,0,0,2,0,0,2,2,.143,.300,.143,.443,1,0,0,0,1,0,0
Joey Pankake,21,64,267,240,37,70,16,2,2,36,2,0,22,44,.292,.345,.400,.745,96,9,0,0,5,0,0
Brett Pirtle#,23,40,157,143,15,42,11,1,1,26,1,2,7,15,.294,.335,.406,.741,58,2,3,2,2,0,0
Tim Remes,22,24,82,70,7,17,3,0,2,8,0,0,11,24,.243,.341,.371,.713,26,2,0,0,1,0,0
Ismael Salgado,21,5,20,19,0,5,1,0,0,3,0,1,1,2,.263,.300,.316,.616,6,0,0,0,0,0,0
Chris Taladay*,23,4,18,16,3,4,0,0,0,1,0,0,2,4,.250,.333,.250,.583,4,0,0,0,0,0,0
Micheal Thomas,23,7,22,22,0,3,0,0,0,1,0,0,0,6,.136,.136,.136,.273,3,0,0,0,0,0,0
Orvin Tovar,20,10,42,39,2,7,1,0,0,3,0,0,3,10,.179,.238,.205,.443,8,2,0,0,0,0,0
Ben Verlander,22,43,164,146,22,35,6,0,2,19,1,0,15,25,.240,.313,.322,.635,47,2,1,1,1,0,0
