Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Franklin Barreto,18,73,328,289,65,90,23,4,6,61,29,5,26,64,.311,.384,.481,.865,139,5,10,0,3,1,1
Chris Carlson*,23,59,257,215,30,67,13,1,0,35,4,1,36,25,.312,.409,.381,.790,82,7,2,0,4,0,0
Boomer Collins,25,62,244,212,22,47,11,0,2,28,8,1,25,50,.222,.311,.302,.613,64,2,4,0,3,1,0
Seth Conner,22,27,78,68,9,15,3,0,0,6,0,0,9,15,.221,.312,.265,.576,18,1,0,1,0,0,0
Jonathan Davis,22,27,102,88,14,19,4,4,1,10,7,1,6,26,.216,.271,.386,.657,34,3,1,6,1,0,1
Michael De La Cruz#,21,47,164,142,15,33,6,1,1,21,1,2,19,23,.232,.323,.310,.633,44,6,1,0,2,0,0
Roemon Fields*,23,72,328,294,64,79,13,4,1,26,48,9,27,61,.269,.338,.350,.689,103,3,5,0,2,0,0
Kevin Garcia#,21,10,32,26,4,7,1,0,0,2,0,0,3,5,.269,.344,.308,.651,8,1,1,0,2,0,0
David Harris,22,5,25,24,3,7,1,1,0,6,2,1,1,8,.292,.320,.417,.737,10,0,0,0,0,0,0
Gunnar Heidt,21,23,93,84,10,22,9,1,1,11,2,0,7,17,.262,.333,.429,.762,36,2,2,0,0,0,0
Sean Hurley,22,18,61,50,6,6,1,0,1,9,1,0,9,14,.120,.262,.200,.462,10,1,1,0,1,0,0
Brenden Kalfus#,22,25,63,57,4,8,0,1,0,2,0,0,5,13,.140,.222,.175,.398,10,0,1,0,0,0,0
Dan Klein,23,1,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,0
Tim Locastro,21,67,310,256,49,80,11,0,1,27,32,4,12,23,.313,.407,.367,.774,94,4,32,5,5,0,1
Alex Maldonado,23,46,168,152,24,46,7,1,1,14,5,2,14,31,.303,.365,.382,.747,58,1,1,1,0,0,0
Ryan McBroom,22,70,298,273,37,81,23,0,11,59,1,0,13,52,.297,.339,.502,.841,137,2,7,0,5,0,1
Ryan Metzler,21,35,134,113,14,27,3,0,0,9,2,2,18,27,.239,.351,.265,.616,30,0,2,0,1,0,0
Trent Miller,22,8,24,24,2,6,1,0,0,0,0,0,0,5,.250,.250,.292,.542,7,1,0,0,0,0,0
Max Pentecost,21,19,87,83,15,26,2,3,0,9,2,1,2,18,.313,.322,.410,.731,34,3,0,0,2,0,0
Mike Reeves*,23,17,63,52,4,11,1,0,1,5,0,0,10,9,.212,.349,.288,.638,15,2,1,0,0,0,0
Richard Urena#,18,9,37,33,3,8,2,1,0,5,1,0,3,5,.242,.297,.364,.661,12,0,0,0,1,0,1
Christian Vazquez,24,29,90,81,8,13,2,0,0,0,0,0,6,12,.160,.236,.185,.421,15,2,2,1,0,0,0
