Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
James Alfonso,22,19,67,59,6,15,2,0,2,6,0,0,7,15,.254,.343,.390,.733,23,2,1,0,0,0,0,2014,Short-Season A,SEA
Patrick Brady,26,2,9,7,3,4,3,0,1,1,1,0,2,1,.571,.667,1.429,2.095,10,0,0,0,0,1,0,2014,Short-Season A,SEA
Bryan Brito,22,5,15,14,1,3,0,0,0,1,1,0,0,5,.214,.214,.214,.429,3,0,0,1,0,0,0,2014,Short-Season A,SEA
Kristian Brito,19,40,154,141,15,30,9,0,6,21,0,0,12,57,.213,.273,.404,.677,57,4,0,0,1,0,0,2014,Short-Season A,SEA
Luis Caballero,21,14,54,50,4,9,2,1,0,6,4,0,3,23,.180,.241,.260,.501,13,1,1,0,0,0,0,2014,Short-Season A,SEA
Phillips Castillo,20,54,209,181,24,41,11,0,7,30,1,1,16,58,.227,.316,.403,.719,73,5,9,0,3,0,0,2014,Short-Season A,SEA
Austin Cousino*,21,66,309,271,40,72,17,1,6,28,23,4,28,54,.266,.341,.402,.743,109,7,4,4,2,1,0,2014,Short-Season A,SEA
Jordan Cowan*,19,64,245,216,24,50,6,1,1,11,2,6,19,36,.231,.295,.282,.578,61,3,1,8,1,0,0,2014,Short-Season A,SEA
Joe DeCarlo,20,3,11,9,2,2,1,0,0,1,0,0,1,5,.222,.364,.333,.697,3,0,1,0,0,0,0,2014,Short-Season A,SEA
Toby DeMello,24,7,22,21,1,4,1,0,0,0,0,0,1,5,.190,.227,.238,.465,5,0,0,0,0,0,0,2014,Short-Season A,SEA
Arby Fields#,23,3,10,9,0,2,2,0,0,2,1,1,0,3,.222,.222,.444,.667,4,0,0,1,0,0,0,2014,Short-Season A,SEA
Luke Guarnaccia#,21,23,70,64,8,17,1,0,1,4,2,1,5,28,.266,.329,.328,.657,21,0,1,0,0,0,0,2014,Short-Season A,SEA
Chris Mariscal,21,51,217,187,25,49,9,1,2,16,2,3,24,52,.262,.355,.353,.708,66,1,3,3,0,0,0,2014,Short-Season A,SEA
Adam Martin,22,58,238,200,27,52,12,0,5,24,2,0,31,50,.260,.371,.395,.766,79,4,5,1,1,0,0,2014,Short-Season A,SEA
Wilton Martinez,20,37,147,133,11,22,6,1,2,16,0,0,14,33,.165,.245,.271,.516,36,0,0,0,0,0,0,2014,Short-Season A,SEA
Tyler O'Neill,19,3,11,10,2,4,2,0,0,2,0,0,1,5,.400,.455,.600,1.055,6,0,0,0,0,0,1,2014,Short-Season A,SEA
Andy Peterson,22,22,84,73,10,14,2,0,0,3,5,0,5,23,.192,.253,.219,.472,16,2,1,5,0,0,0,2014,Short-Season A,SEA
Kyle Petty,23,63,258,231,29,58,19,1,2,23,8,1,18,67,.251,.319,.368,.687,85,3,6,1,2,0,0,2014,Short-Season A,SEA
Sheehan Planas-Arteaga*,21,52,207,166,24,30,5,0,0,12,0,1,38,50,.181,.335,.211,.546,35,3,1,1,1,1,0,2014,Short-Season A,SEA
Corey Simpson,20,53,231,207,28,46,7,0,9,35,2,1,19,56,.222,.299,.386,.685,80,4,4,0,1,0,0,2014,Short-Season A,SEA
Taylor Smart,22,44,166,141,11,31,4,0,0,12,4,2,16,43,.220,.319,.248,.567,35,1,5,3,1,0,0,2014,Short-Season A,SEA
Nate Tenbrink*,27,1,4,2,1,1,0,0,1,4,0,0,1,0,.500,.750,2.000,2.750,4,0,1,0,0,0,0,2014,Short-Season A,SEA
Brett Thomas*,22,14,53,45,5,8,1,0,1,4,1,3,8,12,.178,.302,.267,.569,12,1,0,0,0,0,0,2014,Short-Season A,SEA
Nelson Ward*,21,31,112,94,12,21,2,1,2,11,3,3,16,17,.223,.339,.330,.669,31,2,1,0,1,0,0,2014,Short-Season A,SEA
Isaiah Yates,19,9,39,32,4,6,3,0,0,3,3,2,6,12,.188,.308,.281,.589,9,1,0,0,1,0,0,2014,Short-Season A,SEA
