Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Tyler Adamczyk,22,3,7,.300,6.68,13,13,0,0,0,0,67.1,83,57,50,10,32,0,33,7,0,7,317,1.708,11.1,1.3,4.3,4.4,1.03,0,2005,Adv A,STL
Oscar Alvarez*,24,3,2,.600,1.80,7,4,0,0,0,0,35.0,30,9,7,0,10,0,21,1,0,0,137,1.143,7.7,0.0,2.6,5.4,2.10,0,2005,Adv A,STL
Josh Axelson,26,5,2,.714,4.10,9,9,0,1,0,0,52.2,47,27,24,5,19,0,32,3,0,3,223,1.253,8.0,0.9,3.2,5.5,1.68,0,2005,Adv A,STL
Roberto Batista,23,4,2,.667,3.29,43,8,9,0,0,1,101.1,96,50,37,3,31,0,36,10,7,6,426,1.253,8.5,0.3,2.8,3.2,1.16,0,2005,Adv A,STL
Chuck Bechtel,25,1,2,.333,7.71,5,4,0,0,0,0,16.1,24,20,14,1,13,0,11,2,0,1,88,2.265,13.2,0.6,7.2,6.1,0.85,0,2005,Adv A,STL
Buddy Blair*,23,2,3,.400,6.10,6,6,0,0,0,0,31.0,34,21,21,6,12,0,24,0,0,0,135,1.484,9.9,1.7,3.5,7.0,2.00,0,2005,Adv A,STL
Andy Cavazos,24,1,5,.167,3.41,28,0,12,0,0,1,31.2,36,20,12,1,7,1,43,0,1,0,137,1.358,10.2,0.3,2.0,12.2,6.14,1,2005,Adv A,STL
Nate Cotton,25,0,0,,10.80,2,0,1,0,0,0,1.2,3,2,2,0,1,0,1,0,0,0,9,2.400,16.2,0.0,5.4,5.4,1.00,0,2005,Adv A,STL
Dennis Dove,23,2,4,.333,4.85,8,8,0,0,0,0,42.2,48,24,23,1,15,0,23,3,0,6,189,1.477,10.1,0.2,3.2,4.9,1.53,1,2005,Adv A,STL
Cory Doyne,23,1,0,1.000,0.00,6,0,3,0,0,0,9.0,3,0,0,0,2,0,11,0,0,0,32,0.556,3.0,0.0,2.0,11.0,5.50,1,2005,Adv A,STL
Jose Garcia,24,7,5,.583,4.35,30,20,0,0,0,0,134.1,147,74,65,11,41,0,122,12,0,4,582,1.400,9.8,0.7,2.7,8.2,2.98,0,2005,Adv A,STL
Justin Garza,22,0,0,,3.57,29,0,7,0,0,0,40.1,41,17,16,1,13,1,26,2,0,5,174,1.339,9.1,0.2,2.9,5.8,2.00,0,2005,Adv A,STL
Eric Haberer*,22,8,6,.571,3.71,17,17,0,1,0,0,94.2,96,42,39,2,35,0,58,3,0,6,399,1.384,9.1,0.2,3.3,5.5,1.66,0,2005,Adv A,STL
Justin Knoff,24,0,0,,7.36,2,1,0,0,0,0,7.1,10,6,6,1,1,0,3,0,0,1,32,1.500,12.3,1.2,1.2,3.7,3.00,0,2005,Adv A,STL
Chris Lambert,22,7,1,.875,2.63,10,10,0,0,0,0,54.2,53,20,16,4,15,0,46,5,1,6,231,1.244,8.7,0.7,2.5,7.6,3.07,1,2005,Adv A,STL
Wayne Lundgren,23,3,3,.500,4.15,25,0,5,0,0,0,43.1,53,22,20,3,8,0,19,0,1,1,181,1.408,11.0,0.6,1.7,3.9,2.38,0,2005,Adv A,STL
Mike McCoy,24,0,0,,9.00,1,0,1,0,0,0,1.0,2,1,1,0,1,0,0,1,0,0,7,3.000,18.0,0.0,9.0,0.0,0.00,1,2005,Adv A,STL
Mark Michael,22,4,5,.444,4.04,18,17,0,0,0,0,82.1,68,47,37,7,35,2,57,14,0,10,355,1.251,7.4,0.8,3.8,6.2,1.63,0,2005,Adv A,STL
Matt Morris,30,0,1,.000,6.52,2,2,0,0,0,0,9.2,12,7,7,0,2,0,15,0,0,0,43,1.448,11.2,0.0,1.9,14.0,7.50,1,2005,Adv A,STL
Kevin Ool*,24,1,0,1.000,1.37,12,0,2,0,0,0,19.2,16,5,3,0,3,1,17,0,1,1,78,0.966,7.3,0.0,1.4,7.8,5.67,0,2005,Adv A,STL
Mike Parisi,22,5,6,.455,3.23,13,13,0,1,0,0,78.0,79,31,28,6,22,0,63,4,0,3,329,1.295,9.1,0.7,2.5,7.3,2.86,1,2005,Adv A,STL
Stu Pomeranz,20,2,5,.286,3.35,8,8,0,0,0,0,48.1,56,26,18,1,10,0,29,3,0,2,209,1.366,10.4,0.2,1.9,5.4,2.90,1,2005,Adv A,STL
Jeff Randazzo*,23,0,1,.000,9.31,8,0,5,0,0,1,9.2,14,11,10,1,5,1,8,1,0,2,49,1.966,13.0,0.9,4.7,7.4,1.60,0,2005,Adv A,STL
Anthony Rawson*,24,2,1,.667,2.78,18,0,6,0,0,0,22.2,24,8,7,2,4,0,19,2,0,1,94,1.235,9.5,0.8,1.6,7.5,4.75,0,2005,Adv A,STL
