Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jason Andrew,22,11,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Charlie Bilezikjian,21,35,86,66,6,7,2,0,1,6,3,0,16,31,.106,.280,.182,.462,12,1,0,4,0,0,0
Jason Bourgeois,20,127,586,522,72,133,21,5,8,49,22,11,40,66,.255,.318,.360,.678,188,5,11,8,5,1,1
Patrick Boyd#,23,69,285,257,25,62,15,2,5,30,8,4,24,68,.241,.313,.374,.687,96,6,3,1,0,4,0
Jason Bryan,20,1,4,4,0,1,0,0,0,0,0,0,0,1,.250,.250,.250,.500,1,0,0,0,0,0,0
J.C. Bunch,23,5,11,11,0,2,2,0,0,5,0,0,0,6,.182,.182,.364,.545,4,0,0,0,0,0,0
Ulises Cabrerra,24,87,313,239,34,48,10,1,1,26,11,6,50,86,.201,.368,.264,.631,63,6,13,11,0,0,0
Josh Christian,22,26,99,93,5,18,6,1,1,12,0,0,3,29,.194,.242,.312,.554,29,3,3,0,0,0,0
Orlando Cruz,20,32,112,100,7,23,2,0,1,10,3,3,7,24,.230,.300,.280,.580,28,2,3,2,0,0,0
Jason Dill*,23,24,90,84,11,22,6,0,1,5,1,1,6,14,.262,.311,.369,.680,31,3,0,0,0,0,0
Rashad Eldridge#,20,73,268,228,31,55,7,1,3,23,4,4,28,49,.241,.335,.320,.655,73,4,4,8,0,1,0
Matt Gajewski#,24,19,62,57,6,13,2,0,0,3,0,0,5,15,.228,.290,.263,.553,15,1,0,0,0,0,0
Nate Gold,22,37,155,142,12,27,7,0,5,14,0,2,11,38,.190,.258,.345,.603,49,4,2,0,0,1,0
Jose Gonzalez#,21,13,36,29,2,1,0,0,0,0,0,0,3,15,.034,.125,.034,.159,1,0,0,4,0,0,0
Scott Heard*,20,124,494,414,40,88,13,1,8,45,2,1,67,81,.213,.325,.307,.632,127,7,5,2,6,3,0
Jose Mercedes,21,13,31,26,3,3,0,0,0,0,0,0,5,6,.115,.258,.115,.373,3,1,0,0,0,0,0
Drew Meyer*,20,54,237,214,15,52,5,4,1,24,7,6,10,53,.243,.274,.318,.592,68,2,0,11,2,0,1
Anthony Mongeluzzo,23,95,401,352,51,76,24,1,9,43,10,6,38,79,.216,.308,.366,.674,129,10,9,1,1,2,0
Julio Mosquera,30,5,19,15,1,4,0,0,0,1,2,1,3,4,.267,.421,.267,.688,4,0,1,0,0,0,1
Chris O'Riordan,22,9,41,33,6,9,3,0,0,2,1,1,7,5,.273,.400,.364,.764,12,2,0,1,0,1,0
Reinaldo Olivari,21,8,18,14,2,4,0,0,0,1,2,0,3,4,.286,.444,.286,.730,4,1,1,0,0,0,0
Felix Pagan,27,30,115,104,13,25,6,3,1,9,3,2,7,25,.240,.298,.385,.683,40,2,2,1,1,1,0
Jason Patty*,22,16,32,29,2,4,1,0,0,1,0,0,2,10,.138,.188,.172,.360,5,0,0,0,1,0,0
Craig Ringe,22,4,18,12,2,1,1,0,0,2,0,0,2,6,.083,.353,.167,.520,2,0,3,1,0,0,0
Antwon Rollins,22,54,170,148,23,30,10,3,2,17,3,2,12,48,.203,.286,.351,.637,52,3,6,2,2,0,0
Jean Sanchez,23,50,144,134,13,27,5,0,3,18,2,1,6,24,.201,.238,.306,.544,41,6,1,1,2,0,0
Juan Senreiso,20,8,33,31,4,5,0,1,0,0,0,1,2,11,.161,.212,.226,.438,7,0,0,0,0,0,0
Randall Shelley,22,129,521,425,65,98,18,4,11,44,9,8,77,117,.231,.368,.369,.737,157,7,16,2,1,0,0
Dustin Smith,21,63,204,176,12,41,6,0,0,12,0,2,19,38,.233,.327,.267,.594,47,2,6,2,1,0,0
Ryan Soules*,26,30,130,106,14,34,10,1,3,22,0,0,21,25,.321,.438,.519,.957,55,2,2,0,1,0,0
Brad Stockton*,22,90,290,243,25,56,13,2,1,31,4,2,41,69,.230,.343,.313,.655,76,4,2,1,3,2,0
Chris Stringfellow,21,69,274,229,27,56,8,0,1,15,9,3,28,53,.245,.342,.293,.635,67,7,8,5,4,1,0
