Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jason Allec,21,3,8,7,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,1,0,0,0
Sam Anderson,23,16,46,43,1,7,0,0,0,5,0,0,2,12,.163,.200,.163,.363,7,1,0,1,0,0,0
Jeremy Brostrom*,24,42,140,125,9,32,10,1,0,13,1,0,13,24,.256,.324,.352,.676,44,2,0,1,1,3,0
Miles Durham*,23,4,18,18,1,4,2,0,0,0,2,0,0,8,.222,.222,.333,.556,6,0,0,0,0,0,0
Juan Francia#,20,128,586,503,94,136,13,5,2,41,53,14,53,94,.270,.346,.328,.674,165,5,7,20,3,0,0
Juan Gonzalez#,20,120,529,444,71,112,17,8,5,50,21,11,64,104,.252,.353,.360,.714,160,13,7,11,3,0,0
Don Kelly*,22,128,524,455,72,130,21,5,1,59,9,6,59,40,.286,.368,.360,.728,164,11,3,2,5,1,1
Jason Kennedy,22,41,160,131,15,33,8,1,0,16,0,1,19,36,.252,.388,.328,.716,43,4,10,0,0,0,0
Jason Knoedler#,21,135,497,417,63,87,14,6,5,33,18,8,68,145,.209,.324,.307,.631,128,5,4,6,2,1,0
Chris Kolodzey,22,66,170,151,16,34,10,2,1,18,2,0,12,41,.225,.298,.338,.635,51,3,4,2,1,1,0
Alfredo Lugo,22,89,267,235,25,68,14,1,0,31,1,2,25,50,.289,.357,.357,.715,84,4,1,4,2,0,0
David Mattle*,22,136,577,511,62,139,26,10,7,68,9,4,46,110,.272,.336,.403,.739,206,11,6,8,6,7,0
Gilberto Mejia#,19,19,84,69,17,17,4,2,2,15,4,2,11,23,.246,.341,.449,.791,31,1,0,2,2,0,0
Ryan Neill,24,62,231,204,25,46,8,1,4,20,15,1,21,61,.225,.300,.333,.633,68,5,2,1,3,1,0
Miguel Peguero#,22,14,31,29,1,2,0,0,0,2,0,0,0,9,.069,.097,.069,.166,2,1,1,0,1,0,0
Mike Rabelo#,22,123,467,410,42,80,13,1,2,41,3,1,42,91,.195,.281,.246,.528,101,21,8,5,2,0,1
Ryan Raburn,21,40,173,150,27,33,10,1,6,28,0,2,16,46,.220,.306,.420,.726,63,2,4,0,3,1,1
Mike Scott*,23,45,131,113,15,25,4,0,1,11,4,1,15,21,.221,.318,.283,.601,32,0,1,2,0,1,0
Jed Stringham,24,13,44,36,5,6,2,0,1,6,0,0,6,13,.167,.273,.306,.578,11,1,0,0,2,0,0
Juan Tejeda,20,137,596,524,68,157,34,6,11,106,5,1,60,89,.300,.372,.450,.823,236,7,5,0,7,8,0
Alex Trezza*,21,18,41,38,2,8,4,0,0,5,0,0,3,11,.211,.268,.316,.584,12,0,0,0,0,0,0
Noochie Varner,21,4,17,17,1,3,1,1,0,1,0,0,0,4,.176,.176,.353,.529,6,0,0,0,0,0,0
Andy Yount,25,18,56,47,2,6,1,0,0,4,1,0,6,32,.128,.232,.149,.381,7,2,1,0,2,0,0
