Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Angel Bastardo,25,23,76,72,7,12,4,1,0,7,1,1,4,26,.167,.211,.250,.461,18,0,0,0,0,0,0,2002,A,CLE
Armando Camacaro,23,91,336,303,27,66,8,0,2,33,11,6,20,56,.218,.287,.264,.551,80,8,10,2,1,0,0,2002,A,CLE
Rodney Choy Foo#,20,103,432,386,63,102,14,8,8,44,16,3,36,75,.264,.326,.404,.731,156,11,3,0,7,3,0,2002,A,CLE
Jesus Colmenter#,20,33,115,103,10,23,4,0,1,8,2,1,7,17,.223,.268,.291,.559,30,2,0,3,2,0,0,2002,A,CLE
Jason Cooper*,21,17,62,55,9,14,5,0,4,17,0,0,6,17,.255,.339,.564,.902,31,1,1,0,0,1,0,2002,A,CLE
Mark Folsom,21,91,344,311,38,61,10,2,8,26,6,2,31,120,.196,.270,.318,.589,99,7,1,0,1,1,0,2002,A,CLE
Joe Inglett*,24,60,271,235,44,73,18,5,2,46,5,3,28,25,.311,.389,.455,.844,107,5,4,1,3,1,1,2002,A,CLE
Brian Kirby*,22,99,390,337,48,83,15,2,14,48,2,2,47,123,.246,.337,.427,.764,144,2,1,1,4,2,0,2002,A,CLE
Matt Knox,22,50,201,191,22,53,13,0,6,26,1,1,6,25,.277,.300,.440,.740,84,5,1,1,2,0,0,2002,A,CLE
Tim Laker,32,11,50,38,5,11,1,0,2,13,0,0,10,6,.289,.440,.474,.914,18,0,1,0,1,0,1,2002,A,CLE
Dennis Malave*,22,90,358,301,35,74,8,3,4,27,32,11,35,56,.246,.336,.332,.668,100,4,7,13,2,1,0,2002,A,CLE
Ivan Ochoa,19,125,466,391,54,85,9,3,0,28,47,10,54,87,.217,.324,.256,.580,100,4,9,9,3,0,1,2002,A,CLE
Chad Peshke,22,97,389,327,42,87,11,1,3,37,16,5,47,40,.266,.369,.333,.702,109,5,9,1,5,2,0,2002,A,CLE
Miguel Quintana*,23,71,264,238,22,62,12,0,4,29,4,6,21,41,.261,.323,.361,.685,86,3,2,1,2,2,0,2002,A,CLE
Luke Scott*,24,49,198,171,28,44,15,4,7,32,9,1,21,58,.257,.345,.515,.860,88,3,3,1,2,0,1,2002,A,CLE
J.J. Sherrill#,21,107,461,365,61,86,18,1,13,56,23,14,65,126,.236,.373,.397,.770,145,3,17,10,4,0,0,2002,A,CLE
Sean Swedlow,20,76,318,285,32,66,9,1,6,36,5,1,25,89,.232,.299,.333,.632,95,3,4,0,4,0,0,2002,A,CLE
Willy Taveras,20,85,381,313,68,83,14,1,4,27,54,12,45,68,.265,.385,.355,.740,111,3,18,2,3,0,1,2002,A,CLE
Jonathan Van Every*,22,15,58,43,10,6,0,1,3,4,1,0,13,25,.140,.362,.395,.757,17,0,2,0,0,1,1,2002,A,CLE
Matt Whitney,18,6,21,18,0,2,0,0,0,0,0,0,3,4,.111,.238,.111,.349,2,0,0,0,0,0,0,2002,A,CLE
