Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Jonnathan Aristil,23,1,4,.200,7.12,21,1,8,0,0,0,43.0,56,35,34,7,22,1,47,2,1,6,206,1.814,11.7,1.5,4.6,9.8,2.14,0,2010,Adv A,COL
Rhett Ballard,24,0,1,.000,6.10,8,0,5,0,0,0,10.1,12,8,7,1,10,2,10,2,0,1,53,2.129,10.5,0.9,8.7,8.7,1.00,0,2010,Adv A,COL
Rex Brothers*,22,0,2,.000,2.68,33,0,12,0,0,3,37.0,20,14,11,0,19,1,43,0,1,8,147,1.054,4.9,0.0,4.6,10.5,2.26,1,2010,Adv A,COL
Taylor Buchholz,28,1,0,1.000,0.00,3,1,0,0,0,0,3.0,0,0,0,0,0,0,4,0,0,0,9,0.000,0.0,0.0,0.0,12.0,,1,2010,Adv A,COL
Alan DeRatt,24,3,1,.750,4.76,19,0,6,0,0,0,28.1,26,17,15,4,12,1,34,3,0,1,125,1.341,8.3,1.3,3.8,10.8,2.83,0,2010,Adv A,COL
Stephen Dodson,24,3,2,.600,4.69,46,1,12,0,0,0,71.0,71,45,37,5,27,0,55,2,0,6,310,1.380,9.0,0.6,3.4,7.0,2.04,0,2010,Adv A,COL
Kenneth Durst*,24,9,6,.600,5.36,27,18,0,0,0,0,124.1,154,82,74,19,48,2,74,4,3,6,557,1.625,11.1,1.4,3.5,5.4,1.54,0,2010,Adv A,COL
Parker Frazier,21,2,2,.500,4.70,9,9,0,0,0,0,46.0,49,27,24,1,11,0,38,6,0,4,202,1.304,9.6,0.2,2.2,7.4,3.45,0,2010,Adv A,COL
Isaiah Froneberger*,21,2,3,.400,4.52,45,0,18,0,0,1,69.2,63,36,35,8,43,2,70,3,2,5,311,1.522,8.1,1.0,5.6,9.0,1.63,0,2010,Adv A,COL
Ethan Hollingsworth,23,12,8,.600,3.31,25,25,0,0,0,0,160.1,161,79,59,14,34,0,153,13,0,7,675,1.216,9.0,0.8,1.9,8.6,4.50,0,2010,Adv A,COL
Dan Houston,23,5,7,.417,5.92,21,20,0,0,0,0,114.0,157,84,75,9,43,0,80,9,2,12,530,1.754,12.4,0.7,3.4,6.3,1.86,0,2010,Adv A,COL
Adam Jorgenson,24,0,2,.000,1.60,41,0,38,0,0,24,39.1,31,10,7,1,13,0,47,2,0,3,164,1.119,7.1,0.2,3.0,10.8,3.62,0,2010,Adv A,COL
Chris Malone,27,0,2,.000,4.91,3,0,1,0,0,1,3.2,6,3,2,0,1,1,0,0,0,0,19,1.909,14.7,0.0,2.5,0.0,0.00,0,2010,Adv A,COL
Mike Marbry,25,3,1,.750,4.28,23,0,7,0,0,0,33.2,38,16,16,3,7,1,39,1,0,4,148,1.337,10.2,0.8,1.9,10.4,5.57,0,2010,Adv A,COL
Juan Nicasio,23,12,10,.545,3.91,28,28,0,1,0,0,177.1,186,91,77,14,31,0,171,4,1,7,744,1.224,9.4,0.7,1.6,8.7,5.52,1,2010,Adv A,COL
Ryan Peisel,24,0,0,,0.00,3,0,3,0,0,0,2.2,1,0,0,0,2,0,0,0,0,0,11,1.125,3.4,0.0,6.8,0.0,0.00,0,2010,Adv A,COL
Greg Reynolds,24,1,0,1.000,0.82,2,2,0,0,0,0,11.0,13,4,1,1,2,0,6,0,0,1,52,1.364,10.6,0.8,1.6,4.9,3.00,1,2010,Adv A,COL
Rob Scahill,23,10,7,.588,4.73,27,27,0,1,0,0,156.0,173,91,82,9,59,0,140,10,0,13,689,1.487,10.0,0.5,3.4,8.1,2.37,1,2010,Adv A,COL
Josh Sullivan,25,3,3,.500,5.86,9,8,0,0,0,0,27.2,29,27,18,2,18,0,23,4,0,8,132,1.699,9.4,0.7,5.9,7.5,1.28,0,2010,Adv A,COL
Tyler Trice,24,0,0,,243.00,1,0,0,0,0,0,0.1,8,9,9,2,1,1,1,0,0,1,10,27.000,216.0,54.0,27.0,27.0,1.00,0,2010,Adv A,COL
Casey Weathers,25,0,1,.000,6.75,20,0,9,0,0,4,18.2,18,14,14,2,17,0,25,1,0,4,90,1.875,8.7,1.0,8.2,12.1,1.47,0,2010,Adv A,COL
Kurt Yacko,22,6,5,.545,3.50,49,0,19,0,0,5,64.1,58,28,25,6,18,1,70,6,0,4,273,1.181,8.1,0.8,2.5,9.8,3.89,0,2010,Adv A,COL
