Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Joseph Ayers,22,35,136,121,17,24,3,0,2,14,8,2,10,45,.198,.274,.273,.547,33,0,3,1,1,0,0,2007,Short-Season A,ARI
Joseph Batten,22,63,267,224,36,65,17,0,1,21,12,6,37,45,.290,.397,.379,.776,85,4,4,0,2,0,0,2007,Short-Season A,ARI
Andrew Beshenich,19,36,127,114,11,19,4,0,0,8,5,2,6,42,.167,.238,.202,.440,23,4,5,1,1,0,0,2007,Short-Season A,ARI
Shane Byrne#,23,63,268,242,28,65,10,4,3,32,3,2,22,58,.269,.330,.380,.710,92,5,1,1,2,0,0,2007,Short-Season A,ARI
Clayton Conner,20,45,190,171,35,60,12,4,9,45,0,0,11,44,.351,.400,.626,1.026,107,3,5,0,3,0,0,2007,Short-Season A,ARI
Ed Easley,21,33,141,124,21,31,1,1,6,20,1,0,9,30,.250,.319,.419,.739,52,2,5,0,3,0,1,2007,Short-Season A,ARI
Evan Frey*,21,58,277,246,48,76,8,6,0,21,13,10,27,42,.309,.384,.390,.774,96,1,3,1,0,0,0,2007,Short-Season A,ARI
Mark Hallberg,21,58,269,233,44,73,15,1,6,32,12,1,22,21,.313,.384,.464,.848,108,6,8,1,5,0,0,2007,Short-Season A,ARI
Aaron Hanke,22,47,204,184,28,45,15,3,4,26,3,1,17,35,.245,.309,.424,.733,78,5,1,0,2,0,0,2007,Short-Season A,ARI
Mike Mee*,23,54,229,191,30,58,10,1,0,27,3,1,28,28,.304,.399,.366,.766,70,4,5,1,4,0,0,2007,Short-Season A,ARI
Joel Melendez,21,16,60,48,13,5,1,0,0,1,12,0,11,17,.104,.283,.125,.408,6,1,1,0,0,0,0,2007,Short-Season A,ARI
Julio Parra,21,23,81,73,5,13,2,0,0,4,0,0,7,18,.178,.259,.205,.465,15,1,1,0,0,0,0,2007,Short-Season A,ARI
Jhoan Pimentel,17,9,32,28,6,9,1,0,0,2,0,0,3,4,.321,.387,.357,.744,10,0,0,1,0,0,0,2007,Short-Season A,ARI
Ramon Ramirez*,21,65,273,253,33,70,12,2,2,32,1,2,14,48,.277,.322,.364,.686,92,7,4,0,2,0,0,2007,Short-Season A,ARI
Miguel Rodriguez#,20,38,143,128,6,17,3,0,0,11,0,4,11,41,.133,.213,.156,.369,20,2,2,2,0,0,0,2007,Short-Season A,ARI
Konrad Schmidt,22,45,175,164,19,41,10,0,6,24,1,0,4,38,.250,.291,.421,.712,69,9,6,0,1,0,1,2007,Short-Season A,ARI
Blake Sharpe,23,1,4,4,1,1,1,0,0,1,0,0,0,0,.250,.250,.500,.750,2,0,0,0,0,0,0,2007,Short-Season A,ARI
Anthony Smith*,22,4,12,11,0,0,0,0,0,0,0,0,1,6,.000,.083,.000,.083,0,0,0,0,0,0,0,2007,Short-Season A,ARI
Chance Wheeless*,22,12,50,44,4,15,3,0,1,4,0,0,6,15,.341,.420,.477,.897,21,1,0,0,0,0,0,2007,Short-Season A,ARI
