Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Scott Autrey,23,3,5,.375,8.08,9,9,0,0,0,0,42.1,57,41,38,10,14,1,27,1,2,2,188,1.677,12.1,2.1,3.0,5.7,1.93,0
John Benedetti,26,2,0,1.000,2.52,28,0,17,0,0,0,39.1,35,17,11,2,13,1,29,2,0,5,168,1.220,8.0,0.5,3.0,6.6,2.23,0
Robinson Cancel,28,0,0,,18.00,1,0,1,0,0,0,1.0,2,2,2,1,0,0,0,0,0,0,5,2.000,18.0,9.0,0.0,0.0,,1
Austin Coose,25,5,4,.556,3.18,43,0,11,0,0,2,56.2,51,22,20,4,23,3,60,4,1,4,248,1.306,8.1,0.6,3.7,9.5,2.61,0
Tim Corcoran,26,0,1,.000,2.76,6,2,3,0,0,0,16.1,14,5,5,2,3,0,12,1,0,0,59,1.041,7.7,1.1,1.7,6.6,4.00,1
Jason Cromer*,23,9,11,.450,4.15,27,26,0,2,1,0,147.1,180,79,68,8,46,1,86,4,1,4,640,1.534,11.0,0.5,2.8,5.3,1.87,0
Jose Diaz,24,1,3,.250,5.40,7,6,0,0,0,0,30.0,26,19,18,4,27,0,37,7,0,3,143,1.767,7.8,1.2,8.1,11.1,1.37,1
Jesus Feliciano*,25,0,0,,9.00,1,0,1,0,0,0,1.0,2,1,1,0,1,0,2,0,0,0,6,3.000,18.0,0.0,9.0,18.0,2.00,1
Chris Flinn,23,0,1,.000,6.41,21,0,14,0,0,1,39.1,46,32,28,9,11,1,38,2,1,5,175,1.449,10.5,2.1,2.5,8.7,3.45,0
Neal Frendling,24,1,1,.500,7.15,6,1,2,0,0,0,11.1,18,10,9,1,2,0,7,1,0,1,58,1.765,14.3,0.8,1.6,5.6,3.50,0
Willie Glen,26,4,4,.500,4.48,29,8,6,0,0,0,78.1,81,41,39,9,33,3,81,3,0,2,350,1.455,9.3,1.0,3.8,9.3,2.45,0
Brian Henderson*,22,1,0,1.000,2.91,20,0,2,0,0,2,21.2,26,14,7,1,7,1,15,3,0,0,101,1.523,10.8,0.4,2.9,6.2,2.14,0
Carlos Hines,23,4,2,.667,4.41,43,1,10,0,0,5,79.2,82,43,39,4,22,0,64,2,0,8,343,1.305,9.3,0.5,2.5,7.2,2.91,0
Scott Kazmir*,20,1,2,.333,1.44,4,4,0,0,0,0,25.0,14,7,4,0,11,0,24,1,0,1,96,1.000,5.0,0.0,4.0,8.6,2.18,1
Jim Magrane,25,1,2,.333,6.35,3,3,0,1,0,0,17.0,17,14,12,0,7,1,9,0,0,1,71,1.412,9.0,0.0,3.7,4.8,1.29,0
Jarod Matthews,21,3,7,.300,3.67,24,15,4,1,0,0,100.2,85,49,41,12,25,0,84,5,0,2,404,1.093,7.6,1.1,2.2,7.5,3.36,0
Seth McClung,23,1,1,.500,4.73,3,3,0,0,0,0,13.1,10,7,7,3,4,0,8,1,0,0,55,1.050,6.8,2.0,2.7,5.4,2.00,1
Travis Minix,26,0,0,,1.76,12,0,7,0,0,1,15.1,12,3,3,1,3,1,18,1,0,1,62,0.978,7.0,0.6,1.8,10.6,6.00,0
Franklin Nunez,27,0,1,.000,0.84,6,0,0,0,0,0,10.2,4,3,1,0,3,0,19,0,0,1,38,0.656,3.4,0.0,2.5,16.0,6.33,1
Chad Orvella,23,0,0,,0.00,6,0,6,0,0,4,7.0,0,0,0,0,0,0,15,1,0,0,22,0.000,0.0,0.0,0.0,19.3,,1
Jimmy Osting*,27,0,3,.000,9.90,4,4,0,0,0,0,10.0,14,11,11,0,8,0,9,3,0,2,51,2.200,12.6,0.0,7.2,8.1,1.13,1
Josh Parker,23,0,2,.000,3.94,42,0,35,0,0,19,48.0,44,23,21,6,12,1,54,1,1,4,200,1.167,8.3,1.1,2.3,10.1,4.50,0
Matt Parker,25,1,6,.143,5.01,12,6,1,0,0,0,41.1,42,26,23,3,20,0,22,0,1,3,180,1.500,9.1,0.7,4.4,4.8,1.10,0
Mike Prochaska*,24,4,10,.286,5.48,16,16,0,1,0,0,92.0,112,60,56,14,28,0,68,2,0,5,404,1.522,11.0,1.4,2.7,6.7,2.43,0
Jason Pruett*,25,0,1,.000,6.14,8,0,2,0,0,0,7.1,13,5,5,3,1,0,9,1,0,0,34,1.909,16.0,3.7,1.2,11.0,9.00,0
Eric Reece,26,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,1,1,0.000,0.0,0.0,0.0,0.0,,0
Todd Ritchie,32,1,0,1.000,2.45,2,2,0,0,0,0,11.0,8,4,3,1,3,0,4,1,0,1,41,1.000,6.5,0.8,2.5,3.3,1.33,1
Chris Seddon*,20,9,10,.474,4.39,21,21,0,1,0,0,119.0,129,67,58,19,44,0,102,6,0,5,516,1.454,9.8,1.4,3.3,7.7,2.32,1
James Shields,22,0,3,.000,7.85,4,4,0,0,0,0,18.1,24,16,16,4,8,0,14,0,0,0,84,1.745,11.8,2.0,3.9,6.9,1.75,1
Jason Standridge,25,1,0,1.000,3.60,2,2,0,0,0,0,10.0,13,4,4,1,4,0,8,0,0,0,41,1.700,11.7,0.9,3.6,7.2,2.00,1
Jose Veras,23,1,0,1.000,6.30,3,3,0,0,0,0,10.0,10,7,7,2,7,0,6,0,0,1,43,1.700,9.0,1.8,6.3,5.4,0.86,1
T.P. Waligora,27,2,1,.667,6.29,13,0,6,0,0,0,24.1,25,17,17,1,13,0,19,6,0,2,117,1.562,9.2,0.4,4.8,7.0,1.46,0
Sam Walton*,25,0,1,.000,6.32,10,1,3,0,0,0,15.2,15,11,11,0,14,0,13,1,0,7,77,1.851,8.6,0.0,8.0,7.5,0.93,0
John Webb,25,2,1,.667,4.10,9,3,2,0,0,0,26.1,26,12,12,3,8,0,12,3,0,1,113,1.291,8.9,1.0,2.7,4.1,1.50,1
