Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Brad Baker,23,2,1,.667,1.57,55,0,49,0,0,30,57.1,37,11,10,2,24,1,68,0,0,4,232,1.064,5.8,0.3,3.8,10.7,2.83,0,2004,AA,SDP
Mike Bumstead,26,0,1,.000,5.13,19,0,7,0,0,0,26.1,28,15,15,2,18,1,22,1,0,0,126,1.747,9.6,0.7,6.2,7.5,1.22,0,2004,AA,SDP
Jack Cassel,23,4,2,.667,3.74,57,0,19,0,0,1,74.2,77,35,31,4,27,2,52,8,1,6,333,1.393,9.3,0.5,3.3,6.3,1.93,1,2004,AA,SDP
Greg Conden,23,0,1,.000,15.00,1,1,0,0,0,0,3.0,6,5,5,2,2,0,1,2,0,0,17,2.667,18.0,6.0,6.0,3.0,0.50,0,2004,AA,SDP
Roger Deago*,27,3,2,.600,1.69,22,8,5,0,0,0,69.1,52,17,13,3,26,4,50,1,1,1,273,1.125,6.8,0.4,3.4,6.5,1.92,1,2004,AA,SDP
Justin Germano,21,2,1,.667,2.51,5,5,0,0,0,0,32.1,31,11,9,3,7,0,20,1,0,0,129,1.175,8.6,0.8,1.9,5.6,2.86,1,2004,AA,SDP
Grant Gregg*,24,0,0,,0.00,1,0,0,0,0,0,2.1,3,0,0,0,0,0,1,0,0,0,10,1.286,11.6,0.0,0.0,3.9,,0,2004,AA,SDP
Clayton Hamilton,22,1,0,1.000,1.80,1,1,0,0,0,0,5.0,5,2,1,0,2,0,6,0,0,0,22,1.400,9.0,0.0,3.6,10.8,3.00,0,2004,AA,SDP
Matt Hampton*,27,3,0,1.000,3.00,13,0,1,0,0,1,12.0,10,4,4,2,3,1,8,0,0,2,49,1.083,7.5,1.5,2.3,6.0,2.67,0,2004,AA,SDP
Clay Hensley,24,11,10,.524,4.30,27,27,0,2,1,0,159.0,167,84,76,14,48,2,125,8,0,6,666,1.352,9.5,0.8,2.7,7.1,2.60,1,2004,AA,SDP
Edgar Huerta*,24,0,2,.000,9.00,6,0,0,0,0,0,7.0,12,9,7,1,6,1,7,0,0,0,39,2.571,15.4,1.3,7.7,9.0,1.17,0,2004,AA,SDP
Geoff Jones*,24,0,0,,3.00,6,0,3,0,0,0,9.0,6,3,3,0,5,1,13,0,1,0,38,1.222,6.0,0.0,5.0,13.0,2.60,0,2004,AA,SDP
Duncan McAdoo,26,2,3,.400,5.50,6,6,0,0,0,0,34.1,39,24,21,6,9,0,22,0,0,0,151,1.398,10.2,1.6,2.4,5.8,2.44,0,2004,AA,SDP
Rene Miniel,25,1,2,.333,4.64,30,0,5,0,0,0,42.2,39,26,22,4,22,1,38,4,0,7,193,1.430,8.2,0.8,4.6,8.0,1.73,0,2004,AA,SDP
Jake Peavy,23,0,1,.000,5.79,1,1,0,0,0,0,4.2,7,4,3,1,2,0,4,0,0,0,25,1.929,13.5,1.9,3.9,7.7,2.00,1,2004,AA,SDP
Gabe Ribas,24,2,7,.222,8.35,13,12,0,0,0,0,50.2,78,49,47,10,25,1,18,7,0,1,242,2.033,13.9,1.8,4.4,3.2,0.72,0,2004,AA,SDP
Mike Richardson,24,0,0,,0.00,1,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,2,0.000,0.0,0.0,0.0,0.0,,0,2004,AA,SDP
Homero Rivera*,26,0,1,.000,10.97,8,0,2,0,0,0,10.2,19,13,13,1,7,0,5,1,2,3,55,2.438,16.0,0.8,5.9,4.2,0.71,0,2004,AA,SDP
Chris Rojas,27,7,5,.583,3.31,19,19,0,0,0,0,103.1,88,46,38,11,46,3,77,5,2,8,432,1.297,7.7,1.0,4.0,6.7,1.67,0,2004,AA,SDP
Nate Sevier,24,0,0,,1.47,11,0,2,0,0,0,18.1,10,4,3,0,7,1,13,0,0,3,73,0.927,4.9,0.0,3.4,6.4,1.86,0,2004,AA,SDP
R.D. Spiehs,24,5,6,.455,2.88,59,0,21,0,0,3,65.2,59,24,21,7,19,3,60,1,0,2,276,1.188,8.1,1.0,2.6,8.2,3.16,0,2004,AA,SDP
Tim Stauffer,22,3,2,.600,2.63,8,8,0,1,0,0,51.1,56,17,15,3,13,1,33,0,0,2,210,1.344,9.8,0.5,2.3,5.8,2.54,1,2004,AA,SDP
Dale Thayer,23,1,1,.500,3.68,8,0,4,0,0,0,7.1,8,3,3,1,1,0,7,0,0,0,31,1.227,9.8,1.2,1.2,8.6,7.00,1,2004,AA,SDP
Mike Thompson,23,10,2,.833,3.41,35,18,4,0,0,0,121.1,129,50,46,13,31,2,69,8,0,2,498,1.319,9.6,1.0,2.3,5.1,2.23,1,2004,AA,SDP
Steve Watkins,25,4,3,.571,3.64,10,10,0,0,0,0,59.1,50,28,24,6,15,0,57,3,0,1,236,1.096,7.6,0.9,2.3,8.6,3.80,1,2004,AA,SDP
Alan Webb*,24,4,4,.500,4.40,42,0,9,0,0,0,47.0,35,23,23,3,19,3,48,5,0,1,200,1.149,6.7,0.6,3.6,9.2,2.53,0,2004,AA,SDP
Brian Whitaker,24,8,9,.471,3.73,23,23,0,1,0,0,137.2,128,68,57,9,36,3,82,7,0,3,561,1.191,8.4,0.6,2.4,5.4,2.28,0,2004,AA,SDP
Mike Wodnicki,24,0,1,.000,9.00,5,1,4,0,0,0,8.0,13,9,8,1,4,0,5,1,0,3,44,2.125,14.6,1.1,4.5,5.6,1.25,0,2004,AA,SDP
