Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Brooks Colvin,23,111,482,417,50,96,20,1,3,33,9,8,53,79,.230,.319,.305,.624,127,6,3,6,3,1,,0
Brent Dlugach,22,124,522,488,55,138,26,5,5,61,13,5,19,121,.283,.317,.387,.704,189,10,7,4,4,0,,1
Jeff Frazier,22,137,602,537,79,154,45,4,12,81,16,3,46,86,.287,.349,.453,.802,243,17,10,1,8,3,,1
Andrew Graham,23,32,110,100,6,19,4,0,0,10,2,1,3,21,.190,.234,.230,.464,23,3,3,3,1,0,,0
Justin Justice*,20,78,307,287,37,66,10,5,2,24,5,1,15,63,.230,.275,.321,.595,92,3,3,1,1,0,,0
Josh Lee*,22,104,429,397,35,95,14,1,7,63,0,3,24,116,.239,.287,.332,.619,132,10,4,0,4,1,,0
Nick McIntyre#,24,118,501,442,61,134,30,2,7,45,11,9,42,85,.303,.364,.428,.792,189,6,4,7,6,3,,0
Matt Parrish,22,76,300,263,30,60,15,0,2,28,4,6,26,87,.228,.314,.308,.622,81,7,8,1,2,2,,0
Wilkin Ramirez,19,131,541,493,69,129,21,2,16,65,21,8,35,143,.262,.317,.410,.726,202,9,7,1,5,1,,1
Chris Robinson,21,41,165,148,16,38,8,1,2,18,0,0,15,39,.257,.329,.365,.694,54,5,1,1,0,0,,1
Jody Roughton*,24,46,175,164,5,30,5,2,0,8,0,1,10,27,.183,.230,.238,.468,39,5,0,1,0,1,,0
Dusty Ryan,20,75,271,241,21,44,11,0,4,21,3,3,22,70,.183,.255,.278,.533,67,6,2,4,2,0,,1
Luis Sabino#,22,118,485,399,76,95,18,4,5,49,11,5,70,111,.238,.360,.341,.701,136,6,8,4,4,1,,0
Clete Thomas*,21,51,221,194,39,55,8,5,0,11,11,3,21,37,.284,.356,.376,.732,73,3,2,2,2,3,,1
Steve Young#,23,63,243,202,21,47,5,0,0,10,5,3,18,23,.233,.326,.257,.584,52,2,10,13,0,0,,0
15 Players,21.8,140,5354,4772,600,1200,240,32,65,527,111,59,419,1108,.251,.319,.356,.675,1699,98,72,49,42,16,,0
