Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Ehire Adrianza#,18,15,63,55,13,14,4,0,1,6,0,1,7,4,.255,.349,.382,.731,21,0,1,0,0,0,,1
Dan Cook#,22,29,126,115,19,28,2,1,0,11,7,1,9,27,.243,.304,.278,.582,32,0,1,1,0,0,,0
Brandon Crawford*,21,4,14,14,3,6,1,1,0,3,0,1,0,3,.429,.429,.643,1.071,9,1,0,0,0,0,,1
Tayler Creswell,21,4,18,16,3,6,1,0,0,5,1,0,1,6,.375,.444,.438,.882,7,0,1,0,0,0,,0
Wendell Fairley*,20,52,238,193,39,50,5,2,2,17,7,3,26,37,.259,.388,.337,.725,65,3,16,1,2,0,,0
Rob Flanigan*,20,31,115,103,14,23,6,1,1,7,1,1,7,32,.223,.287,.330,.617,34,1,3,0,2,0,,0
Vladimir Frias#,21,5,23,19,5,8,0,1,0,5,1,2,1,0,.421,.435,.526,.961,10,0,1,0,2,0,,0
Conor Gillaspie*,20,6,25,22,2,6,3,0,0,7,0,1,3,1,.273,.360,.409,.769,9,2,0,0,0,0,,1
Aaron Hornostaj*,25,5,21,16,1,4,0,0,0,0,1,0,3,5,.250,.400,.250,.650,4,0,1,1,0,0,,0
Justin Leone,31,3,10,9,3,1,0,0,0,2,2,0,1,3,.111,.200,.111,.311,1,0,0,0,0,0,,1
Brooks Lindsley,21,20,76,63,11,22,6,1,0,14,4,1,6,14,.349,.405,.476,.882,30,0,2,2,3,0,,0
Josh Lopez,19,47,150,128,19,25,3,3,2,21,5,1,13,45,.195,.271,.313,.583,40,3,1,6,2,0,,0
Aaron Lowenstein,23,15,51,47,3,9,4,0,0,7,0,0,2,11,.191,.255,.277,.531,13,2,2,0,0,0,,0
Ryan Mantle,21,45,182,155,32,48,13,3,1,29,9,2,17,32,.310,.379,.452,.831,70,4,4,0,6,0,,0
Josh Mazzola,22,47,198,170,42,55,15,4,5,35,3,3,14,39,.324,.394,.547,.941,93,4,9,0,5,0,,0
Jose Medina,21,29,87,70,16,16,4,0,1,16,1,1,9,19,.229,.349,.329,.677,23,2,5,1,2,0,,0
Johnny Monell*,22,11,48,42,13,17,7,0,1,10,3,0,4,5,.405,.479,.643,1.122,27,0,2,0,0,0,,1
Jesus Navarro,20,27,84,76,9,23,4,0,0,11,1,1,6,23,.303,.357,.355,.712,27,3,1,0,1,0,,0
Buster Posey,21,7,31,26,8,10,3,1,1,4,0,0,5,4,.385,.484,.692,1.176,18,0,0,0,0,1,,1
Ryne Price*,22,26,98,80,12,20,8,0,1,16,1,0,13,19,.250,.367,.388,.755,31,1,3,0,2,0,,0
Carlos Quintana,21,21,55,48,10,16,3,1,0,10,0,1,7,7,.333,.418,.438,.856,21,0,0,0,0,0,,0
Jesse Shriner,23,6,15,15,1,3,1,1,0,2,0,0,0,2,.200,.200,.400,.600,6,1,0,0,0,0,,0
Cesar Valentin,19,1,3,3,1,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,1,0,0,0,0,0,,0
Joel Weeks*,23,33,117,101,16,25,4,0,0,11,4,2,11,17,.248,.325,.287,.612,29,7,1,3,1,0,,0
Ben Woodbury,22,41,160,126,32,40,8,0,0,14,18,1,24,11,.317,.432,.381,.813,48,2,3,5,2,0,,0
C.J. Ziegler,22,53,235,187,26,49,17,0,7,43,2,1,35,38,.262,.379,.465,.844,87,7,5,0,8,0,,0
26 Players,21.2,56,2243,1899,353,525,122,20,23,306,71,24,224,404,.276,.365,.398,.763,756,43,62,20,38,1,,0
