Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Mayo Acosta,20,43,180,168,8,45,14,2,2,33,1,3,10,25,.268,.306,.411,.716,69,6,0,0,2,1,,0
Jeremy Beckham,22,18,60,50,6,13,4,0,0,2,3,0,7,7,.260,.383,.340,.723,17,1,3,0,0,0,,0
Tim Beckham,18,46,197,177,30,43,12,0,2,14,5,1,13,43,.243,.297,.345,.642,61,3,2,2,3,0,,1
Dustin Biell*,19,48,179,165,16,25,5,2,0,4,5,2,12,74,.152,.209,.206,.415,34,1,0,2,0,0,,0
Brian Bryles,18,39,164,148,22,32,2,2,0,6,8,4,13,38,.216,.293,.257,.549,38,3,3,0,0,0,,0
Tomas Francisco,20,23,92,87,7,21,6,0,1,7,0,0,1,18,.241,.261,.345,.606,30,5,2,0,2,0,,0
David Genao,21,20,82,71,7,19,4,0,0,7,0,0,9,17,.268,.354,.324,.678,23,0,1,0,1,0,,0
D.J. Jones*,20,47,165,150,12,34,5,3,1,9,6,0,14,36,.227,.293,.320,.613,48,2,0,1,0,1,,0
Diogenes Luis#,21,46,205,174,30,38,2,4,0,10,11,4,23,47,.218,.320,.276,.596,48,5,4,2,2,1,,0
Luis Marchena,18,10,34,32,2,6,0,0,0,0,0,0,1,6,.188,.235,.188,.423,6,2,1,0,0,0,,0
Ty Morrison*,17,10,37,34,2,9,0,0,0,1,3,1,2,12,.265,.297,.265,.562,9,0,0,0,1,0,,0
Ramon Novas,20,50,196,179,16,40,5,2,3,18,3,2,14,43,.223,.282,.324,.606,58,7,1,1,1,0,,0
Elias Otero#,20,55,237,208,38,69,13,7,5,32,3,0,21,45,.332,.398,.534,.932,111,8,4,1,3,1,,0
Burt Reynolds,19,58,256,232,37,67,10,4,6,36,7,2,17,70,.289,.344,.444,.788,103,3,4,0,3,0,,0
Justin Reynolds,21,9,31,27,4,6,1,2,0,0,1,1,4,6,.222,.323,.407,.730,11,0,0,0,0,0,,0
Eli Sonoqui*,20,59,245,219,27,59,12,0,3,29,2,0,22,73,.269,.340,.365,.705,80,8,2,1,1,3,,0
16 Players,19.6,62,2360,2121,264,526,95,28,23,208,58,20,183,560,.248,.313,.352,.665,746,54,27,10,19,7,,0
