Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Jeff Baisley,25,6,24,22,4,6,2,0,1,5,0,0,0,4,.273,.333,.500,.833,11,0,2,0,0,0,,1
Chris Berroa,19,13,53,45,8,14,0,0,0,3,4,3,5,10,.311,.396,.311,.707,14,1,2,0,1,0,,0
Travis Buck*,24,4,16,15,4,10,2,0,1,6,0,0,1,3,.667,.688,1.000,1.688,15,0,0,0,0,0,,1
Dusty Coleman,21,7,30,27,4,6,0,0,1,5,1,1,2,10,.222,.300,.333,.633,9,0,1,0,0,0,,1
Jose Crisotomo*,19,28,118,104,17,32,5,3,0,9,8,6,13,24,.308,.381,.413,.795,43,5,0,0,1,0,,0
Grant Desme,22,2,4,3,2,1,0,0,1,2,0,0,0,0,.333,.500,1.333,1.833,4,0,1,0,0,0,,0
Rashun Dixon,17,45,201,179,32,47,3,10,8,42,5,2,18,68,.263,.328,.525,.853,94,5,1,0,3,0,,0
Leonardo Gil,20,23,98,81,10,19,6,0,1,10,2,0,12,19,.235,.340,.346,.686,28,3,2,1,2,0,,0
Jesus Guzman,24,5,17,15,2,7,3,0,1,3,1,0,0,1,.467,.529,.867,1.396,13,0,2,0,0,0,,1
Franklin Hernandez,21,55,249,225,29,71,17,5,4,36,1,1,18,61,.316,.373,.489,.862,110,4,4,0,2,0,,0
Tyreace House,20,29,120,99,25,26,1,0,0,10,12,1,18,22,.263,.378,.273,.651,27,2,1,1,1,0,,0
Herbert Hudson,22,19,73,61,10,10,2,0,0,4,2,1,8,12,.164,.301,.197,.498,12,0,4,0,0,0,,0
Ryne Jernigan,23,17,72,60,7,20,4,1,0,7,1,0,10,13,.333,.431,.433,.864,26,1,1,0,1,0,,0
Nino Leyja,17,43,188,165,42,52,12,6,1,25,10,2,19,31,.315,.383,.479,.862,79,2,1,0,3,0,,0
Alcibiades Made,19,28,93,86,12,17,3,0,1,6,1,0,5,25,.198,.250,.267,.517,23,7,1,1,0,0,,0
Wilson Mercedes,20,22,82,71,10,12,3,0,2,8,3,0,9,21,.169,.259,.296,.555,21,1,0,1,1,0,,0
Gabe Ortiz,22,26,92,86,9,22,5,2,1,16,0,1,3,25,.256,.283,.395,.678,34,3,1,0,2,0,,0
Petey Paramore,21,9,32,22,7,8,2,0,0,4,0,0,10,2,.364,.563,.455,1.017,10,2,0,0,0,0,,0
Carmelo Penaloza,21,19,72,62,9,16,2,1,0,10,0,1,5,19,.258,.343,.323,.665,20,0,3,2,0,0,,0
Keyter Rodriguez,22,30,107,98,9,26,4,1,2,11,0,1,2,20,.265,.314,.388,.702,38,3,5,2,0,0,,0
Raymond Rodriguez,18,27,84,78,9,14,7,0,0,5,0,1,4,32,.179,.238,.269,.507,21,0,2,0,0,0,,0
Yunior Rodriguez,21,28,93,81,12,20,3,0,0,6,0,1,6,11,.247,.319,.284,.603,23,1,3,2,1,0,,0
Angel Sierra#,19,21,75,64,13,15,1,1,0,3,12,2,11,21,.234,.347,.281,.628,18,1,0,0,0,0,,0
Jake Smith,25,3,12,10,2,1,1,0,0,0,0,0,2,1,.100,.250,.200,.450,2,0,0,0,0,0,,0
Wilfrido Sosa,19,31,112,95,8,19,6,2,0,13,3,0,8,33,.200,.284,.305,.590,29,4,4,3,2,0,,0
Ramon Soto,20,17,56,51,4,5,1,0,1,4,0,0,4,22,.098,.164,.176,.340,9,2,0,1,0,0,,0
Ryan Sweeney*,23,1,5,3,0,0,0,0,0,0,0,0,2,0,.000,.400,.000,.400,0,0,0,0,0,0,,1
David Thomas#,21,5,16,13,3,6,2,0,0,3,1,0,2,1,.462,.533,.615,1.149,8,1,0,1,0,0,,0
28 Players,19.9,56,2194,1921,303,502,97,32,26,256,67,24,197,511,.261,.340,.386,.725,741,48,41,15,20,0,,0
