Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Luis Barrera*,19,37,133,115,17,33,3,2,0,12,1,0,12,26,.287,.344,.348,.691,40,0,0,2,4,0,1
Seth Brown*,22,6,23,20,2,4,1,2,0,0,0,0,3,2,.200,.304,.450,.754,9,2,0,0,0,0,1
Nick Collins*,21,4,11,9,0,1,0,0,0,2,0,0,2,2,.111,.273,.111,.384,1,0,0,0,0,0,0
Shane Conlon*,23,30,123,107,15,35,4,3,0,18,2,1,10,16,.327,.392,.421,.812,45,2,2,3,1,0,0
Jordan Devencenzi,22,2,7,5,1,3,0,0,0,1,0,0,0,0,.600,.714,.600,1.314,3,0,2,0,0,0,0
Edwin Diaz,19,24,85,76,10,13,2,0,2,6,0,0,8,22,.171,.259,.276,.535,21,1,1,0,0,0,0
Tom Gavitt,22,16,60,57,2,10,1,0,0,2,0,0,1,21,.175,.203,.193,.396,11,2,1,1,0,0,0
Miguel Guzman,20,32,107,102,13,26,7,2,0,13,1,1,4,19,.255,.280,.363,.643,37,1,0,0,1,0,0
Carlos Hiciano,18,53,196,191,14,38,4,0,0,8,5,1,4,47,.199,.219,.220,.439,42,3,1,0,0,0,0
Tyler Ladendorf,27,2,6,4,2,3,0,0,0,0,0,0,1,0,.750,.833,.750,1.583,3,0,1,0,0,0,1
Eric Marinez#,19,47,179,158,17,38,6,2,0,18,2,0,16,33,.241,.303,.304,.607,48,4,0,1,4,0,0
Mike Martin,22,27,97,75,13,11,0,0,0,3,8,1,14,25,.147,.330,.147,.477,11,0,7,0,1,0,0
Robert Martinez,21,36,131,111,11,18,2,2,2,9,2,0,19,53,.162,.282,.270,.553,30,3,0,0,1,0,0
Miguel Mercedes,19,49,193,167,15,36,12,2,2,28,1,2,17,70,.216,.306,.347,.653,58,2,6,0,3,1,0
Robert Mullen,19,26,91,78,8,18,5,1,0,8,3,0,11,13,.231,.333,.321,.654,25,2,1,1,0,0,0
Andy Paz,22,7,28,23,1,6,0,0,0,3,1,0,5,6,.261,.393,.261,.654,6,0,0,0,0,0,0
Rodolfo Penalo#,22,41,166,144,25,32,2,4,0,7,6,6,19,29,.222,.321,.292,.613,42,3,2,1,0,0,0
Tim Proudfoot,22,2,8,8,1,2,1,0,0,2,0,0,0,3,.250,.250,.375,.625,3,1,0,0,0,0,0
Rangel Ravelo,23,9,35,25,7,9,3,1,0,7,1,0,7,3,.360,.543,.560,1.103,14,0,3,0,0,1,1
J.C. Rodriguez,19,26,84,56,10,12,2,1,0,8,2,1,19,14,.214,.476,.286,.762,16,3,9,0,0,0,0
Jhonny Rodriguez*,18,27,120,109,11,31,11,2,1,17,1,0,7,32,.284,.333,.450,.783,49,4,2,0,2,0,0
Brett Siddall*,20,19,85,73,12,25,5,3,2,13,3,0,10,9,.342,.424,.575,.999,42,2,1,0,1,0,0
J.P. Sportman,23,7,27,24,5,8,0,0,0,2,3,0,3,2,.333,.407,.333,.741,8,2,0,0,0,0,0
Brett Sunde,20,18,55,51,2,10,4,0,0,0,0,0,2,12,.196,.255,.275,.529,14,0,2,0,0,0,0
James Terrell,18,21,88,72,11,11,1,1,0,5,2,3,14,30,.153,.295,.194,.490,14,2,1,0,1,0,0
