year,exit,observed,pct
1,TRUE,TRUE,0.2429665951578302
1,TRUE,FALSE,0.2478578746891772
2,TRUE,TRUE,0.10395341710082745
2,TRUE,FALSE,0.0587485286425176
3,TRUE,TRUE,0.03315966901624272
3,TRUE,FALSE,0.005977046179460052
4,TRUE,TRUE,0.009500459699662888
4,TRUE,FALSE,2.6288021533293925e-4
5,TRUE,TRUE,0.006068035550107262
5,TRUE,FALSE,6.241494007982164e-6
6,TRUE,TRUE,0.004535703340484217
6,TRUE,FALSE,1.0333722653043488e-7
7,TRUE,TRUE,0.0038001838798651546
7,TRUE,FALSE,1.4605141973119319e-9
8,TRUE,TRUE,0.00232914495862703
8,TRUE,FALSE,2.0158559650540978e-11
9,TRUE,TRUE,0.0013484523444682805
9,TRUE,FALSE,2.920930829876251e-13
10,TRUE,TRUE,0.001593625498007968
10,TRUE,FALSE,4.5366520402656715e-15
1,FALSE,TRUE,0.3124731841863316
1,FALSE,FALSE,0.28492720466159704
2,FALSE,TRUE,0.1338032485442844
2,FALSE,FALSE,0.154005024357638
3,FALSE,TRUE,0.054918786392889975
3,FALSE,FALSE,0.02966393252800332
4,FALSE,TRUE,0.025436714679742567
4,FALSE,FALSE,0.002382276634437691
5,FALSE,TRUE,0.017346000612932885
5,FALSE,FALSE,1.0204753260727093e-4
6,FALSE,TRUE,0.014771682500766166
6,FALSE,FALSE,2.951492924095735e-6
7,FALSE,TRUE,0.012503830830524058
7,FALSE,FALSE,6.82706599180729e-8
8,FALSE,TRUE,0.008029420778424763
8,FALSE,FALSE,1.4001717988820376e-9
9,FALSE,TRUE,0.0058228623965675755
9,FALSE,FALSE,2.6967577643401704e-11
10,FALSE,TRUE,0.00563898253141281
10,FALSE,FALSE,5.028947689756154e-13
