Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Jimmy Anderson*,30,2,3,.400,5.77,22,4,6,0,0,0,43.2,58,36,28,7,19,0,35,2,1,1,203,1.763,12.0,1.4,3.9,7.2,1.84,,1
Matt Blank*,30,2,2,.500,4.98,14,7,0,0,0,0,47.0,56,28,26,7,24,1,28,2,1,1,210,1.702,10.7,1.3,4.6,5.4,1.17,,1
Adam Bostick*,23,1,2,.333,4.67,5,5,0,0,0,0,27.0,39,20,14,4,13,0,30,0,0,1,131,1.926,13.0,1.3,4.3,10.0,2.31,,0
Jim Brower,33,0,1,.000,3.93,15,0,5,0,0,0,18.1,20,9,8,3,3,0,13,2,0,2,76,1.255,9.8,1.5,1.5,6.4,4.33,,1
Nate Bump,29,0,2,.000,6.35,6,2,0,0,0,0,11.1,23,9,8,2,3,0,6,0,0,1,57,2.294,18.3,1.6,2.4,4.8,2.00,,1
Buddy Carlyle,28,3,1,.750,1.93,13,2,0,0,0,0,28.0,17,6,6,3,7,1,22,1,0,0,106,0.857,5.5,1.0,2.3,7.1,3.14,,1
Brad Clontz,35,6,5,.545,3.57,57,0,50,0,0,23,58.0,58,29,23,4,26,1,54,4,0,2,257,1.448,9.0,0.6,4.0,8.4,2.08,,1
Jeff Fulchino,26,6,10,.375,4.50,25,24,1,0,0,0,140.0,144,82,70,12,56,0,109,15,1,9,613,1.429,9.3,0.8,3.6,7.0,1.95,,1
Eddie Gaillard,35,2,1,.667,3.91,22,0,4,0,0,1,25.1,27,16,11,2,12,1,22,2,0,1,115,1.539,9.6,0.7,4.3,7.8,1.83,,1
Jose Garcia,21,0,1,.000,11.25,1,1,0,0,0,0,4.0,5,5,5,0,4,1,5,0,0,1,21,2.250,11.3,0.0,9.0,11.3,1.25,,1
Chris George*,26,5,6,.455,5.62,22,19,1,0,0,0,107.1,132,76,67,6,52,1,81,7,2,11,493,1.714,11.1,0.5,4.4,6.8,1.56,,1
Franklyn German,26,0,1,.000,8.53,8,0,1,0,0,0,6.1,11,6,6,0,2,1,6,3,0,0,34,2.053,15.6,0.0,2.8,8.5,3.00,,1
Joe Horgan*,29,5,6,.455,3.98,45,0,17,0,0,3,43.0,36,19,19,6,17,0,32,2,0,2,177,1.233,7.5,1.3,3.6,6.7,1.88,,1
Logan Kensing,23,1,1,.500,3.00,13,0,5,0,0,2,18.0,11,6,6,2,5,0,18,0,0,1,66,0.889,5.5,1.0,2.5,9.0,3.60,,1
David Lee,33,0,0,,6.00,6,0,2,0,0,0,9.0,12,7,6,2,5,0,6,0,0,1,45,1.889,12.0,2.0,5.0,6.0,1.20,,1
Randy Messenger,24,0,0,,9.00,4,0,1,0,0,0,3.0,1,3,3,0,3,0,1,0,0,0,12,1.333,3.0,0.0,9.0,3.0,0.33,,1
Bart Miadich,30,3,2,.600,3.67,35,0,10,0,0,0,41.2,21,21,17,4,28,0,55,10,0,5,186,1.176,4.5,0.9,6.0,11.9,1.96,,1
Scott Olsen*,22,0,0,,0.00,1,1,0,0,0,0,6.1,5,1,0,0,3,0,5,0,0,1,25,1.263,7.1,0.0,4.3,7.1,1.67,,1
Yusmeiro Petit,21,4,6,.400,4.28,17,17,0,0,0,0,96.2,101,53,46,14,20,1,68,1,0,2,404,1.252,9.4,1.3,1.9,6.3,3.40,,1
Renyel Pinto*,23,8,2,.800,3.40,18,18,0,1,0,0,95.1,82,40,36,8,47,1,96,13,0,7,418,1.353,7.7,0.8,4.4,9.1,2.04,,1
Chris Resop,23,4,0,1.000,3.81,40,0,5,0,0,2,49.2,49,21,21,4,15,2,43,1,1,1,210,1.289,8.9,0.7,2.7,7.8,2.87,,1
Ryan Rupe,31,0,1,.000,6.00,2,0,0,0,0,0,3.0,3,2,2,1,0,0,3,0,0,0,11,1.000,9.0,3.0,0.0,9.0,,,1
Josh Stewart*,27,1,3,.250,6.37,13,5,4,0,0,0,35.1,42,29,25,5,15,0,21,2,0,2,159,1.613,10.7,1.3,3.8,5.3,1.40,,1
Nic Ungs,26,9,9,.500,3.99,26,24,0,3,1,0,144.1,165,80,64,14,45,3,80,5,1,3,642,1.455,10.3,0.9,2.8,5.0,1.78,,0
Jason Vargas*,23,3,6,.333,7.43,13,13,0,0,0,0,69.0,98,60,57,11,28,3,51,5,1,0,321,1.826,12.8,1.4,3.7,6.7,1.82,,1
Wes Wilkerson,29,0,0,,4.46,38,0,13,0,0,0,40.1,39,22,20,2,17,1,34,3,0,1,180,1.388,8.7,0.4,3.8,7.6,2.00,,0
Ross Wolf,23,4,1,.800,5.18,48,0,9,0,0,0,48.2,65,28,28,1,15,1,29,3,0,2,217,1.644,12.0,0.2,2.8,5.4,1.93,,1
Chris Young,25,1,0,1.000,12.00,3,0,0,0,0,0,6.0,12,10,8,1,5,2,2,1,0,3,36,2.833,18.0,1.5,7.5,3.0,0.40,,0
Matt Yourkin*,24,0,0,,2.95,12,0,4,0,0,0,18.1,22,6,6,3,3,0,20,2,0,4,77,1.364,10.8,1.5,1.5,9.8,6.67,,0
29 Players,27.4,70,72,.493,4.58,142,142,138,4,8,31,1244.0,1354,730,633,128,492,21,975,86,8,65,5502,1.484,9.8,0.9,3.6,7.1,1.98,,0
