Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Mark Brownson,26,10,5,.667,4.47,24,23,0,0,0,0,131.0,143,67,65,18,35,0,115,8,0,3,571,1.359,9.8,1.2,2.4,7.9,3.29,1
Jason Childers,26,7,6,.538,2.87,40,2,10,0,0,2,87.2,76,32,28,7,30,3,85,2,0,2,364,1.209,7.8,0.7,3.1,8.7,2.83,1
Matt Childers,22,2,2,.500,3.43,7,7,0,0,0,0,39.1,41,19,15,3,12,0,21,5,0,3,172,1.347,9.4,0.7,2.7,4.8,1.75,1
Rocky Coppinger,27,2,0,1.000,2.12,16,0,7,0,0,4,29.2,28,9,7,1,11,0,24,2,0,1,125,1.315,8.5,0.3,3.3,7.3,2.18,1
Jeff D'Amico,25,1,0,1.000,2.57,1,1,0,0,0,0,7.0,3,2,2,2,2,0,5,0,0,0,25,0.714,3.9,2.6,2.6,6.4,2.50,1
Tim Davis*,30,1,2,.333,2.87,28,0,11,0,0,2,37.2,36,15,12,1,18,3,32,5,0,1,167,1.434,8.6,0.2,4.3,7.6,1.78,1
Scott Forster*,29,1,1,.500,6.23,6,1,1,0,0,0,8.2,10,8,6,1,7,0,6,0,0,1,43,1.962,10.4,1.0,7.3,6.2,0.86,1
Jose Garcia,23,6,5,.545,3.73,21,21,0,1,0,0,111.0,99,52,46,6,49,1,84,8,0,6,481,1.333,8.0,0.5,4.0,6.8,1.71,0
Andy High*,27,2,1,.667,2.12,6,5,0,0,0,0,29.2,22,9,7,4,6,0,28,0,0,1,117,0.944,6.7,1.2,1.8,8.5,4.67,0
Ryan Jacobs*,27,0,1,.000,2.77,10,0,2,0,0,0,13.0,10,6,4,0,5,1,15,1,0,0,58,1.154,6.9,0.0,3.5,10.4,3.00,0
Andy Kimball,25,8,6,.571,3.03,48,0,16,0,0,2,71.1,73,32,24,7,28,7,39,3,0,5,314,1.416,9.2,0.9,3.5,4.9,1.39,0
Jack Krawczyk,25,6,2,.750,3.43,47,0,19,0,0,1,81.1,67,33,31,9,16,3,66,4,1,6,321,1.020,7.4,1.0,1.8,7.3,4.13,0
Derek Lee*,26,7,11,.389,3.38,28,28,0,0,0,0,162.1,173,76,61,10,39,2,109,2,0,4,695,1.306,9.6,0.6,2.2,6.0,2.79,0
Brian Mallette,26,7,2,.778,1.96,44,0,39,0,0,17,55.0,43,13,12,4,23,4,71,3,0,4,232,1.200,7.0,0.7,3.8,11.6,3.09,1
Luis Martinez*,21,0,0,,6.75,7,0,0,0,0,0,9.1,13,7,7,0,9,0,13,0,0,0,48,2.357,12.5,0.0,8.7,12.5,1.44,1
Jared Mathis,25,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,3,1.000,9.0,0.0,0.0,9.0,,0
Jose Mieses,23,0,0,,2.22,5,4,1,0,0,0,24.1,21,7,6,2,3,0,35,2,0,2,97,0.986,7.8,0.7,1.1,12.9,11.67,0
Aaron Myers,25,3,4,.429,3.60,34,7,9,0,0,2,70.0,53,31,28,4,40,0,68,3,1,3,304,1.329,6.8,0.5,5.1,8.7,1.70,0
Nick Neugebauer,20,5,6,.455,3.46,21,21,0,1,1,0,106.2,94,46,41,6,52,0,149,2,0,13,453,1.369,7.9,0.5,4.4,12.6,2.87,1
Mike Penney,24,4,3,.571,3.31,21,5,13,0,0,7,49.0,50,24,18,4,22,0,30,1,0,1,222,1.469,9.2,0.7,4.0,5.5,1.36,0
Ryan Poe,23,1,2,.333,3.86,7,7,0,0,0,0,35.0,30,15,15,5,7,0,40,1,0,0,137,1.057,7.7,1.3,1.8,10.3,5.71,0
Jacob Shumate,25,0,1,.000,15.43,8,0,3,0,0,0,9.1,18,17,16,3,6,0,10,1,0,2,52,2.571,17.4,2.9,5.8,9.6,1.67,0
Bobby Sismondo*,24,1,2,.333,2.18,8,2,3,0,0,1,20.2,24,9,5,3,4,1,16,2,1,1,88,1.355,10.5,1.3,1.7,7.0,4.00,0
Everett Stull,29,1,1,.500,3.86,6,4,1,0,0,1,25.2,21,11,11,3,5,0,23,2,0,4,102,1.013,7.4,1.1,1.8,8.1,4.60,1
