Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Stephen Vogt*,31,137,532,490,54,123,30,2,14,56,0,0,35,83,.251,.305,.406,.711,94,199,6,4,0,3,3,1
1B,Yonder Alonso*,29,156,532,482,52,122,34,0,7,56,3,1,45,74,.253,.316,.367,.683,88,177,15,1,0,4,1,1
2B,Jed Lowrie#,32,87,369,338,30,89,12,1,2,27,0,0,26,65,.263,.314,.322,.637,77,109,10,1,0,4,0,1
SS,Marcus Semien,25,159,621,568,72,135,27,2,27,75,10,2,51,139,.238,.300,.435,.735,99,247,12,0,1,1,1,1
3B,Ryon Healy,24,72,283,269,36,82,20,0,13,37,0,0,12,60,.305,.337,.524,.861,132,141,7,1,1,0,1,1
LF,Khris Davis,28,150,610,555,85,137,24,2,42,102,1,2,42,166,.247,.307,.524,.831,123,291,19,8,0,5,0,1
CF,Billy Burns#,26,73,292,274,32,64,11,4,0,12,14,3,10,30,.234,.270,.303,.573,58,83,3,4,3,1,2,1
RF,Josh Reddick*,29,68,272,243,33,72,11,1,8,28,5,0,28,34,.296,.368,.449,.816,124,109,7,0,0,1,5,1
DH,Billy Butler,30,85,242,221,24,61,16,0,4,31,0,0,19,34,.276,.331,.403,.733,101,89,13,0,0,2,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,Danny Valencia,31,130,517,471,72,135,22,1,17,51,1,1,41,115,.287,.346,.446,.792,116,210,11,3,0,2,1,1
OF,Coco Crisp#,36,102,434,393,45,92,24,4,11,47,7,5,37,65,.234,.299,.399,.698,90,157,6,0,2,2,2,1
OF,Jake Smolinski,27,99,319,290,28,69,6,2,7,27,1,2,19,44,.238,.299,.345,.644,77,100,11,7,1,2,0,1
UT,Chris Coghlan*,31,51,172,158,14,23,5,0,5,14,1,1,13,47,.146,.215,.272,.487,33,43,2,1,0,0,1,1
UT,Max Muncy*,25,51,133,113,13,21,2,0,2,8,0,0,20,24,.186,.308,.257,.565,59,29,2,0,0,0,1,1
OF,Brett Eibner,27,44,123,109,10,18,4,1,3,12,0,2,13,27,.165,.252,.303,.555,52,33,2,0,0,1,0,1
2B,Joey Wendle*,26,28,104,96,11,25,1,0,1,11,2,0,6,16,.260,.298,.302,.600,67,29,3,0,0,2,0,1
C,Bruce Maxwell*,25,33,101,92,8,26,6,1,1,14,0,0,8,24,.283,.337,.402,.739,103,37,2,0,0,1,0,1
C,Josh Phegley,28,25,86,78,11,20,6,0,1,10,0,0,5,13,.256,.314,.372,.686,89,29,4,2,0,1,0,1
MI,Chad Pinder,24,22,55,51,4,12,4,0,1,4,0,0,3,14,.235,.273,.373,.645,76,19,1,0,0,1,0,1
2B,Tyler Ladendorf,28,44,50,48,6,4,0,0,0,1,2,0,1,13,.083,.102,.083,.185,-48,4,3,0,1,0,0,1
C,Matt McBride,31,20,44,43,4,9,3,0,0,2,0,0,1,10,.209,.227,.279,.506,39,12,0,0,0,0,0,1
UT,Mark Canha,27,16,44,41,4,5,0,0,3,6,0,1,0,20,.122,.140,.341,.481,26,14,1,1,1,1,0,1
UT,Matt Olson*,22,11,28,21,3,2,1,0,0,0,0,0,7,4,.095,.321,.143,.464,36,3,1,0,0,0,0,1
UT,Arismendy Alcantara#,24,16,19,19,2,4,1,0,0,2,3,3,0,8,.211,.211,.263,.474,30,5,1,0,0,0,0,1
DH,Renato Nunez,22,9,15,15,0,2,0,0,0,1,0,0,0,3,.133,.133,.133,.267,-26,2,0,0,0,0,0,1
 ,Andrew Lambo*,27,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Daniel Mengden,23,2,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Kendall Graveman,25,3,5,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Sonny Gray,26,1,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Zach Neal,27,3,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Ross Detwiler,30,1,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Sean Manaea*,24,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Andrew Triggs,27,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Ryan Madson*,35,8,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Jesse Hahn,26,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,J.B. Wendelken,23,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Eric Surkamp*,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,John Axford,33,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Rich Hill*,36,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Danny Coulombe*,26,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Sean Doolittle*,29,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
