Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Glen Barker#,29,26,117,107,15,29,5,0,2,10,11,3,10,12,.271,.333,.374,.707,40,3,0,0,0,1,1
Juan Bautista,25,33,84,78,9,16,4,0,0,5,3,2,3,18,.205,.253,.256,.509,20,2,2,1,0,0,0
Lance Berkman#,24,31,144,112,18,37,4,2,6,27,4,4,31,20,.330,.479,.563,1.042,63,7,1,0,0,2,1
Jim Betzsold,27,93,348,314,47,89,17,1,8,49,16,7,29,101,.283,.351,.420,.771,132,8,4,0,1,1,0
Kevin Burns*,24,4,15,14,3,3,1,1,0,1,0,0,1,2,.214,.267,.429,.695,6,0,0,0,0,0,0
Roger Cedeno#,25,6,23,20,2,7,0,1,0,3,1,1,2,5,.350,.391,.450,.841,9,0,0,0,1,0,1
Frank Charles,31,84,313,284,29,74,10,3,5,37,1,3,21,62,.261,.315,.370,.685,105,9,3,2,3,1,1
Raul Chavez,27,99,349,303,31,74,13,0,2,36,3,0,34,44,.244,.325,.307,.632,93,12,4,4,4,5,1
Tripp Cromer,32,66,244,224,21,48,7,3,4,24,1,0,17,47,.214,.267,.326,.593,73,4,0,1,2,1,1
Travis Driskill,28,28,41,36,1,0,0,0,0,0,0,0,3,18,.000,.077,.000,.077,0,2,0,2,0,0,1
Scott Elarton,24,2,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1
Adam Everett,23,126,547,453,82,111,25,2,5,37,13,4,75,100,.245,.363,.342,.705,155,6,11,4,4,0,1
Wayne Franklin*,26,48,3,2,1,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,0,0,0,0,0,0,1
Jason Green,25,10,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1
Kip Gross,35,25,41,37,3,5,1,0,0,3,0,0,2,11,.135,.179,.162,.342,6,0,0,2,0,0,1
Mark Guerra,28,10,15,13,0,1,0,0,0,1,0,0,1,3,.077,.143,.077,.220,1,0,0,1,0,0,0
Rick Huisman,31,48,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,1,0,0,0,0,1
Mark Hutton,30,46,2,1,1,0,0,0,0,0,0,0,1,1,.000,.500,.000,.500,0,0,0,0,0,0,1
Brad Kaufman,28,40,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,0
Pedro Lopez,31,8,10,9,2,2,0,0,0,1,0,0,1,0,.222,.300,.222,.522,2,0,0,0,0,0,0
Julio Lugo,24,24,114,101,22,33,4,1,3,12,12,7,11,20,.327,.393,.475,.868,48,2,0,2,0,0,1
Tony McKnight,23,21,27,26,1,5,0,0,0,3,0,0,0,10,.192,.192,.192,.385,5,0,0,1,0,0,1
Rusty Meacham,32,33,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,0,0,0,1
Orlando Merced#,33,17,69,67,8,18,4,0,1,14,0,1,2,4,.269,.290,.373,.663,25,2,0,0,0,0,1
Ryan Miller,27,111,335,299,31,75,18,1,3,35,1,5,18,58,.251,.310,.348,.658,104,7,10,3,5,1,0
Wade Miller,23,16,20,14,1,0,0,0,0,1,0,0,3,4,.000,.176,.000,.176,0,0,0,3,0,0,1
J.R. Phillips*,30,73,304,269,35,72,8,0,14,52,1,0,28,77,.268,.342,.454,.796,122,4,4,0,3,4,1
Erik Plantenberg,31,24,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1
Brian Powell,26,19,21,16,1,3,0,0,0,1,0,0,1,7,.188,.235,.188,.423,3,1,0,4,0,0,1
Omar Ramirez,29,133,553,469,73,150,24,2,2,53,19,13,69,36,.320,.411,.392,.803,184,23,6,5,4,1,0
Brian Richardson,24,77,279,249,33,65,9,5,3,35,1,0,20,62,.261,.319,.373,.692,93,8,3,3,4,0,0
Jeriome Robertson*,23,9,13,11,0,2,0,0,0,2,0,0,0,1,.182,.182,.182,.364,2,0,0,2,0,0,1
Mike Robertson*,29,121,455,401,57,97,23,5,9,49,1,3,45,56,.242,.326,.392,.718,157,13,6,1,2,8,1
Marc Sagmoen*,29,122,463,414,65,111,15,7,12,43,20,5,40,82,.268,.331,.425,.756,176,3,1,4,4,1,1
Vic Sanchez,28,9,11,11,0,0,0,0,0,0,1,0,0,7,.000,.000,.000,.000,0,2,0,0,0,0,0
Jamie Saylor*,25,25,71,60,3,14,5,0,0,7,1,2,8,17,.233,.329,.317,.645,19,2,1,1,1,0,0
Jerrey Thurston,28,13,30,30,3,5,2,0,0,0,0,0,0,10,.167,.167,.233,.400,7,1,0,0,0,0,0
Chris Truby,26,64,292,268,31,76,11,3,2,30,6,2,17,32,.284,.318,.369,.688,99,7,0,0,7,2,1
Bryan Wolff,28,11,18,14,1,2,0,0,0,0,0,0,3,6,.143,.294,.143,.437,2,0,0,1,0,0,0
Eddie Zosky,32,11,38,33,3,9,0,0,0,3,0,1,4,8,.273,.368,.273,.641,9,2,1,0,0,0,1
