Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jose Alguacil*,27,3,9,9,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Yamil Benitez,27,19,70,66,4,13,1,0,1,2,1,0,3,17,.197,.243,.258,.500,17,2,1,0,0,0,1
Jacob Brumfield,35,51,199,180,25,39,13,0,2,16,4,1,17,24,.217,.286,.322,.609,58,5,1,0,1,0,1
Mike Caruso*,23,88,344,309,38,76,11,5,0,26,5,7,22,23,.246,.301,.314,.615,97,7,3,8,2,0,1
McKay Christensen*,24,90,382,337,49,89,13,2,6,29,28,6,32,51,.264,.325,.368,.693,124,2,1,7,5,1,1
Brook Fordyce,30,17,76,67,9,16,5,0,2,12,0,1,8,13,.239,.316,.403,.719,27,2,0,0,1,0,1
Jim Foster,28,49,173,152,13,41,7,0,2,14,0,1,15,16,.270,.341,.355,.696,54,5,2,3,1,0,0
Steve Gibralter,27,65,258,237,33,60,9,2,11,37,7,0,17,54,.253,.304,.447,.751,106,8,1,1,2,3,1
Manny Gonzalez#,24,2,4,4,0,1,0,0,0,0,0,1,0,0,.250,.250,.250,.500,1,0,0,0,0,0,0
Brandon Hyde,26,9,28,23,2,3,1,0,1,4,0,0,2,9,.130,.185,.304,.490,7,1,0,1,2,0,1
Jeff Inglin,24,45,162,146,19,44,8,1,5,31,3,0,12,17,.301,.360,.473,.833,69,7,2,1,1,0,0
Jeff Liefer*,25,120,505,445,75,125,29,1,32,91,2,3,53,107,.281,.356,.566,.923,252,17,2,0,5,4,1
Ryan Long,27,3,9,9,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,0,0,0,0,0,0,1
Scott Lydy,31,116,448,368,66,100,15,4,14,45,15,2,69,70,.272,.395,.448,.843,165,9,8,0,3,3,1
Brandon Moore,27,96,347,300,34,71,10,2,0,22,3,4,39,33,.237,.324,.283,.608,85,10,0,8,0,0,0
Rod Myers*,27,13,65,59,7,14,4,0,1,3,1,2,6,11,.237,.308,.356,.664,21,0,0,0,0,0,1
Greg Norton#,27,29,124,97,18,28,4,0,5,17,1,0,24,23,.289,.435,.485,.920,47,0,2,0,1,3,1
Josh Paul,25,51,190,168,28,40,5,1,4,19,6,2,13,38,.238,.299,.351,.650,59,3,2,6,1,0,1
J.R. Phillips*,30,59,231,210,22,46,9,0,10,35,3,0,18,65,.219,.281,.405,.686,85,6,1,0,2,1,1
Liu Rodriguez#,23,126,478,396,44,108,20,3,4,46,3,7,54,39,.273,.366,.369,.734,146,10,7,16,5,1,1
Danny Sandoval#,21,2,9,8,0,1,0,0,0,1,0,0,1,1,.125,.222,.125,.347,1,0,0,0,0,0,1
Brian Schmack,26,51,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1
Jason Secoda,25,34,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,0,0,0,0
Brad Seitzer,30,80,318,263,42,77,20,0,11,42,0,1,46,47,.293,.393,.494,.887,130,12,0,5,4,1,0
Dave Toth,30,46,155,131,15,29,6,0,2,23,0,0,17,14,.221,.309,.313,.622,41,2,1,3,3,0,0
Craig Wilson,29,62,270,230,43,85,14,2,3,34,0,1,32,26,.370,.448,.487,.935,112,7,4,0,4,0,1
Desi Wilson*,31,124,496,439,58,118,23,1,3,55,17,4,51,79,.269,.349,.346,.695,152,11,4,0,2,2,1
