Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Evert Jean 't Hoen,24,39,130,120,13,25,6,0,3,10,1,1,8,36,.208,.264,.333,.597,40,1,1,1,0,0,0
Chuck Abbott,25,5,15,15,0,3,1,0,0,4,0,0,0,5,.200,.200,.267,.467,4,0,0,0,0,0,0
Larry Barnes*,25,103,448,397,56,102,22,11,7,54,3,6,48,81,.257,.335,.421,.755,167,4,0,0,3,5,1
Justin Baughman,25,80,350,303,44,71,7,2,1,35,28,5,30,41,.234,.312,.281,.593,85,6,7,4,6,1,1
Jamie Burke,28,75,291,263,25,63,12,0,0,17,1,1,19,42,.240,.301,.285,.586,75,5,5,2,2,2,1
Edgard Clemente,24,22,98,87,14,21,4,1,2,10,0,2,9,23,.241,.327,.379,.706,33,2,2,0,0,0,1
Steve Decker,34,48,205,162,29,49,11,1,8,35,0,0,40,22,.302,.444,.531,.975,86,5,2,0,1,4,1
Trent Durrington,24,28,126,105,19,23,4,1,3,14,8,6,16,25,.219,.325,.362,.687,38,3,1,3,1,0,1
David Eckstein,25,15,66,52,17,18,8,0,3,8,5,3,9,1,.346,.485,.673,1.158,35,0,5,0,0,0,1
Bryan Graves,25,25,79,63,8,15,3,0,0,13,0,1,13,18,.238,.354,.286,.640,18,2,0,0,3,0,0
Chris Hatcher,31,30,127,115,19,39,8,4,7,24,1,0,8,24,.339,.394,.661,1.055,76,3,3,0,1,1,1
Bret Hemphill#,28,41,168,147,22,41,10,1,6,21,0,0,21,28,.279,.369,.483,.852,71,2,0,0,0,0,1
Dwayne Hosey#,33,46,175,150,25,35,5,2,6,19,7,1,20,25,.233,.324,.413,.737,62,2,1,2,2,2,1
Keith Johnson,29,109,460,423,63,130,31,2,13,64,7,8,19,71,.307,.344,.482,.826,204,14,7,6,5,0,1
Brett King,27,11,40,35,4,6,0,0,2,5,0,0,1,16,.171,.216,.343,.559,12,1,1,3,0,0,0
Keith Luuloa,25,76,307,270,39,66,17,2,8,44,2,4,30,30,.244,.320,.411,.731,111,11,2,1,4,1,1
Scott Morgan,26,90,357,320,53,79,25,2,9,54,8,3,32,74,.247,.319,.422,.741,135,5,3,0,2,1,0
Nate Murphy*,25,119,452,393,60,101,17,6,8,38,6,4,52,91,.257,.345,.392,.737,154,11,2,3,2,3,0
Mike Stoner,27,85,351,329,48,90,11,2,13,44,1,2,16,42,.274,.313,.438,.751,144,9,4,0,2,0,0
DaRond Stovall#,27,79,290,252,35,66,7,7,9,32,10,4,35,76,.262,.354,.452,.807,114,4,1,2,0,0,1
Juan Tolentino,24,122,479,432,58,106,30,3,11,58,16,14,37,106,.245,.307,.405,.712,175,6,3,3,4,0,0
Shawn Wooten,27,66,274,252,43,89,21,3,11,42,0,0,18,38,.353,.401,.591,.993,149,4,3,0,1,0,1
Ryan Zeber,22,2,4,4,1,1,0,0,0,0,0,0,0,1,.250,.250,.250,.500,1,0,0,0,0,0,0
