Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Dusty Allen,27,25,96,90,9,20,5,0,2,12,0,2,5,27,.222,.271,.344,.615,31,2,1,0,0,0,1
Gabe Alvarez,26,69,292,241,37,50,11,2,8,35,0,1,47,53,.207,.336,.369,.705,89,4,1,0,3,0,1
Jesus Azuaje,27,61,265,235,32,51,9,0,4,13,3,2,23,17,.217,.295,.306,.602,72,9,4,1,2,0,0
Derek Besco,24,25,86,79,12,21,3,0,3,11,0,0,5,11,.266,.314,.418,.732,33,1,1,0,1,0,0
Tilson Brito,28,15,56,49,4,13,2,1,0,1,1,0,5,12,.265,.339,.347,.686,17,3,1,0,1,0,1
Javier Cardona,24,56,237,218,29,60,10,0,11,43,0,1,15,33,.275,.325,.472,.797,103,7,2,0,2,0,1
Tony Clark#,28,6,23,22,1,2,1,0,1,2,0,0,1,1,.091,.130,.273,.403,6,0,0,0,0,0,1
Damion Easley,30,4,19,13,3,3,1,0,1,4,0,0,4,2,.231,.474,.538,1.012,7,0,2,0,0,0,1
Robert Fick*,26,17,77,68,5,10,5,0,1,7,1,0,6,13,.147,.234,.265,.498,18,0,2,0,1,1,1
Karim Garcia*,24,40,172,155,31,46,6,2,15,38,2,1,11,32,.297,.349,.652,1.000,101,4,3,0,3,1,1
Eric Gillespie*,25,69,260,239,25,62,17,0,8,39,0,2,19,49,.259,.312,.431,.743,103,3,0,0,2,0,0
Giomar Guevara#,27,109,439,383,61,108,23,2,7,33,4,5,44,65,.282,.359,.407,.767,156,10,4,5,3,0,1
Brandon Inge,23,55,208,190,24,42,9,3,5,20,2,1,15,51,.221,.280,.379,.659,72,5,1,1,1,0,1
Chris Lemonis*,26,84,307,288,30,62,21,3,3,23,1,1,17,53,.215,.261,.340,.602,98,10,1,1,0,2,0
Dave Lindstrom,25,12,40,36,6,10,0,0,2,6,0,0,2,3,.278,.333,.444,.778,16,3,1,1,0,0,0
Jose Macias#,28,33,153,130,19,30,5,0,0,8,2,3,17,17,.231,.322,.269,.591,35,3,1,4,1,0,1
Wendell Magee,27,2,8,7,1,4,1,0,0,1,0,1,1,1,.571,.625,.714,1.339,5,0,0,0,0,0,1
Marty Malloy*,28,30,124,115,16,27,8,0,4,16,0,0,7,18,.235,.276,.409,.685,47,0,0,1,1,0,1
Brian McClure*,26,16,57,48,7,15,2,1,0,3,1,0,9,8,.313,.421,.396,.817,19,0,0,0,0,0,0
Billy McMillon*,28,105,457,380,61,131,30,1,13,50,3,1,71,65,.345,.446,.532,.978,202,18,2,0,4,7,1
Carlos Mendez,26,100,396,374,49,108,21,0,19,72,0,0,12,37,.289,.311,.497,.808,186,11,3,0,7,0,1
Mike Oquist,32,33,9,8,1,1,0,1,0,0,0,0,1,3,.125,.222,.375,.597,3,0,0,0,0,0,1
Mike Rivera,23,4,13,13,0,3,3,0,0,1,0,0,0,2,.231,.231,.462,.692,6,0,0,0,0,0,1
Sean Runyan*,26,44,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,0,0,0,1
Rob Sasser,25,137,544,487,77,131,29,1,25,63,7,5,52,106,.269,.340,.487,.827,237,9,2,0,3,1,1
Brandon Villafuerte,24,46,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,0,0,0,1
Carlos Villalobos,25,18,59,48,2,6,0,1,0,4,0,0,9,12,.125,.263,.167,.430,8,1,0,2,0,0,0
Chris Wakeland*,26,141,561,492,65,133,25,2,28,76,4,5,60,148,.270,.351,.500,.851,246,8,4,0,5,6,1
Pat Watkins,27,77,330,304,50,76,12,0,8,36,2,4,19,28,.250,.297,.368,.665,112,13,2,3,2,0,1
