Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Jeremy Bonderman,23,14,8,.636,4.08,34,34,0,0,0,0,214.0,214,104,97,18,64,7,202,3,1,3,903,111,3.29,1.299,9.0,0.8,2.7,8.5,3.16,1
SP,Nate Robertson*,28,13,13,.500,3.84,32,32,0,1,0,0,208.2,206,98,89,29,67,2,137,8,0,6,881,118,4.72,1.308,8.9,1.3,2.9,5.9,2.04,1
SP,Kenny Rogers*,41,17,8,.680,3.84,34,33,1,0,0,0,204.0,195,97,87,23,62,2,99,9,0,5,849,118,4.69,1.260,8.6,1.0,2.7,4.4,1.60,1
SP,Justin Verlander,23,17,9,.654,3.63,30,30,0,1,1,0,186.0,187,78,75,21,60,1,124,6,1,5,776,125,4.35,1.328,9.0,1.0,2.9,6.0,2.07,1
SP,Zach Miner,24,7,6,.538,4.84,27,16,4,1,0,0,93.0,100,53,50,11,32,1,59,0,0,1,398,94,4.45,1.419,9.7,1.1,3.1,5.7,1.84,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Todd Jones,38,2,6,.250,3.94,62,0,56,0,0,37,64.0,70,31,28,4,11,3,28,3,0,2,272,115,3.74,1.266,9.8,0.6,1.5,3.9,2.55,1
RP,Joel Zumaya,21,6,3,.667,1.94,62,0,12,0,0,1,83.1,56,20,18,6,42,2,97,2,0,4,350,233,3.34,1.176,6.0,0.6,4.5,10.5,2.31,1
RP,Fernando Rodney,29,7,4,.636,3.52,63,0,30,0,0,7,71.2,51,36,28,6,34,4,65,8,0,3,304,129,4.18,1.186,6.4,0.8,4.3,8.2,1.91,1
RP,Jason Grilli,29,2,3,.400,4.21,51,0,18,0,0,0,62.0,61,31,29,6,25,3,31,5,0,5,270,108,4.86,1.387,8.9,0.9,3.6,4.5,1.24,1
RP,Jamie Walker*,34,0,1,.000,2.81,56,0,14,0,0,0,48.0,47,15,15,8,8,3,37,0,0,1,196,162,4.27,1.146,8.8,1.5,1.5,6.9,4.63,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wil Ledezma*,25,3,3,.500,3.58,24,7,2,0,0,0,60.1,60,28,24,5,23,0,39,2,0,2,264,127,4.17,1.376,9.0,0.7,3.4,5.8,1.70,1
,Mike Maroth*,28,5,2,.714,4.19,13,9,2,0,0,0,53.2,64,26,25,11,16,1,24,1,0,0,234,108,5.87,1.491,10.7,1.8,2.7,4.0,1.50,1
,Roman Colon,26,2,0,1.000,4.89,20,1,4,0,0,1,38.2,46,21,21,6,14,2,25,1,0,6,170,93,5.03,1.552,10.7,1.4,3.3,5.8,1.79,1
,Bobby Seay*,28,0,0,,6.46,14,0,6,0,0,0,15.1,14,11,11,1,9,1,12,3,0,0,71,72,4.78,1.500,8.2,0.6,5.3,7.0,1.33,1
,Jordan Tata,24,0,0,,6.14,8,0,2,0,0,0,14.2,14,11,10,1,7,1,6,0,0,0,65,75,4.65,1.432,8.6,0.6,4.3,3.7,0.86,1
,Chris Spurling,29,0,0,,3.18,9,0,3,0,0,0,11.1,13,4,4,2,4,2,4,0,0,0,49,147,5.79,1.500,10.3,1.6,3.2,3.2,1.00,1
,Andrew Miller*,21,0,1,.000,6.10,8,0,3,0,0,0,10.1,8,9,7,0,10,0,6,2,0,1,51,77,5.47,1.742,7.0,0.0,8.7,5.2,0.60,1
,Chad Durbin,28,0,0,,1.50,3,0,1,0,0,0,6.0,6,1,1,1,0,0,3,0,0,0,24,318,4.31,1.000,9.0,1.5,0.0,4.5,,1
,Colby Lewis,26,0,0,,3.00,2,0,1,0,0,0,3.0,8,1,1,1,1,0,5,0,0,0,18,168,5.15,3.000,24.0,3.0,3.0,15.0,5.00,1
,Team Totals,28.3,95,67,.586,3.84,162,162,159,3,1,46,1448.0,1420,675,618,160,489,35,1003,53,2,44,6145,118,4.32,1.318,8.8,1.0,3.0,6.2,2.05,1
,Rank in 14 AL teams,,3,12,,1,,,,9,1,4,4 ,2,1,1,2,5,,9,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
