Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Erik Bedard*,27,15,11,.577,3.76,33,33,0,0,0,0,196.1,196,92,82,16,69,0,171,5,0,6,844,120,3.60,1.350,9.0,0.7,3.2,7.8,2.48,1
SP,Rodrigo Lopez,30,9,18,.333,5.90,36,29,2,0,0,0,189.0,234,129,124,32,59,2,136,4,1,6,847,77,4.91,1.550,11.1,1.5,2.8,6.5,2.31,1
SP,Kris Benson,31,11,12,.478,4.82,30,30,0,3,0,0,183.0,199,105,98,33,58,2,88,7,0,6,781,94,5.60,1.404,9.8,1.6,2.9,4.3,1.52,1
SP,Daniel Cabrera,25,9,10,.474,4.74,26,26,0,2,1,0,148.0,130,82,78,11,104,1,157,5,1,17,662,95,4.20,1.581,7.9,0.7,6.3,9.5,1.51,1
SP,Adam Loewen*,22,6,6,.500,5.37,22,19,1,0,0,0,112.1,111,72,67,8,62,0,98,8,1,3,504,84,4.20,1.540,8.9,0.6,5.0,7.9,1.58,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Chris Ray,24,4,4,.500,2.73,61,0,56,0,0,33,66.0,45,22,20,10,27,2,51,1,0,2,267,167,4.84,1.091,6.1,1.4,3.7,7.0,1.89,1
RP,LaTroy Hawkins,33,3,2,.600,4.48,60,0,12,0,0,0,60.1,73,30,30,4,15,3,27,0,0,2,261,102,3.86,1.459,10.9,0.6,2.2,4.0,1.80,1
RP,Todd Williams,35,2,4,.333,4.74,62,0,5,0,0,1,57.0,76,36,30,8,19,3,24,2,0,6,260,96,5.23,1.667,12.0,1.3,3.0,3.8,1.26,1
RP,Chris Britton,23,0,2,.000,3.35,52,0,12,0,0,1,53.2,46,22,20,4,17,3,41,0,0,0,221,136,3.54,1.174,7.7,0.7,2.9,6.9,2.41,1
RP,Sendy Rleal,26,1,1,.500,4.44,42,0,14,0,0,0,46.2,48,25,23,10,23,1,19,0,0,0,203,103,6.60,1.521,9.3,1.9,4.4,3.7,0.83,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bruce Chen*,29,0,7,.000,6.93,40,12,16,0,0,0,98.2,137,81,76,28,35,3,70,0,0,1,453,65,6.48,1.743,12.5,2.6,3.2,6.4,2.00,1
,Russ Ortiz,32,0,3,.000,8.48,20,5,5,0,0,0,40.1,59,39,38,15,18,0,23,2,0,2,190,54,8.33,1.909,13.2,3.3,4.0,5.1,1.28,1
,Kurt Birkins*,25,5,2,.714,4.94,35,0,4,0,0,0,31.0,25,19,17,4,16,0,27,3,0,3,136,93,4.92,1.323,7.3,1.2,4.6,7.8,1.69,1
,John Halama*,34,3,1,.750,6.14,17,1,7,0,0,0,29.1,38,20,20,6,13,2,12,0,0,0,132,74,6.32,1.739,11.7,1.8,4.0,3.7,0.92,1
,Julio Manon,33,0,1,.000,5.40,22,0,8,0,0,0,20.0,23,13,12,5,16,1,22,2,0,1,103,85,6.90,1.950,10.4,2.3,7.2,9.9,1.38,1
,Hayden Penn,21,0,4,.000,15.10,6,6,0,0,0,0,19.2,38,33,33,8,13,0,8,2,0,0,112,30,9.91,2.593,17.4,3.7,5.9,3.7,0.62,1
,Eddy Rodriguez,24,1,1,.500,7.20,9,0,6,0,0,0,15.0,17,14,12,5,10,0,11,0,0,1,72,64,8.01,1.800,10.2,3.0,6.0,6.6,1.10,1
,Jim Brower,33,0,1,.000,13.86,12,0,1,0,0,0,12.1,21,19,19,1,13,1,9,3,0,2,71,33,6.63,2.757,15.3,0.7,9.5,6.6,0.69,1
,Jim Hoey,23,0,1,.000,10.24,12,0,2,0,0,0,9.2,14,11,11,1,5,0,6,2,1,0,49,46,5.42,1.966,13.0,0.9,4.7,5.6,1.20,1
,Winston Abreu,29,0,0,,10.13,7,0,2,0,0,0,8.0,10,10,9,1,6,1,6,1,0,0,42,47,5.90,2.000,11.3,1.1,6.8,6.8,1.00,1
,Brian Burres*,25,0,0,,2.25,11,0,2,0,0,0,8.0,6,2,2,1,1,0,6,0,0,0,31,209,3.65,0.875,6.8,1.1,1.1,6.8,6.00,1
,Tim Byrdak*,32,1,0,1.000,12.86,16,0,2,0,0,0,7.0,14,10,10,2,8,1,2,0,0,1,42,37,9.72,3.143,18.0,2.6,10.3,2.6,0.25,1
,Eric DuBose*,30,0,0,,9.64,2,0,0,0,0,0,4.2,10,5,5,2,3,0,2,0,0,0,23,50,9.79,2.786,19.3,3.9,5.8,3.9,0.67,1
,Jim Johnson,23,0,1,.000,24.00,1,1,0,0,0,0,3.0,9,8,8,1,3,0,0,1,0,0,21,21,11.48,4.000,27.0,3.0,9.0,0.0,0.00,1
,Team Totals,28.0,70,92,.432,5.35,162,162,157,5,1,35,1419.0,1579,899,843,216,613,26,1016,48,4,59,6327,85,5.09,1.545,10.0,1.4,3.9,6.4,1.66,1
,Rank in 14 AL teams,,12,3,,13,,,,4,6,11,14 ,11,13,13,14,13,,7,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
