Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Scott Kazmir*,22,10,8,.556,3.24,24,24,0,1,1,0,144.2,132,59,52,15,52,3,163,2,0,6,610,141,3.36,1.272,8.2,0.9,3.2,10.1,3.13,1
SP,Casey Fossum*,28,6,6,.500,5.33,25,25,0,0,0,0,130.0,136,89,77,18,63,3,88,12,1,4,594,86,5.32,1.531,9.4,1.2,4.4,6.1,1.40,1
SP,James Shields,24,6,8,.429,4.84,21,21,0,1,0,0,124.2,141,69,67,18,38,5,104,5,0,9,540,95,4.39,1.436,10.2,1.3,2.7,7.5,2.74,1
SP,Tim Corcoran,28,5,9,.357,4.38,21,16,2,0,0,0,90.1,92,48,44,10,48,3,59,4,1,0,396,105,5.01,1.550,9.2,1.0,4.8,5.9,1.23,1
SP,Jae Weong Seo,29,1,8,.111,5.00,17,16,0,0,0,0,90.0,122,56,50,17,31,3,39,3,0,4,411,92,5.87,1.700,12.2,1.7,3.1,3.9,1.26,1
SP,Mark Hendrickson*,32,4,8,.333,3.81,13,13,0,1,1,0,89.2,81,42,38,10,34,0,51,2,0,4,377,120,4.66,1.283,8.1,1.0,3.4,5.1,1.50,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Tyler Walker,30,1,3,.250,4.95,20,0,16,0,0,10,20.0,18,11,11,0,7,0,16,0,0,0,83,94,2.60,1.250,8.1,0.0,3.2,7.2,2.29,1
RP,Ruddy Lugo,26,2,4,.333,3.81,64,0,24,0,0,0,85.0,75,39,36,4,37,0,48,5,0,3,363,120,4.11,1.318,7.9,0.4,3.9,5.1,1.30,1
RP,Shawn Camp,30,7,4,.636,4.68,75,0,15,0,0,4,75.0,93,43,39,9,19,3,53,7,0,4,328,98,4.33,1.493,11.2,1.1,2.3,6.4,2.79,1
RP,Brian Meadows,30,3,6,.333,5.17,53,0,27,0,0,8,69.2,90,43,40,14,15,4,35,0,0,2,311,89,5.40,1.507,11.6,1.8,1.9,4.5,2.33,1
RP,Jon Switzer*,26,2,2,.500,4.54,40,0,6,0,0,0,33.2,38,19,17,5,19,3,18,1,0,3,157,101,5.79,1.693,10.2,1.3,5.1,4.8,0.95,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Seth McClung,25,6,12,.333,6.29,39,15,20,0,0,6,103.0,120,77,72,14,68,5,59,3,0,7,489,73,5.84,1.825,10.5,1.2,5.9,5.2,0.87,1
,Doug Waechter,25,1,4,.200,6.62,11,10,0,0,0,0,53.0,67,40,39,6,19,1,25,5,0,0,249,69,5.03,1.623,11.4,1.0,3.2,4.2,1.32,1
,Jason Hammel,23,0,6,.000,7.77,9,9,0,0,0,0,44.0,61,38,38,7,21,0,32,1,2,3,208,59,5.26,1.864,12.5,1.4,4.3,6.5,1.52,1
,J.P. Howell*,23,1,3,.250,5.10,8,8,0,0,0,0,42.1,52,25,24,4,14,0,33,3,0,1,187,90,4.02,1.559,11.1,0.9,3.0,7.0,2.36,1
,Travis Harper,30,2,0,1.000,4.93,30,0,7,0,0,0,42.0,62,27,23,6,13,1,32,2,1,2,196,93,4.55,1.786,13.3,1.3,2.8,6.9,2.46,1
,Chad Harville,29,0,2,.000,5.93,32,0,14,0,0,1,41.0,44,27,27,5,22,2,30,0,2,4,184,78,4.88,1.610,9.7,1.1,4.8,6.6,1.36,1
,Edwin Jackson,22,0,0,,5.45,23,1,7,0,0,0,36.1,42,27,22,2,25,0,27,1,1,3,174,85,4.52,1.844,10.4,0.5,6.2,6.7,1.08,1
,Dan Miceli,35,1,2,.333,3.94,33,0,14,0,0,4,32.0,25,17,14,4,20,3,18,1,0,3,142,117,5.62,1.406,7.0,1.1,5.6,5.1,0.90,1
,Chad Orvella,25,1,5,.167,7.40,22,0,5,0,0,0,24.1,36,23,20,6,20,0,17,3,0,1,130,63,7.79,2.301,13.3,2.2,7.4,6.3,0.85,1
,Brian Stokes,26,1,0,1.000,4.88,5,4,0,0,0,0,24.0,31,13,13,2,9,0,15,1,0,0,110,95,4.23,1.667,11.6,0.8,3.4,5.6,1.67,1
,Juan Salas,27,0,0,,5.40,8,0,2,0,0,0,10.0,13,7,6,1,3,0,8,0,0,3,48,87,3.75,1.600,11.7,0.9,2.7,7.2,2.67,1
,Scott Dunn,28,1,0,1.000,11.74,7,0,0,0,0,0,7.2,17,10,10,2,4,0,4,2,0,3,45,41,7.84,2.739,20.0,2.3,4.7,4.7,1.00,1
,Jason Childers,31,0,1,.000,4.70,5,0,0,0,0,0,7.2,12,6,4,1,4,0,5,0,0,1,40,101,5.10,2.087,14.1,1.2,4.7,5.9,1.25,1
,Jesus Colome,28,0,0,,27.00,1,0,0,0,0,0,0.1,0,1,1,0,1,0,0,0,0,0,2,34,12.15,3.000,0.0,0.0,27.0,0.0,0.00,1
,Team Totals,26.8,61,101,.377,4.96,162,162,159,3,2,33,1420.1,1600,856,782,180,606,39,979,63,8,70,6374,92,4.83,1.553,10.1,1.1,3.8,6.2,1.62,1
,Rank in 14 AL teams,,14,1,,12,,,,9,9,13,13 ,13,12,12,7,12,,11,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
