Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Riley Adams,21,52,227,203,26,62,16,1,3,35,1,1,18,50,.305,.374,.438,.813,89,3,5,0,1,0,,1
Deiferson Barreto,22,48,186,173,18,43,6,2,0,14,3,4,6,21,.249,.280,.306,.587,53,10,2,4,1,1,,0
Kacy Clemens*,22,62,269,230,32,63,14,3,4,45,4,0,38,52,.274,.379,.413,.792,95,6,1,0,0,0,,0
Javier Hernandez,20,5,20,19,3,6,1,2,0,6,0,0,1,5,.316,.350,.579,.929,11,1,0,0,0,0,,0
David Jacob*,22,23,99,90,11,24,3,0,4,22,0,0,7,22,.267,.323,.433,.757,39,1,1,0,1,0,,0
Lance Jones,24,8,31,26,6,11,2,0,0,5,1,0,2,5,.423,.467,.500,.967,13,0,1,1,1,0,,0
Cullen Large#,21,34,151,126,16,31,8,1,0,7,3,0,18,28,.246,.356,.325,.681,41,3,4,2,1,0,,0
Bryan Lizardo#,19,54,222,203,17,43,6,2,1,16,2,1,17,65,.212,.276,.276,.552,56,4,1,1,0,0,,0
Brock Lundquist*,21,51,217,183,28,46,13,2,2,19,6,4,26,39,.251,.364,.377,.741,69,4,7,0,1,0,,0
Matt Morgan,21,30,106,92,13,13,3,1,2,8,1,0,12,42,.141,.255,.261,.516,24,0,2,0,0,0,,0
Cam O'Brien#,24,11,40,37,3,8,1,0,0,0,0,0,1,12,.216,.275,.243,.518,9,0,2,0,0,0,,0
Norberto Obeso*,21,62,250,210,24,53,8,1,2,23,3,2,34,38,.252,.364,.329,.693,69,5,3,3,0,0,,0
Brandon Polizzi,21,38,123,111,15,22,4,1,1,12,6,0,10,33,.198,.270,.279,.550,31,0,1,1,0,0,,0
Reggie Pruitt,20,72,310,279,49,64,9,2,2,13,28,8,23,80,.229,.297,.297,.595,83,2,4,4,0,0,,0
Francisco Rodriguez,22,3,7,6,0,0,0,0,0,0,0,0,1,2,.000,.143,.000,.143,0,0,0,0,0,0,,0
Yorman Rodriguez,19,5,22,21,1,4,1,0,0,0,0,1,1,2,.190,.227,.238,.465,5,0,0,0,0,0,,0
Mattingly Romanin,24,26,90,70,11,14,3,0,0,7,2,1,13,24,.200,.378,.243,.621,17,2,7,0,0,0,,0
Jesus Severino,20,2,7,6,0,0,0,0,0,0,0,0,1,2,.000,.143,.000,.143,0,0,0,0,0,0,,0
Owen Spiwak*,22,28,110,95,9,20,5,0,1,11,2,1,13,39,.211,.312,.295,.607,28,3,1,1,0,0,,0
Samad Taylor,18,19,78,68,7,20,3,0,2,8,2,2,5,18,.294,.342,.426,.769,29,0,1,2,2,0,,0
Kevin Vicuna,19,46,209,189,34,53,3,1,0,17,14,7,11,36,.280,.333,.307,.640,58,5,5,2,2,0,,0
Logan Warmoth,21,39,174,160,18,49,11,2,1,20,5,2,7,33,.306,.356,.419,.775,67,4,6,0,1,0,,0
Chavez Young#,19,5,15,13,3,4,1,1,0,5,0,0,0,5,.308,.400,.538,.938,7,0,2,0,0,0,,0
23 Players,20.9,76,2963,2610,344,653,121,22,25,293,83,34,265,653,.250,.331,.342,.673,893,53,56,21,11,1,,0
