Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Willie Banks,32,8,5,.615,3.25,24,23,0,0,0,0,146.2,151,63,53,12,53,0,121,11,0,11,636,1.391,9.3,0.7,3.3,7.4,2.28,,1
Kevin Beirne,27,1,1,.500,1.57,18,0,6,0,0,0,28.2,24,6,5,2,3,1,17,2,0,0,115,0.942,7.5,0.6,0.9,5.3,5.67,,1
Jason Bell,26,0,1,.000,10.38,8,0,1,0,0,0,8.2,10,10,10,4,7,0,7,1,0,1,44,1.962,10.4,4.2,7.3,7.3,1.00,,0
Dave Bleazard,27,0,2,.000,9.88,5,2,2,0,0,0,13.2,15,15,15,2,11,0,7,1,0,0,66,1.902,9.9,1.3,7.2,4.6,0.64,,0
Brian Bowles,24,3,5,.375,2.91,66,0,24,0,0,6,77.1,56,30,25,3,44,4,81,7,3,14,338,1.293,6.5,0.3,5.1,9.4,1.84,,1
Scott Cassidy,25,3,3,.500,2.71,11,11,0,0,0,0,63.0,60,24,19,6,26,0,48,6,0,1,276,1.365,8.6,0.9,3.7,6.9,1.85,,1
Vinnie Chulk,22,1,0,1.000,1.50,5,0,2,0,0,0,6.0,5,1,1,0,4,0,3,0,0,3,25,1.500,7.5,0.0,6.0,4.5,0.75,,1
Pasqual Coco,23,8,6,.571,4.66,22,22,0,0,0,0,121.2,128,67,63,11,50,0,82,8,3,9,529,1.463,9.5,0.8,3.7,6.1,1.64,,1
Mark Comolli,22,0,0,,0.00,1,1,0,0,0,0,4.0,4,1,0,0,1,0,1,0,0,0,15,1.250,9.0,0.0,2.3,2.3,1.00,,0
Brad Cornett,32,1,0,1.000,6.35,6,0,2,0,0,0,11.1,17,8,8,0,5,1,6,0,0,1,53,1.941,13.5,0.0,4.0,4.8,1.20,,1
Pat Daneker,25,2,5,.286,8.94,10,10,0,1,0,0,50.1,75,53,50,9,17,0,14,3,0,3,237,1.828,13.4,1.6,3.0,2.5,0.82,,1
Matt DeWitt,23,3,2,.600,2.78,53,0,47,0,0,27,58.1,45,20,18,4,17,1,44,1,0,2,239,1.063,6.9,0.6,2.6,6.8,2.59,,1
Jason Dickson,28,4,7,.364,7.18,11,11,0,0,0,0,57.2,75,52,46,11,19,0,40,6,0,0,267,1.630,11.7,1.7,3.0,6.2,2.11,,1
John Dillinger,27,11,7,.611,3.99,26,26,0,1,1,0,155.2,150,79,69,10,58,1,108,15,0,15,669,1.336,8.7,0.6,3.4,6.2,1.86,,0
Rendy Espina*,23,6,1,.857,3.64,36,0,11,0,0,0,47.0,41,26,19,4,17,1,33,5,1,1,199,1.234,7.9,0.8,3.3,6.3,1.94,,0
Scott Eyre*,29,4,6,.400,3.18,62,2,12,0,0,0,79.1,67,30,28,8,26,4,96,5,0,6,334,1.172,7.6,0.9,2.9,10.9,3.69,,1
Bob File,24,0,0,,0.00,2,0,1,0,0,0,4.0,1,0,0,0,0,0,3,2,0,0,14,0.250,2.3,0.0,0.0,6.8,,,1
Neomar Flores,19,0,0,,3.86,2,1,0,0,0,0,7.0,4,3,3,1,2,0,2,0,0,0,27,0.857,5.1,1.3,2.6,2.6,1.00,,0
John Frascatore,31,1,4,.200,4.14,37,0,12,0,0,2,37.0,47,20,17,4,9,1,18,1,0,2,167,1.514,11.4,1.0,2.2,4.4,2.00,,1
Roy Halladay,24,1,0,1.000,3.21,2,2,0,0,0,0,14.0,12,5,5,2,0,0,13,0,0,2,55,0.857,7.7,1.3,0.0,8.4,,,1
Mark Hendrickson*,27,2,9,.182,4.66,38,6,7,0,0,0,73.1,80,43,38,13,18,1,33,3,0,2,315,1.336,9.8,1.6,2.2,4.1,1.83,,1
Butch Henry*,32,6,4,.600,4.02,12,12,0,1,0,0,78.1,91,38,35,5,9,1,49,2,0,0,323,1.277,10.5,0.6,1.0,5.6,5.44,,1
Brandon Lyon,21,5,3,.625,3.69,11,11,0,2,1,0,68.1,68,33,28,7,10,0,53,1,0,0,279,1.141,9.0,0.9,1.3,7.0,5.30,,1
Matt McClellan,24,1,2,.333,3.27,29,1,12,0,0,2,52.1,49,21,19,4,20,1,44,2,0,6,228,1.318,8.4,0.7,3.4,7.6,2.20,,0
Steve Parris,33,0,0,,4.70,2,2,0,0,0,0,7.2,6,4,4,1,2,0,8,1,0,1,32,1.043,7.0,1.2,2.3,9.4,4.00,,1
Tyler Renwick,22,0,0,,3.18,2,0,0,0,0,0,5.2,7,2,2,1,4,0,2,0,0,0,26,1.941,11.1,1.6,6.4,3.2,0.50,,0
Santo Valdez,19,0,0,,1.80,1,1,0,0,0,0,5.0,5,1,1,0,1,0,2,0,0,0,18,1.200,9.0,0.0,1.8,3.6,2.00,,0
27 Players,26.2,71,73,.493,4.08,144,144,139,5,9,37,1282.0,1293,655,581,124,433,17,935,83,7,80,5526,1.346,9.1,0.9,3.0,6.6,2.16,,0
