year,exit,observed,pct
1,TRUE,TRUE,0.034722222222222224
1,TRUE,FALSE,0.16477198081255223
2,TRUE,TRUE,0.17456896551724138
2,TRUE,FALSE,0.09430862001377259
3,TRUE,TRUE,0.09794061302681993
3,TRUE,FALSE,0.04341983727401742
4,TRUE,TRUE,0.04310344827586207
4,TRUE,FALSE,0.015061414246813927
5,TRUE,TRUE,0.011973180076628353
5,TRUE,FALSE,0.003820410750279551
6,TRUE,TRUE,0.0028735632183908046
6,TRUE,FALSE,7.117623966682792e-4
7,TRUE,TRUE,4.7892720306513413e-4
7,TRUE,FALSE,1.0020517232531471e-4
8,TRUE,TRUE,2.3946360153256706e-4
8,TRUE,FALSE,1.110575895450993e-5
9,TRUE,TRUE,2.3946360153256706e-4
9,TRUE,FALSE,1.0127325142093299e-6
10,TRUE,TRUE,0
10,TRUE,FALSE,7.920416551239571e-8
1,FALSE,TRUE,0.08093869731800767
1,FALSE,FALSE,0.1428172540611932
2,FALSE,TRUE,0.34698275862068967
2,FALSE,FALSE,0.17219728631124498
3,FALSE,TRUE,0.1453544061302682
3,FALSE,FALSE,0.13873473893068897
4,FALSE,TRUE,0.04597701149425287
4,FALSE,FALSE,0.07492697119288558
5,FALSE,TRUE,0.011733716475095786
5,FALSE,FALSE,0.02772655210318844
6,FALSE,TRUE,0.0011973180076628354
6,FALSE,FALSE,0.0072961557877885205
7,FALSE,TRUE,0.0014367816091954023
7,FALSE,FALSE,0.0014307692817796139
8,FALSE,TRUE,0
8,FALSE,FALSE,2.1987127333639075e-4
9,FALSE,TRUE,0
9,FALSE,FALSE,2.779390867742586e-5
10,FALSE,TRUE,2.3946360153256706e-4
10,FALSE,FALSE,3.017637406551308e-6
