Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Denny Bautista,20,3,1,.750,4.35,8,7,0,0,0,0,39.1,43,21,19,2,14,0,20,2,2,4,172,1.449,9.8,0.5,3.2,4.6,1.43,1,2001,A,MIA
Terry Byron,22,1,2,.333,7.90,4,2,0,0,0,0,13.2,12,13,12,0,7,0,11,1,0,4,61,1.390,7.9,0.0,4.6,7.2,1.57,0,2001,A,MIA
Ramon Castillo,22,11,2,.846,3.80,28,28,0,0,0,0,158.2,178,79,67,19,31,1,108,12,1,11,688,1.317,10.1,1.1,1.8,6.1,3.48,0,2001,A,MIA
Manuel Esquivia,21,8,7,.533,5.13,24,18,1,0,0,1,105.1,92,66,60,7,51,0,82,5,2,15,462,1.358,7.9,0.6,4.4,7.0,1.61,0,2001,A,MIA
Mike Flannery,21,3,4,.429,4.79,53,0,33,0,0,16,56.1,58,35,30,5,31,0,47,3,1,5,260,1.580,9.3,0.8,5.0,7.5,1.52,0,2001,A,MIA
Rolando Geigel,21,3,3,.500,4.06,30,1,6,0,0,0,44.1,39,22,20,1,28,1,19,10,0,7,199,1.511,7.9,0.2,5.7,3.9,0.68,0,2001,A,MIA
Kevin Halamicek,23,0,3,.000,4.70,20,0,9,0,0,0,30.2,31,17,16,3,13,0,17,4,0,5,137,1.435,9.1,0.9,3.8,5.0,1.31,0,2001,A,MIA
Brad Haynes,19,7,3,.700,3.81,17,17,0,0,0,0,89.2,86,50,38,4,39,0,73,11,1,6,402,1.394,8.6,0.4,3.9,7.3,1.87,0,2001,A,MIA
Rob Henkel*,22,0,0,,4.50,1,1,0,0,0,0,4.0,6,3,2,0,1,0,2,0,1,1,20,1.750,13.5,0.0,2.3,4.5,2.00,0,2001,A,MIA
Hansel Izquierdo,24,7,1,.875,1.32,24,2,5,0,0,2,47.2,27,8,7,1,13,0,42,3,2,1,181,0.839,5.1,0.2,2.5,7.9,3.23,1,2001,A,MIA
Chris Key*,23,7,0,1.000,2.35,54,1,13,0,0,3,92.0,89,30,24,6,10,1,71,2,0,7,369,1.076,8.7,0.6,1.0,6.9,7.10,0,2001,A,MIA
Eudy Lajara*,24,5,2,.714,4.44,36,0,10,0,0,0,48.2,44,29,24,5,21,0,48,5,0,6,210,1.336,8.1,0.9,3.9,8.9,2.29,0,2001,A,MIA
Gustavo Lopez,25,6,4,.600,3.58,17,17,0,0,0,0,93.0,89,42,37,2,27,0,63,2,0,11,392,1.247,8.6,0.2,2.6,6.1,2.33,0,2001,A,MIA
Mike McNutt,21,9,5,.643,3.94,28,25,1,1,0,1,146.1,152,72,64,14,20,0,107,6,3,13,602,1.175,9.3,0.9,1.2,6.6,5.35,0,2001,A,MIA
Randy Messenger,19,2,1,.667,3.93,14,0,7,0,0,0,18.1,22,13,8,0,5,0,14,2,0,0,85,1.473,10.8,0.0,2.5,6.9,2.80,1,2001,A,MIA
Vladimir Núñez,26,0,0,,9.00,1,1,0,0,0,0,1.0,3,1,1,0,0,0,0,0,0,0,5,3.000,27.0,0.0,0.0,0.0,,1,2001,A,MIA
Marc Sauer,21,2,2,.500,4.20,9,5,0,0,0,0,30.0,30,15,14,2,1,0,13,5,0,1,123,1.033,9.0,0.6,0.3,3.9,13.00,0,2001,A,MIA
Steve Sawyer,22,10,2,.833,4.20,55,0,25,0,0,7,70.2,78,39,33,5,27,0,37,4,2,10,316,1.486,9.9,0.6,3.4,4.7,1.37,0,2001,A,MIA
John Skinner,24,1,4,.200,3.00,25,0,5,0,0,0,36.0,36,16,12,1,8,1,26,1,0,3,151,1.222,9.0,0.3,2.0,6.5,3.25,0,2001,A,MIA
Brandon Sloan,23,3,4,.429,3.36,41,13,22,0,0,9,107.0,108,48,40,4,26,0,65,6,0,2,435,1.252,9.1,0.3,2.2,5.5,2.50,0,2001,A,MIA
