Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Eduardo Aldama,20,2,3,.400,4.95,8,8,0,0,0,0,36.1,35,22,20,3,9,0,30,5,0,1,157,1.211,8.7,0.7,2.2,7.4,3.33,0
Peter Birdwell,23,2,1,.667,3.94,16,1,8,0,0,0,32.0,32,22,14,6,21,1,28,5,1,5,148,1.656,9.0,1.7,5.9,7.9,1.33,0
Hunter Carnevale,21,3,1,.750,3.86,12,0,4,0,0,1,23.1,26,13,10,1,7,0,27,0,0,5,101,1.414,10.0,0.4,2.7,10.4,3.86,0
T.J. Chism*,21,4,0,1.000,0.45,18,0,7,0,0,0,20.0,15,2,1,0,6,0,17,0,0,2,80,1.050,6.8,0.0,2.7,7.7,2.83,0
Jacob deGrom,22,1,1,.500,5.19,6,6,0,0,0,0,26.0,35,15,15,2,6,1,22,0,0,1,115,1.577,12.1,0.7,2.1,7.6,3.67,1
Josh Edgin*,23,0,1,.000,2.84,18,0,8,0,0,3,31.2,28,15,10,2,12,0,41,4,1,1,139,1.263,8.0,0.6,3.4,11.7,3.42,1
Tony Feliz,24,0,0,,4.50,5,0,1,0,0,0,6.0,7,3,3,0,3,0,5,2,0,2,29,1.667,10.5,0.0,4.5,7.5,1.67,0
Gonzalez Germen,22,2,5,.286,3.69,10,10,0,0,0,0,61.0,64,33,25,3,11,0,54,4,1,2,256,1.230,9.4,0.4,1.6,8.0,4.91,1
Michael Hebert,19,3,7,.300,4.47,11,11,0,0,0,0,56.1,64,44,28,2,29,0,53,2,1,2,259,1.651,10.2,0.3,4.6,8.5,1.83,0
Lachlan Hodge*,21,0,3,.000,11.05,6,4,0,0,0,0,14.2,22,22,18,3,14,0,13,5,0,3,82,2.455,13.5,1.8,8.6,8.0,0.93,0
John Holdzkom,22,0,0,,11.25,5,0,1,0,0,0,4.0,4,7,5,0,8,0,8,2,2,3,27,3.000,9.0,0.0,18.0,18.0,1.00,1
Chase Huchingson*,21,0,1,.000,4.09,5,2,1,0,0,0,11.0,9,6,5,1,5,0,13,1,0,2,48,1.273,7.4,0.8,4.1,10.6,2.60,0
Adam Kolarek*,21,0,0,,3.86,5,0,0,0,0,0,9.1,3,4,4,1,3,0,15,1,0,0,34,0.643,2.9,1.0,2.9,14.5,5.00,1
Jonathan Kountis,22,0,1,.000,4.35,5,5,0,0,0,0,20.2,21,13,10,3,10,0,16,5,0,0,94,1.500,9.1,1.3,4.4,7.0,1.60,0
Bret Mitchell,21,2,2,.500,5.94,8,8,0,0,0,0,36.1,39,26,24,4,13,0,42,4,1,3,164,1.431,9.7,1.0,3.2,10.4,3.23,0
Richard Pena,22,0,1,.000,3.66,20,0,7,0,0,2,32.0,37,15,13,3,8,0,20,4,0,1,142,1.406,10.4,0.8,2.3,5.6,2.50,0
Samuel Taveras,21,2,1,.667,1.93,6,0,2,0,0,0,14.0,11,5,3,1,2,0,18,1,0,2,57,0.929,7.1,0.6,1.3,11.6,9.00,0
Jhonathan Torres*,20,1,1,.500,5.29,15,2,4,0,0,0,34.0,42,20,20,5,10,0,47,2,2,5,153,1.529,11.1,1.3,2.6,12.4,4.70,0
Orlando Tovar*,23,4,0,1.000,3.43,13,4,2,0,0,0,44.2,51,26,17,3,9,0,40,1,0,0,190,1.343,10.3,0.6,1.8,8.1,4.44,0
Carlos Vazquez*,18,0,1,.000,2.25,2,2,0,0,0,0,12.0,6,3,3,1,3,0,7,2,0,0,44,0.750,4.5,0.8,2.3,5.3,2.33,0
Zachary Von Tersch,22,0,2,.000,9.28,4,2,0,0,0,0,10.2,18,12,11,7,5,0,11,2,0,4,59,2.156,15.2,5.9,4.2,9.3,2.20,0
Jeff Walters,22,0,2,.000,8.10,3,2,0,0,0,0,10.0,13,11,9,2,6,0,9,1,0,1,49,1.900,11.7,1.8,5.4,8.1,1.50,0
Todd Weldon,22,1,3,.250,3.96,19,0,16,0,0,6,25.0,16,15,11,2,14,1,30,0,0,4,107,1.200,5.8,0.7,5.0,10.8,2.14,0
Steve Winnick,22,1,2,.333,4.57,13,0,6,0,0,2,21.2,26,18,11,0,7,0,12,4,0,2,101,1.523,10.8,0.0,2.9,5.0,1.71,0
