Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Erik Averill*,21,1,2,.333,1.59,6,3,0,0,0,0,22.2,12,6,4,0,7,0,18,3,0,1,89,0.838,4.8,0.0,2.8,7.1,2.57,0
Eric Beattie,22,0,1,.000,20.25,10,1,2,0,0,0,10.2,10,25,24,0,30,0,6,6,0,15,75,3.750,8.4,0.0,25.3,5.1,0.20,0
Garrett Berger,22,0,0,,11.32,7,0,0,0,0,0,10.1,9,18,13,0,27,0,11,6,0,12,73,3.484,7.8,0.0,23.5,9.6,0.41,0
Jesse Caraballo,18,1,3,.250,5.23,12,5,1,0,0,0,43.0,49,26,25,7,13,0,26,3,0,11,187,1.442,10.3,1.5,2.7,5.4,2.00,0
Rhiner Cruz,18,1,0,1.000,4.50,14,0,8,0,0,1,28.0,35,15,14,5,12,0,23,5,0,4,136,1.679,11.3,1.6,3.9,7.4,1.92,1
Luke French*,19,1,0,1.000,7.59,2,2,0,0,0,0,10.2,16,10,9,3,0,0,9,0,0,1,47,1.500,13.5,2.5,0.0,7.6,,1
Ramon Garcia*,20,5,3,.625,3.65,10,10,0,0,0,0,56.2,53,27,23,4,14,0,25,2,1,9,233,1.182,8.4,0.6,2.2,4.0,1.79,0
Luis Gil,21,3,3,.500,3.04,9,8,1,0,0,0,53.1,42,24,18,1,12,0,47,2,1,3,213,1.013,7.1,0.2,2.0,7.9,3.92,0
Tom Lyons,22,1,2,.333,3.45,7,3,1,0,0,0,15.2,13,17,6,2,11,0,13,3,0,4,76,1.532,7.5,1.1,6.3,7.5,1.18,0
Phil Napolitan,22,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,2,0,0,0,4,1.000,0.0,0.0,9.0,18.0,2.00,0
Orlando Perdomo,21,3,2,.600,2.65,17,5,11,0,0,7,37.1,25,14,11,0,19,1,39,3,0,1,160,1.179,6.0,0.0,4.6,9.4,2.05,0
Matt Rusch,22,1,3,.250,3.06,7,6,1,0,0,1,35.1,35,18,12,2,2,0,16,5,0,1,151,1.047,8.9,0.5,0.5,4.1,8.00,0
Adriano Santos,20,1,3,.250,4.13,20,0,13,0,0,5,28.1,31,15,13,1,15,0,30,2,0,1,129,1.624,9.8,0.3,4.8,9.5,2.00,0
Waldy Sierra,18,2,2,.500,9.27,12,1,5,0,0,0,22.1,25,27,23,1,22,0,13,3,0,8,118,2.104,10.1,0.4,8.9,5.2,0.59,0
Miguel Trejo,20,2,1,.667,2.08,19,0,9,0,0,3,26.0,20,7,6,1,10,0,24,0,1,1,105,1.154,6.9,0.3,3.5,8.3,2.40,0
Joey Watts*,23,0,1,.000,1.69,5,0,1,0,0,0,5.1,7,4,1,0,1,0,3,0,0,0,24,1.500,11.8,0.0,1.7,5.1,3.00,0
Brendan Wise,19,2,4,.333,4.87,10,10,0,0,0,0,57.1,60,39,31,6,9,1,35,13,0,3,249,1.203,9.4,0.9,1.4,5.5,3.89,0
