Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Patrick Bryant,19,1,3,.250,6.44,13,6,2,0,0,1,36.1,38,31,26,1,22,0,25,10,0,9,176,1.651,9.4,0.2,5.4,6.2,1.14,0
Omar Burgos,22,0,0,,6.64,15,0,9,0,0,2,20.1,29,17,15,0,7,0,5,1,1,5,97,1.770,12.8,0.0,3.1,2.2,0.71,0
Alex Burnett,17,4,2,.667,4.10,13,8,2,0,0,0,48.1,50,25,22,6,14,1,33,7,0,1,212,1.324,9.3,1.1,2.6,6.1,2.36,1
Jose Castillo,20,4,4,.500,3.00,11,9,0,0,0,0,48.0,50,27,16,0,19,0,27,4,0,4,211,1.438,9.4,0.0,3.6,5.1,1.42,0
José Cordero,21,0,2,.000,2.25,12,0,4,0,0,1,24.0,24,9,6,0,10,1,20,2,0,4,103,1.417,9.0,0.0,3.8,7.5,2.00,0
Aaron Craig,19,1,3,.250,3.97,21,0,20,0,0,10,22.2,20,12,10,2,7,1,23,5,0,2,103,1.191,7.9,0.8,2.8,9.1,3.29,0
Nathan Crawford,18,0,0,,5.09,14,0,4,0,0,1,23.0,25,15,13,0,15,0,16,4,0,5,110,1.739,9.8,0.0,5.9,6.3,1.07,0
Kyle Edlich*,19,4,2,.667,1.70,10,9,0,0,0,0,47.2,42,13,9,1,15,0,53,5,0,5,194,1.196,7.9,0.2,2.8,10.0,3.53,0
Danny Hernandez,19,1,1,.500,5.48,13,2,2,0,0,0,21.1,18,16,13,0,17,0,19,7,0,3,103,1.641,7.6,0.0,7.2,8.0,1.12,0
Brandon McConnell,20,5,4,.556,4.14,11,11,0,1,0,0,63.0,76,33,29,4,12,0,39,9,0,3,278,1.397,10.9,0.6,1.7,5.6,3.25,0
Walter Patton,20,3,1,.750,7.43,17,1,2,0,0,0,23.0,25,20,19,0,24,0,20,1,0,5,115,2.130,9.8,0.0,9.4,7.8,0.83,0
Jeff Schoenbachler*,19,2,2,.500,3.97,9,8,0,0,0,0,45.1,50,28,20,3,15,0,45,1,0,5,201,1.434,9.9,0.6,3.0,8.9,3.00,0
Matthew Williams,18,3,2,.600,1.93,20,0,8,0,0,3,37.1,33,11,8,2,13,0,42,1,0,1,154,1.232,8.0,0.5,3.1,10.1,3.23,0
