Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Nick Additon*,27,5,3,.625,5.33,21,11,3,0,0,0,74.1,84,46,44,4,27,0,52,5,0,5,327,1.493,10.2,0.5,3.3,6.3,1.93,0
Jed Bradley*,25,2,4,.333,9.00,20,1,4,0,0,0,26.0,45,27,26,1,10,0,15,0,0,4,128,2.115,15.6,0.3,3.5,5.2,1.50,1
Hiram Burgos,27,3,4,.429,3.35,15,15,0,0,0,0,80.2,66,34,30,5,28,0,65,6,0,1,341,1.165,7.4,0.6,3.1,7.3,2.32,1
Jaye Chapman,28,2,3,.400,3.16,38,0,35,0,0,15,42.2,39,17,15,2,13,1,46,1,0,3,180,1.219,8.2,0.4,2.7,9.7,3.54,1
Tyler Cravy,25,7,7,.500,3.97,17,17,0,0,0,0,95.1,92,44,42,6,31,0,75,4,2,6,400,1.290,8.7,0.6,2.9,7.1,2.42,1
Zach Davies,22,1,2,.333,5.00,5,5,0,0,0,0,27.0,38,17,15,2,12,0,21,1,0,1,128,1.852,12.7,0.7,4.0,7.0,1.75,1
Tim Dillard,31,3,2,.600,5.50,27,6,8,0,0,0,54.0,62,34,33,3,21,3,44,5,1,1,244,1.537,10.3,0.5,3.5,7.3,2.10,1
John Ely,29,0,0,,9.39,2,2,0,0,0,0,7.2,11,8,8,0,5,0,8,0,0,0,39,2.087,12.9,0.0,5.9,9.4,1.60,1
Drew Gagnon,25,1,11,.083,6.93,20,18,1,0,0,0,89.2,110,73,69,12,52,1,51,4,0,14,415,1.807,11.0,1.2,5.2,5.1,0.98,1
David Goforth,26,0,4,.000,2.68,38,0,19,0,0,4,47.0,36,15,14,2,27,4,34,0,0,10,198,1.340,6.9,0.4,5.2,6.5,1.26,1
Preston Guilmet,27,2,2,.500,2.50,13,0,5,0,0,1,18.0,11,5,5,0,4,1,14,0,0,2,68,0.833,5.5,0.0,2.0,7.0,3.50,1
Jim Henderson,32,1,1,.500,4.55,29,1,12,0,0,2,29.2,31,15,15,4,17,2,25,0,0,2,132,1.618,9.4,1.2,5.2,7.6,1.47,1
Jeremy Horst*,29,1,1,.500,3.86,18,0,4,0,0,1,21.0,18,9,9,1,12,0,17,0,0,0,92,1.429,7.7,0.4,5.1,7.3,1.42,1
Taylor Jungmann,25,2,3,.400,6.37,11,9,0,0,0,0,59.1,61,44,42,2,29,0,54,4,0,10,258,1.517,9.3,0.3,4.4,8.2,1.86,1
Brandon Kintzler,30,1,1,.500,5.21,17,0,1,0,0,0,19.0,23,13,11,0,4,0,14,0,0,6,81,1.421,10.9,0.0,1.9,6.6,3.50,1
Michael Kirkman*,28,3,1,.750,2.81,33,0,2,0,0,1,32.0,19,11,10,1,28,3,34,3,0,3,146,1.469,5.3,0.3,7.9,9.6,1.21,1
Corey Knebel,23,1,2,.333,4.70,16,0,14,0,0,6,15.1,14,8,8,1,7,1,22,0,0,1,65,1.370,8.2,0.6,4.1,12.9,3.14,1
Brent Leach*,32,1,0,1.000,2.57,6,0,1,0,0,0,7.0,2,3,2,0,2,0,7,1,0,0,25,0.571,2.6,0.0,2.6,9.0,3.50,1
Chris Leroux,31,1,3,.250,8.15,7,1,2,0,0,0,17.2,26,16,16,3,8,0,17,0,0,4,84,1.925,13.2,1.5,4.1,8.7,2.13,1
Wirfin Obispo,30,0,1,.000,5.63,11,0,5,0,0,0,16.0,15,10,10,2,7,0,17,1,0,2,70,1.375,8.4,1.1,3.9,9.6,2.43,0
Jorge Ortega,22,1,0,1.000,1.50,1,1,0,0,0,0,6.0,8,1,1,0,1,0,3,0,0,1,27,1.500,12.0,0.0,1.5,4.5,3.00,0
Ariel Pena,26,2,2,.500,4.14,43,7,5,0,0,0,82.2,77,41,38,7,32,1,83,3,0,6,349,1.319,8.4,0.8,3.5,9.0,2.59,1
Chris Perez,29,0,0,,9.39,6,0,3,0,0,0,7.2,14,8,8,1,4,0,3,0,0,3,40,2.348,16.4,1.2,4.7,3.5,0.75,1
Josh Roenicke,32,7,12,.368,6.15,25,23,0,0,0,0,123.0,173,92,84,15,39,1,71,2,0,11,571,1.724,12.7,1.1,2.9,5.2,1.82,1
Austin Ross,26,3,1,.750,6.96,23,0,7,0,0,0,32.1,48,27,25,2,14,0,31,0,0,6,157,1.918,13.4,0.6,3.9,8.6,2.21,0
Michael Strong*,26,1,1,.500,7.16,12,1,2,0,0,0,16.1,19,13,13,2,11,0,12,0,0,2,77,1.837,10.5,1.1,6.1,6.6,1.09,1
Brent Suter*,25,3,1,.750,3.31,6,6,0,0,0,0,35.1,35,15,13,4,6,0,19,0,0,1,141,1.160,8.9,1.0,1.5,4.8,3.17,1
Tyler Thornburg,26,2,7,.222,5.28,17,17,0,0,0,0,88.2,106,55,52,16,36,0,57,1,0,3,396,1.602,10.8,1.6,3.7,5.8,1.58,1
Wei-Chung Wang*,23,1,0,1.000,0.00,1,1,0,0,0,0,6.0,4,0,0,0,0,0,5,0,0,0,22,0.667,6.0,0.0,0.0,7.5,,1
Rob Wooten,29,5,2,.714,4.67,44,1,10,0,0,1,52.0,56,29,27,9,14,2,50,2,1,0,228,1.346,9.7,1.6,2.4,8.7,3.57,1
