Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Jeremy Affeldt*,36,0,0,,0.00,2,0,0,0,0,0,3.0,0,0,0,0,1,0,2,1,0,1,12,0.333,0.0,0.0,3.0,6.0,2.00,1
Ty Blach*,24,11,12,.478,4.46,27,27,0,2,2,0,165.1,189,92,82,16,31,0,93,2,0,6,699,1.331,10.3,0.9,1.7,5.1,3.00,1
Clayton Blackburn,22,10,4,.714,2.85,23,20,0,0,0,0,123.0,127,46,39,6,32,1,99,6,0,5,518,1.293,9.3,0.4,2.3,7.2,3.09,0
Brett Bochy,27,6,1,.857,2.95,43,0,12,0,0,0,58.0,52,27,19,3,22,0,43,3,0,5,249,1.276,8.1,0.5,3.4,6.7,1.95,1
Mike Broadway,28,2,0,1.000,0.93,40,0,31,0,0,13,48.1,25,6,5,0,8,0,64,0,0,1,175,0.683,4.7,0.0,1.5,11.9,8.00,1
Matt Cain,30,1,2,.333,3.20,5,3,1,0,0,0,19.2,18,8,7,2,4,0,22,1,0,0,83,1.119,8.2,0.9,1.8,10.1,5.50,1
Robert Coello,30,6,3,.667,3.50,11,11,0,0,0,0,64.1,58,29,25,4,28,0,49,4,1,1,276,1.337,8.1,0.6,3.9,6.9,1.75,1
Erik Cordier,29,2,1,.667,1.04,31,0,16,0,0,9,34.2,20,9,4,0,25,0,43,0,0,5,150,1.298,5.2,0.0,6.5,11.2,1.72,1
Kevin Correia,34,0,1,.000,3.58,6,6,0,0,0,0,37.2,34,18,15,4,11,0,25,1,0,1,155,1.195,8.1,1.0,2.6,6.0,2.27,1
Jake Dunning,26,4,2,.667,6.85,13,7,1,0,0,0,46.0,67,42,35,9,21,0,35,4,0,4,229,1.913,13.1,1.8,4.1,6.8,1.67,1
Austin Fleet,28,2,3,.400,6.75,7,7,0,0,0,0,32.0,40,26,24,4,11,0,20,3,0,1,146,1.594,11.3,1.1,3.1,5.6,1.82,0
Cory Gearrin,29,2,2,.500,2.72,33,0,6,0,0,0,43.0,38,15,13,4,14,1,46,3,1,2,183,1.209,8.0,0.8,2.9,9.6,3.29,1
J.C. Gutierrez,31,0,1,.000,4.39,14,1,3,0,0,1,26.2,34,13,13,1,9,0,23,0,0,3,120,1.613,11.5,0.3,3.0,7.8,2.56,1
Cody Hall,27,1,3,.250,3.46,43,0,8,0,0,3,67.2,67,30,26,3,26,0,55,0,0,2,293,1.374,8.9,0.4,3.5,7.3,2.12,1
Tommy Hanson,28,3,5,.375,5.60,11,11,0,0,0,0,53.0,63,39,33,9,26,0,40,0,0,5,243,1.679,10.7,1.5,4.4,6.8,1.54,1
Braulio Lara*,26,0,5,.000,7.71,12,5,3,0,0,1,28.0,45,27,24,2,10,0,29,0,0,2,137,1.964,14.5,0.6,3.2,9.3,2.90,0
Jean Machi,33,1,0,1.000,0.00,4,0,2,0,0,0,5.0,3,0,0,0,1,0,6,0,0,0,19,0.800,5.4,0.0,1.8,10.8,6.00,1
Steven Okert*,23,5,3,.625,3.82,52,0,11,0,0,3,61.1,62,32,26,7,29,1,69,2,0,1,270,1.484,9.1,1.0,4.3,10.1,2.38,1
Josh Osich*,26,0,0,,0.00,6,0,5,0,0,2,7.0,3,1,0,0,2,0,11,0,0,1,27,0.714,3.9,0.0,2.6,14.1,5.50,1
Curtis Partch,28,1,3,.250,3.53,48,1,16,0,0,1,63.2,60,30,25,3,26,0,81,4,0,6,275,1.351,8.5,0.4,3.7,11.5,3.12,1
Jake Peavy,34,0,3,.000,6.12,6,6,0,0,0,0,32.1,39,22,22,5,9,0,28,2,0,1,144,1.485,10.9,1.4,2.5,7.8,3.11,1
Edwin Quirarte,28,0,0,,2.25,1,1,0,0,0,0,4.0,6,1,1,0,0,0,2,0,0,0,18,1.500,13.5,0.0,0.0,4.5,,0
Clay Rapada*,34,1,3,.250,2.84,46,0,15,0,0,0,44.1,47,19,14,3,15,0,32,1,0,1,197,1.398,9.5,0.6,3.0,6.5,2.13,1
Jack Snodgrass*,27,1,2,.333,4.84,8,2,1,0,0,0,22.1,24,13,12,4,12,0,20,1,0,1,103,1.612,9.7,1.6,4.8,8.1,1.67,0
Chris Stratton,24,4,5,.444,3.86,17,17,0,1,0,0,98.0,88,46,42,6,40,0,72,5,0,4,415,1.306,8.1,0.6,3.7,6.6,1.80,1
Hunter Strickland,26,1,1,.500,1.66,15,0,10,0,0,5,21.2,14,5,4,0,3,0,25,1,0,1,80,0.785,5.8,0.0,1.2,10.4,8.33,1
Nik Turley*,25,7,8,.467,4.56,19,19,0,0,0,0,102.2,93,64,52,15,48,0,85,1,0,13,440,1.373,8.2,1.3,4.2,7.5,1.77,1
