Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Imani Abdullah,20,0,2,.000,5.11,6,6,0,0,0,0,12.1,12,8,7,1,7,0,13,0,1,2,55,1.541,8.8,0.7,5.1,9.5,1.86,0,2017,A,LAD
A.J. Alexy,19,2,6,.250,3.67,19,19,0,0,0,0,73.2,46,32,30,3,37,1,86,8,2,7,303,1.127,5.6,0.4,4.5,10.5,2.32,1,2017,A,LAD
Stevie Berman,22,0,1,.000,20.25,1,0,0,0,0,0,1.1,2,3,3,0,3,0,1,0,0,0,8,3.750,13.5,0.0,20.3,6.8,0.33,0,2017,A,LAD
James Carter,23,0,0,,2.40,10,0,5,0,0,0,15.0,16,6,4,2,4,0,18,1,0,1,64,1.333,9.6,1.2,2.4,10.8,4.50,0,2017,A,LAD
Leo Crawford*,20,7,10,.412,4.60,25,24,0,0,0,0,135.0,134,80,69,12,47,0,97,4,5,4,588,1.341,8.9,0.8,3.1,6.5,2.06,0,2017,A,LAD
Logan Crouse,20,0,0,,3.00,1,0,0,0,0,0,3.0,3,1,1,0,0,0,1,0,0,0,12,1.000,9.0,0.0,0.0,3.0,,0,2017,A,LAD
Parker Curry,23,1,1,.500,1.88,5,1,2,0,0,1,14.1,8,5,3,2,3,0,17,0,0,1,55,0.767,5.0,1.3,1.9,10.7,5.67,0,2017,A,LAD
Luis De Paula*,25,0,2,.000,24.75,3,0,0,0,0,0,4.0,9,11,11,1,4,0,5,0,0,3,23,3.250,20.3,2.3,9.0,11.3,1.25,0,2017,A,LAD
Patrick Duester,23,2,0,1.000,4.71,15,0,9,0,0,1,21.0,19,11,11,3,7,0,20,1,0,3,87,1.238,8.1,1.3,3.0,8.6,2.86,0,2017,A,LAD
Carlos Felix,21,1,1,.500,3.86,3,2,0,0,0,0,14.0,19,9,6,1,3,0,14,0,0,1,62,1.571,12.2,0.6,1.9,9.0,4.67,0,2017,A,LAD
Austin French*,23,1,1,.500,6.00,5,0,1,0,0,0,9.0,11,7,6,0,8,0,9,0,0,1,46,2.111,11.0,0.0,8.0,9.0,1.13,0,2017,A,LAD
