Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Luis Ayala,23,0,1,.000,4.05,13,0,12,0,0,7,13.1,19,10,6,0,5,0,10,2,1,2,61,1.800,12.8,0.0,3.4,6.8,2.00,1
Brian Brantley,25,5,3,.625,2.78,28,1,11,0,0,2,58.1,43,23,18,3,21,2,55,12,2,11,253,1.097,6.6,0.5,3.2,8.5,2.62,0
Dean Brueggemann*,25,2,0,1.000,4.78,48,0,18,0,0,2,64.0,66,40,34,0,37,1,36,14,1,2,294,1.609,9.3,0.0,5.2,5.1,0.97,0
Ryan Cameron,23,0,1,.000,2.25,2,2,0,0,0,0,8.0,5,4,2,1,5,0,12,0,0,0,36,1.250,5.6,1.1,5.6,13.5,2.40,0
Rick Cercy,24,4,1,.800,3.16,39,0,12,0,0,5,57.0,47,22,20,5,24,6,51,3,0,2,240,1.246,7.4,0.8,3.8,8.1,2.13,0
Aaron Cook,22,11,11,.500,3.08,27,27,0,0,0,0,155.0,157,73,53,4,38,0,122,7,1,6,649,1.258,9.1,0.2,2.2,7.1,3.21,1
Steve Cowie,24,0,1,.000,10.80,1,1,0,0,0,0,3.1,6,4,4,0,2,0,1,0,0,0,17,2.400,16.2,0.0,5.4,2.7,0.50,0
Randey Dorame*,22,2,5,.286,5.26,17,14,2,0,0,0,78.2,95,50,46,10,28,0,57,4,1,4,353,1.564,10.9,1.1,3.2,6.5,2.04,0
Ryan Kibler,20,7,0,1.000,1.55,11,11,0,0,0,0,75.2,53,19,13,0,16,0,61,9,0,2,300,0.912,6.3,0.0,1.9,7.3,3.81,0
Chandler Martin,27,3,5,.375,4.74,9,9,0,0,0,0,57.0,68,35,30,5,14,0,32,5,1,2,250,1.439,10.7,0.8,2.2,5.1,2.29,0
Steve Matcuk,25,4,1,.800,2.98,24,0,9,0,0,3,42.1,47,19,14,0,13,2,33,9,0,4,189,1.417,10.0,0.0,2.8,7.0,2.54,0
Enemencio Pacheco,22,4,2,.667,4.68,27,3,14,0,0,1,42.1,55,27,22,4,18,0,29,0,0,1,198,1.724,11.7,0.9,3.8,6.2,1.61,0
Ryan Price,23,4,11,.267,7.34,28,21,2,0,0,0,103.0,101,93,84,12,85,0,79,12,1,45,497,1.806,8.8,1.0,7.4,6.9,0.93,0
Scott Randall,25,0,0,,4.50,2,0,0,0,0,0,6.0,9,3,3,0,1,0,7,0,0,0,27,1.667,13.5,0.0,1.5,10.5,7.00,1
Tom Stepka,25,2,2,.500,3.72,32,2,13,0,0,2,67.2,72,36,28,5,25,1,42,1,0,2,299,1.433,9.6,0.7,3.3,5.6,1.68,0
Doug Thompson,24,2,2,.500,4.02,17,0,5,0,0,1,31.1,30,15,14,1,16,1,35,0,0,4,135,1.468,8.6,0.3,4.6,10.1,2.19,0
Chin-hui Tsao,20,0,4,.000,4.67,4,4,0,0,0,0,17.1,23,11,9,1,5,0,18,1,1,1,78,1.615,11.9,0.5,2.6,9.3,3.60,1
Cory Vance*,22,10,8,.556,3.10,26,26,0,1,0,0,154.0,129,65,53,9,65,0,142,14,4,4,641,1.260,7.5,0.5,3.8,8.3,2.18,1
Chris Warren,24,0,0,,0.00,2,0,2,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,7,0.500,4.5,0.0,0.0,0.0,,0
Colin Young*,23,4,3,.571,1.42,47,0,35,0,0,21,57.0,35,11,9,5,12,0,72,0,0,1,215,0.825,5.5,0.8,1.9,11.4,6.00,0
Jason Young,21,6,7,.462,3.44,17,17,0,2,1,0,104.2,104,47,40,8,28,0,91,10,0,5,439,1.261,8.9,0.7,2.4,7.8,3.25,1
