Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Jeff Bajenaru,23,2,4,.333,3.35,35,0,28,0,0,10,40.1,32,16,15,3,21,2,51,1,1,3,174,1.314,7.1,0.7,4.7,11.4,2.43,1
Brad Bohannan,23,2,1,.667,1.73,23,0,12,0,0,5,36.1,33,10,7,0,10,1,33,1,0,2,152,1.183,8.2,0.0,2.5,8.2,3.30,0
Eddi Candelario,23,8,6,.571,3.06,22,19,1,1,1,0,120.2,92,46,41,7,58,1,113,7,0,8,499,1.243,6.9,0.5,4.3,8.4,1.95,0
Joe Curreri,24,3,3,.500,4.81,33,0,7,0,0,1,48.2,46,27,26,5,19,0,44,3,0,1,209,1.336,8.5,0.9,3.5,8.1,2.32,0
Eric Fischer*,21,3,13,.188,5.31,25,22,1,0,0,0,123.2,144,87,73,9,47,1,84,10,0,3,554,1.544,10.5,0.7,3.4,6.1,1.79,0
Alec Hollifield,20,0,8,.000,4.97,9,9,0,0,0,0,41.2,53,29,23,3,21,1,28,3,1,0,196,1.776,11.4,0.6,4.5,6.0,1.33,0
Rocky Hughes*,22,1,0,1.000,1.93,16,0,7,0,0,1,28.0,20,8,6,1,16,3,19,0,0,0,119,1.286,6.4,0.3,5.1,6.1,1.19,0
Kyle Kane,25,1,0,1.000,2.08,14,0,5,0,0,1,21.2,10,5,5,1,8,0,32,3,0,0,81,0.831,4.2,0.4,3.3,13.3,4.00,0
Juan Lopez*,21,0,1,.000,3.93,26,0,9,0,0,0,36.2,34,23,16,3,21,1,37,7,0,6,166,1.500,8.3,0.7,5.2,9.1,1.76,0
Gary Majewski,21,4,2,.667,2.93,9,6,3,1,0,0,43.0,42,15,14,3,10,0,31,6,0,1,176,1.209,8.8,0.6,2.1,6.5,3.10,1
Corwin Malone*,20,0,1,.000,1.72,5,5,0,0,0,0,36.2,25,10,7,1,10,1,38,0,0,0,143,0.955,6.1,0.2,2.5,9.3,3.80,0
Denny McDaniel*,24,1,3,.250,2.93,32,0,5,0,0,0,46.0,43,18,15,1,21,3,25,1,0,6,198,1.391,8.4,0.2,4.1,4.9,1.19,0
Kris McWhirter,22,2,3,.400,5.34,13,10,1,0,0,0,57.1,60,39,34,7,25,1,49,5,0,1,254,1.483,9.4,1.1,3.9,7.7,1.96,0
Dan Mozingo*,21,0,3,.000,11.91,3,3,0,0,0,0,11.1,21,19,15,3,6,0,17,2,0,2,63,2.382,16.7,2.4,4.8,13.5,2.83,0
Brad Murray*,22,3,2,.600,1.98,32,0,9,0,0,0,50.0,42,13,11,1,30,5,30,3,0,2,218,1.440,7.6,0.2,5.4,5.4,1.00,0
Rigal Olivo,19,0,0,,4.73,8,0,3,0,0,1,13.1,16,9,7,2,3,0,9,0,0,3,57,1.425,10.8,1.4,2.0,6.1,3.00,0
Carlos Ortega*,22,0,3,.000,4.73,10,6,3,0,0,0,40.0,43,23,21,5,10,0,33,7,0,2,173,1.325,9.7,1.1,2.3,7.4,3.30,0
Scott Patten,20,0,1,.000,27.00,2,1,0,0,0,0,1.0,2,3,3,0,3,0,0,2,0,0,9,5.000,18.0,0.0,27.0,0.0,0.00,0
Ed Pena*,21,1,6,.143,4.18,31,5,7,0,0,0,47.1,52,30,22,6,24,3,35,7,1,4,225,1.606,9.9,1.1,4.6,6.7,1.46,0
Mike Rupp,23,2,3,.400,3.38,27,3,11,0,0,0,53.1,56,29,20,3,17,0,45,2,2,3,227,1.369,9.5,0.5,2.9,7.6,2.65,0
Josh Stewart*,22,4,6,.400,3.82,12,12,0,1,0,0,63.2,64,41,27,6,28,1,38,4,0,3,287,1.445,9.0,0.8,4.0,5.4,1.36,1
Dennis Ulacia*,20,5,3,.625,3.64,10,10,0,4,0,0,64.1,57,27,26,2,26,1,47,5,0,1,265,1.290,8.0,0.3,3.6,6.6,1.81,0
Joe Valentine,21,5,1,.833,1.01,27,0,18,0,0,8,44.2,18,7,5,0,27,3,50,1,0,2,179,1.007,3.6,0.0,5.4,10.1,1.85,1
Brian West,20,7,12,.368,3.46,28,28,0,3,1,0,169.0,179,75,65,11,70,2,130,9,0,8,735,1.473,9.5,0.6,3.7,6.9,1.86,0
Mitch Wylie,24,0,1,.000,3.60,1,1,0,0,0,0,5.0,7,2,2,0,1,0,4,0,0,0,23,1.600,12.6,0.0,1.8,7.2,4.00,0
