Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Bryan Anderson,22,80,291,270,33,61,14,4,1,26,9,2,13,66,.226,.268,.319,.587,86,6,3,4,1,0,,0
Elvin Beltre,21,5,17,16,2,3,0,0,0,1,1,0,1,6,.188,.235,.188,.423,3,1,0,0,0,0,,0
Mike Calitri,23,97,380,317,57,79,18,0,16,44,1,3,57,98,.249,.367,.457,.824,145,4,3,1,2,2,,0
Wandel Campana,23,79,321,295,46,78,19,3,0,23,8,5,10,41,.264,.296,.349,.645,103,4,4,10,2,0,,0
Edwin Encarnacion,18,9,38,37,2,6,2,0,1,6,0,1,1,5,.162,.184,.297,.482,11,1,0,0,0,0,,1
David Espinosa#,19,122,555,493,88,129,29,8,7,37,15,10,55,120,.262,.340,.396,.736,195,3,4,2,1,1,,0
Vianney Garabito,21,10,25,23,4,2,1,0,1,2,0,0,1,4,.087,.160,.261,.421,6,1,1,0,0,0,,0
Brad Hargreaves,23,7,22,18,4,4,1,0,0,2,0,0,3,4,.222,.318,.278,.596,5,0,0,0,1,0,,0
B.J. Hawes,22,25,77,69,8,13,2,2,0,6,1,2,4,14,.188,.253,.275,.529,19,2,2,2,0,0,,0
J.C. Huguet,23,38,133,107,10,24,2,0,1,5,2,3,23,31,.224,.368,.271,.639,29,1,2,0,1,0,,0
Omar Hurtado,22,63,228,205,23,48,7,2,5,20,3,3,19,59,.234,.304,.361,.665,74,4,2,1,1,0,,0
Brian Jones*,23,63,205,191,17,44,10,0,5,19,4,1,11,47,.230,.273,.361,.634,69,6,1,0,2,0,,0
Gary Patchett,22,85,308,259,42,63,8,1,0,17,6,3,27,52,.243,.350,.282,.632,73,4,16,5,1,0,,0
Wily Mo Pena,19,135,565,511,87,135,25,5,26,113,26,10,33,177,.264,.327,.485,.813,248,6,17,0,4,1,,1
Samone Peters,22,120,491,452,61,93,20,0,28,78,2,2,29,158,.206,.265,.436,.701,197,8,8,0,2,2,,0
Brian Peterson,22,35,129,113,14,28,5,0,2,18,0,0,14,33,.248,.331,.345,.676,39,1,0,2,0,0,,0
Randy Ruiz,23,123,531,466,82,125,34,3,20,92,21,9,48,116,.268,.352,.483,.835,225,10,14,0,3,4,,1
Aaron Sledd*,25,13,45,37,6,9,3,0,0,3,0,0,7,14,.243,.356,.324,.680,12,0,0,0,1,0,,0
Stephen Smitherman,22,134,552,497,89,139,45,2,20,73,16,7,43,113,.280,.348,.499,.847,248,9,10,0,2,1,,1
Marc Suarez,25,47,169,150,18,38,9,0,6,23,4,0,13,44,.253,.325,.433,.759,65,1,4,0,2,0,,0
Chris Williamson*,22,37,139,114,16,24,5,1,5,18,0,2,22,39,.211,.345,.404,.749,46,1,2,0,1,3,,0
21 Players,21.8,139,5221,4640,709,1145,259,31,144,626,119,63,434,1241,.247,.322,.409,.731,1898,73,93,27,27,14,,0
