Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Mitch Abeita,23,74,288,249,28,56,12,1,4,32,1,0,31,58,.225,.322,.329,.651,82,10,5,2,1,0,0
David Adams,22,67,304,259,32,75,23,2,0,34,8,4,35,49,.290,.385,.394,.779,102,7,7,0,3,0,1
Abraham Almonte#,20,115,484,440,63,123,14,10,5,56,36,5,35,81,.280,.333,.391,.724,172,5,2,4,3,0,1
Carmen Angelini,20,33,146,132,18,26,5,0,1,8,6,1,8,32,.197,.255,.258,.513,34,1,3,1,2,0,0
Brian Baisley,26,29,127,109,12,37,12,0,2,23,0,0,12,31,.339,.402,.505,.906,55,5,2,0,4,0,0
Tommy Baldridge*,22,42,133,125,13,23,3,0,1,8,3,0,8,19,.184,.233,.232,.465,29,4,0,0,0,0,0
Dan Brewer,21,58,241,201,38,65,18,3,2,25,9,5,33,49,.323,.429,.473,.902,95,8,5,1,1,0,0
Jeff Farnham,21,20,72,62,13,20,6,0,1,10,0,1,5,13,.323,.389,.468,.857,29,1,3,0,2,0,0
Neall French,25,64,245,210,25,50,6,1,2,22,0,0,29,70,.238,.344,.305,.649,64,5,5,1,0,0,0
Taylor Grote*,20,113,470,418,54,97,22,0,4,42,8,3,48,139,.232,.311,.313,.624,131,10,1,0,3,1,0
Walter Ibarra#,21,12,32,29,2,7,0,0,0,3,1,0,2,10,.241,.290,.241,.532,7,1,0,1,0,0,0
Corban Joseph*,20,100,436,380,39,114,17,8,4,57,8,5,49,61,.300,.381,.418,.799,159,5,3,0,4,1,1
Ray Kruml*,23,100,415,382,53,94,15,4,2,35,23,5,26,100,.246,.297,.322,.619,123,3,3,1,3,0,0
Garrison Lassiter*,19,74,297,265,25,69,12,1,2,29,3,0,22,74,.260,.330,.336,.666,89,5,6,3,1,0,0
Mike Lyon,22,54,185,165,15,39,6,1,2,10,3,1,17,55,.236,.319,.321,.640,53,1,3,0,0,0,0
Addison Maruszak,22,64,260,217,29,57,4,1,2,20,6,1,32,44,.263,.367,.318,.685,69,6,6,1,4,1,0
Melky Mesa,22,133,564,497,76,112,24,7,20,74,18,6,51,168,.225,.309,.423,.731,210,5,11,0,5,3,1
Jose Pirela,19,97,447,404,65,119,23,6,0,46,9,8,37,65,.295,.354,.381,.736,154,7,1,4,1,0,1
Chase Weems*,20,55,194,173,19,45,10,1,1,14,0,0,15,55,.260,.317,.347,.664,60,2,0,5,1,0,0
