Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Cliff Andersen*,21,29,79,75,7,18,3,1,0,5,0,0,4,25,.240,.278,.307,.585,23,0,0,0,0,0,0,2009,A,CHC
Robert Bautista#,20,8,18,17,2,1,0,1,0,0,0,0,1,9,.059,.111,.176,.288,3,0,0,0,0,0,0,2009,A,CHC
Michael Brenly#,22,94,370,339,35,90,18,0,4,36,2,2,20,55,.265,.307,.354,.661,120,9,3,2,6,1,0,2009,A,CHC
Kyler Burke*,21,132,555,465,93,141,43,3,15,89,14,2,78,99,.303,.405,.505,.911,235,9,6,0,6,5,0,2009,A,CHC
Tony Campana*,23,18,58,53,14,15,1,1,0,5,11,2,5,6,.283,.345,.340,.684,18,0,0,0,0,0,1,2009,A,CHC
D.J. Fitzgerald,20,19,70,65,6,15,1,0,1,3,1,1,4,22,.231,.286,.292,.578,19,2,1,0,0,0,0,2009,A,CHC
Ryan Flaherty*,22,131,543,485,81,134,24,5,20,81,7,6,50,98,.276,.344,.470,.814,228,9,2,2,4,0,1,2009,A,CHC
Luis Flores,22,18,64,48,7,10,6,0,2,4,0,1,12,11,.208,.387,.458,.845,22,2,2,2,0,0,0,2009,A,CHC
Francisco Guzman*,21,8,24,21,3,2,0,0,0,0,3,1,3,7,.095,.208,.095,.304,2,1,0,0,0,0,0,2009,A,CHC
Josh Harrison,21,79,335,303,51,102,17,7,4,33,16,9,16,25,.337,.377,.479,.856,145,5,5,9,2,2,1,2009,A,CHC
Brett Jackson*,20,26,128,112,30,33,5,1,7,17,11,1,11,32,.295,.383,.545,.927,61,0,5,0,0,1,1,2009,A,CHC
Reed Johnson,32,3,8,6,2,2,0,0,0,0,0,0,1,0,.333,.500,.333,.833,2,0,1,0,0,0,1,2009,A,CHC
Junior Lake,19,131,491,463,71,115,19,7,7,42,10,7,18,138,.248,.277,.365,.642,169,11,2,4,4,0,1,2009,A,CHC
DJ LeMahieu,20,38,168,152,19,48,4,2,0,30,2,2,12,22,.316,.371,.368,.740,56,11,2,1,1,1,1,2009,A,CHC
David Macias#,23,92,358,312,44,76,12,1,1,29,4,5,31,50,.244,.320,.298,.618,93,6,5,8,2,0,0,2009,A,CHC
Jose Made,23,15,26,22,3,6,0,1,0,3,0,1,3,8,.273,.385,.364,.748,8,2,1,0,0,0,0,2009,A,CHC
Mario Mercedes,22,50,163,155,15,42,11,0,1,14,1,1,5,11,.271,.294,.361,.656,56,3,1,0,2,0,0,2009,A,CHC
Nelson Perez*,21,120,458,427,48,107,19,4,11,65,2,0,21,130,.251,.288,.391,.679,167,10,4,0,6,2,0,2009,A,CHC
Aramis Ramirez,31,3,9,6,2,3,1,0,0,1,0,0,3,0,.500,.667,.667,1.333,4,1,0,0,0,0,1,2009,A,CHC
Rebel Ridling,23,136,586,536,74,166,34,1,16,97,2,1,40,95,.310,.357,.466,.823,250,14,3,0,7,3,0,2009,A,CHC
Jovan Rosa,21,40,169,153,17,46,13,0,4,32,2,1,9,27,.301,.337,.464,.801,71,5,2,0,5,0,0,2009,A,CHC
Drew Rundle*,21,81,231,192,26,42,10,2,3,19,3,3,32,63,.219,.339,.339,.678,65,3,3,4,0,0,0,2009,A,CHC
Jose Valdez#,21,8,35,32,9,12,2,1,0,5,8,1,1,4,.375,.400,.500,.900,16,0,1,0,1,0,0,2009,A,CHC
Josh Vitters,19,70,288,269,42,85,12,1,15,46,4,0,7,42,.316,.351,.535,.886,144,6,9,0,3,0,1,2009,A,CHC
