Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Deivy Batista,23,97,322,281,35,61,16,2,2,23,5,3,29,88,.217,.295,.310,.605,87,3,3,7,2,0,,0
Jose Bonilla,22,76,282,243,21,51,11,0,3,29,1,1,30,53,.210,.301,.292,.593,71,6,3,3,3,0,,0
Steven Caseres*,24,8,30,28,1,3,0,0,0,0,0,0,2,12,.107,.167,.107,.274,3,0,0,0,0,0,,0
Jared Dyer,25,7,22,19,4,3,1,0,0,0,0,0,2,5,.158,.238,.211,.449,4,0,0,1,0,0,,0
Ryan Eigsti,25,14,47,40,4,10,1,0,2,5,0,0,6,15,.250,.362,.425,.787,17,0,1,0,0,0,,0
Tim Ferguson,22,111,431,379,44,84,12,1,6,43,13,7,38,90,.222,.291,.306,.597,116,4,2,5,7,1,,0
Nick Francis,25,51,204,191,30,61,20,2,7,35,7,1,13,40,.319,.363,.555,.918,106,4,0,0,0,2,,0
Adam Frost,24,5,15,14,4,3,0,1,0,3,4,0,1,2,.214,.267,.357,.624,5,0,0,0,0,0,,0
Juan Graterol,22,23,83,77,3,14,2,0,1,5,0,0,6,16,.182,.241,.247,.488,19,2,0,0,0,0,,1
Gerard Hall#,22,32,110,102,9,26,6,1,0,13,3,2,6,18,.255,.303,.333,.636,34,1,1,1,0,0,,0
Travis Jones,22,9,33,26,4,6,2,0,0,1,0,0,3,6,.231,.300,.308,.608,8,2,0,3,1,0,,0
Joey Lewis,23,77,292,260,29,53,13,3,7,25,0,1,23,79,.204,.271,.358,.629,93,7,2,4,3,0,,0
Michael Liberto,23,13,37,30,8,7,2,0,0,5,2,0,6,5,.233,.378,.300,.678,9,0,1,0,0,0,,0
Alex McClure#,22,67,267,240,22,47,4,3,1,13,14,7,15,63,.196,.257,.250,.507,60,5,5,6,1,0,,0
Whit Merrifield,22,126,547,477,74,125,30,3,5,36,24,14,52,89,.262,.337,.369,.706,176,8,4,10,4,0,,1
Kurt Mertins,25,24,100,91,15,24,4,0,0,7,1,2,6,15,.264,.323,.308,.631,28,0,2,1,0,0,,0
Adrian Morales,22,3,12,10,2,3,1,0,0,0,0,1,2,2,.300,.417,.400,.817,4,0,0,0,0,0,,0
Rey Navarro#,21,72,301,277,34,79,17,7,8,41,5,4,18,39,.285,.337,.484,.820,134,6,4,1,1,1,,1
Adrian Ortiz*,24,8,28,26,1,3,3,0,0,1,0,1,2,5,.115,.179,.231,.409,6,0,0,0,0,0,,0
Yem Prades,23,80,323,305,36,88,16,5,4,24,11,7,10,66,.289,.313,.413,.726,126,3,2,3,3,1,,0
Julio Rodriguez,21,22,78,73,3,16,5,0,1,8,0,0,2,9,.219,.247,.329,.576,24,3,1,1,1,0,,0
Ryan Stovall,24,58,234,223,23,54,16,0,2,19,6,3,5,53,.242,.267,.341,.608,76,8,3,2,1,0,,0
Carlo Testa*,24,100,417,366,48,106,27,4,7,43,18,7,36,109,.290,.361,.443,.804,162,4,6,7,2,0,,0
Nick Van Stratten,26,61,257,229,22,62,14,1,1,27,10,3,13,30,.271,.323,.354,.676,81,13,6,6,3,0,,0
John Whittleman*,24,123,496,415,52,97,24,3,20,68,2,0,76,108,.234,.349,.451,.799,187,4,0,0,5,2,,0
25 Players,23.0,138,4968,4422,528,1086,247,36,77,474,126,64,402,1017,.246,.313,.370,.683,1636,83,46,61,37,7,,0
