Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Nolan Arenado,20,134,583,517,82,154,32,3,20,122,2,1,47,53,.298,.349,.487,.836,252,21,1,4,14,3,,1
David Christensen,23,57,205,179,34,49,11,6,5,21,3,3,15,74,.274,.340,.486,.826,87,4,4,5,2,0,,0
Jared Clark,25,61,244,214,21,49,11,1,7,33,0,2,25,66,.229,.313,.388,.701,83,6,2,1,2,0,,0
Delta Cleary#,21,130,595,503,96,118,20,4,1,45,27,16,75,97,.235,.337,.296,.634,149,11,5,8,4,0,,0
Jose Gonzalez,24,69,253,214,27,45,3,0,1,15,2,2,24,47,.210,.302,.238,.540,51,4,5,8,2,1,,0
Maikol Gonzalez,25,9,24,18,4,2,0,0,0,1,2,1,6,7,.111,.333,.111,.444,2,0,0,0,0,0,,0
Kala Ka'aihue,26,11,43,36,4,6,0,0,2,5,0,1,3,12,.167,.286,.333,.619,12,0,3,1,0,0,,0
Carlos Martinez,22,79,267,236,25,50,11,1,6,28,7,6,19,63,.212,.284,.343,.627,81,8,6,3,3,0,,0
Kent Matthes,24,93,400,371,70,124,39,3,23,95,7,4,22,80,.334,.378,.642,1.020,238,12,5,1,1,1,,0
Eliezer Mesa,22,53,187,164,22,42,7,1,0,13,11,2,15,28,.256,.320,.311,.631,51,4,1,6,1,0,,0
Angelys Nina,22,112,467,425,63,125,22,5,5,54,15,10,29,72,.294,.341,.405,.746,172,10,4,4,5,1,,0
Scott Robinson,22,89,335,303,44,68,17,3,2,36,24,7,20,86,.224,.276,.320,.596,97,1,3,5,4,0,,0
Kiel Roling,24,105,463,412,74,104,24,2,16,58,3,3,41,118,.252,.327,.437,.764,180,6,6,1,3,1,,0
Josh Rutledge,22,113,523,460,91,160,33,9,9,71,16,3,41,91,.348,.414,.517,.931,238,5,12,8,2,1,,1
Joseph Sanders,23,30,113,109,14,23,5,0,1,17,0,0,3,31,.211,.232,.284,.517,31,2,0,1,0,0,,0
Orlando Sandoval,25,53,194,172,27,40,11,3,4,22,4,2,11,49,.233,.316,.401,.717,69,6,10,1,0,0,,0
Beau Seabury,26,31,122,106,21,29,8,0,2,20,0,0,7,26,.274,.328,.406,.733,43,5,2,6,1,0,,0
Dallas Tarleton*,23,56,197,164,23,44,5,2,0,21,2,2,30,44,.268,.388,.323,.711,53,2,2,1,0,0,,0
Mike Zuanich,24,58,265,224,59,82,23,2,14,49,4,3,30,59,.366,.455,.674,1.129,151,3,8,1,2,3,,0
19 Players,22.7,140,5480,4827,801,1314,282,45,118,726,129,68,463,1103,.272,.343,.423,.765,2040,110,79,65,46,11,,0
