Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
John Brontsema,23,4,16,12,2,3,0,0,0,0,0,1,4,4,.250,.438,.250,.688,3,0,0,0,0,0,0
D.J. Burt,22,111,486,410,72,115,14,7,3,46,32,10,59,98,.280,.367,.371,.738,152,8,0,12,5,1,0
Gabriel Cancel,21,120,507,455,54,118,31,1,8,73,7,4,35,91,.259,.316,.385,.701,175,9,7,1,9,2,0
Angelo Castellano,23,120,429,375,39,83,16,2,2,36,12,9,35,81,.221,.290,.291,.581,109,8,4,9,6,2,0
Chris DeVito*,23,65,255,221,22,40,7,0,1,23,0,0,29,67,.181,.280,.226,.506,50,6,2,1,2,0,0
Brandon Downes,25,13,56,51,5,12,4,0,2,11,2,0,3,16,.235,.286,.431,.717,22,0,1,0,1,0,0
Nate Esposito,25,21,71,57,4,10,0,0,0,6,1,0,8,12,.175,.304,.175,.480,10,1,3,2,1,0,0
Xavier Fernandez,22,36,144,135,12,34,13,0,2,10,1,1,7,19,.252,.292,.393,.684,53,4,1,0,1,0,0
Nick Heath*,24,54,237,194,37,55,8,1,2,20,29,9,35,65,.284,.397,.366,.763,71,0,2,5,1,0,1
Brewer Hicklen,22,22,78,71,11,15,4,0,1,3,6,0,4,26,.211,.263,.310,.573,22,1,1,2,0,0,0
Travis Jones,22,67,258,205,31,61,4,1,2,18,17,5,29,54,.298,.438,.356,.794,73,3,22,2,0,0,0
Khalil Lee*,20,71,301,244,42,66,13,4,4,41,14,3,48,75,.270,.402,.406,.808,99,1,7,0,2,0,1
Jackson Lueck#,21,9,31,29,3,5,4,0,0,2,1,0,0,12,.172,.200,.310,.510,9,2,1,1,0,0,0
Rudy Martin*,22,75,314,259,42,60,13,4,4,37,29,6,39,93,.232,.345,.359,.704,93,3,6,10,0,0,0
Oliver Nunez#,23,45,141,125,15,25,3,0,2,14,4,4,11,30,.200,.273,.272,.545,34,1,2,2,1,0,0
Blake Perkins#,21,64,291,233,48,56,11,1,2,18,17,4,50,67,.240,.381,.322,.703,75,4,3,5,0,0,0
Kort Peterson*,24,62,246,219,34,64,17,2,8,33,5,1,17,59,.292,.365,.498,.862,109,1,8,2,0,0,0
Emmanuel Rivera,22,99,411,375,45,105,25,6,6,61,3,2,29,59,.280,.333,.427,.760,160,14,3,0,4,2,1
Chase Vallot,21,47,185,148,19,16,4,0,7,24,0,0,31,80,.108,.281,.277,.558,41,0,5,0,1,0,0
Meibrys Viloria*,21,100,407,358,34,93,16,1,6,44,2,1,40,75,.260,.342,.360,.702,129,12,5,3,1,0,1
Vance Vizcaino*,23,73,265,241,31,58,9,2,1,28,2,2,17,62,.241,.294,.307,.601,74,5,2,3,2,0,0
